Африк	Afrika
Ангилал:Энэтхэгийн улс төрчид	Kategori:Indiske politikere
Ангилал:Армений хүн	Kategori:Armenere
Ангилал:Казахстаны улс төрчид	Kategori:Kasakhstanske politikere
Ангилал:Канадын улс төрчид	Kategori:Canadiske politikere
Ангилал:Индонезийн хүн	Kategori:Indonesiere
Ангилал:Израйлийн хүн	Kategori:Israelere
Ангилал:Хорватын улс төрчид	Kategori:Kroatiske politikere
Ангилал:Тайландын улс төрчид	Kategori:Thailandske politikere
Ангилал:Данийн одон оронч	Kategori:Danske astronomer
Ангилал:Танзанийн улс төрчид	Kategori:Tanzanianske politikere
Ангилал:Тунисын улс төрчид	Kategori:Tunisiske politikere
Ангилал:Францын улс төрчид	Kategori:Franske politikere
Ангилал:АНУ-ын тамирчид	Kategori:Sportsutøvere fra USA
Ангилал:Финландын улс төрчид	Kategori:Finske politikere
Ангилал:Солонгосын улс төрчид	Kategori:Koreanske politikere
Ангилал:Солонгосчууд	Kategori:Koreanere
Ангилал:Чехүүд	Kategori:Tsjekkere
Ангилал:Балбын хүн	Kategori:Nepalere
Ангилал:Мексикийн хүн	Kategori:Meksikanere
Ангилал:Хорватчууд	Kategori:Kroater
Ангилал:Бохемийн хүн	Kategori:Bøhmere
Ангилал:Тайландчууд	Kategori:Thailendere
Ангилал:Английн газарзүйчид	Kategori:Britiske geografer
Ангилал:Францын химичид	Kategori:Franske kjemikere
Ангилал:Либерийн хүн	Kategori:Liberiere
Ангилал:Түрэгүүд	Kategori:Tyrkere
Ангилал:Ирландын хүн	Kategori:Irer
Ангилал:Францын математикчид	Kategori:Franske matematikere
Ангилал:Германы философичид	Kategori:Tyske filosofer
Ангилал:Шотландын зохиолчид	Kategori:Skotske forfattere
Ангилал:Хоолойнууд	Kategori:Sund
Ангилал:Италийн философичид	Kategori:Italienske filosofer
Ангилал:Францын зохион бүтээгчид	Kategori:Franske oppfinnere
Ангилал:Английн жүжигчид	Kategori:Engelske skuespillere
Ангилал:Хятадын гимнастикчид	Kategori:Kinesiske turnere
Ангилал:Саламандрууд	Kategori:Salamandere
Ангилал:Нигеригийн хөлбөмбөгчид	Kategori:Nigerianske fotballspillere
Ангилал:Норвегийн хөлбөмбөгчид	Kategori:Norske fotballspillere
Ангилал:Оросын хөлбөмбөгчид	Kategori:Russiske fotballspillere
Ангилал:Мароккогийн хөлбөмбөгчид	Kategori:Marokkanske fotballspillere
Ангилал:Болгар улсын хөлбөмбөгчин	Kategori:Bulgarske fotballspillere
Ангилал:Шведийн хөлбөмбөгчид	Kategori:Svenske fotballspillere
Ангилал:Шотландын хөлбөмбөгчид	Kategori:Skotske fotballspillere
Ангилал:Словакийн хөлбөмбөгчид	Kategori:Slovakiske fotballspillere
Ангилал:Уругвайн хөлбөмбөгчид	Kategori:Uruguayanske fotballspillere
Ангилал:Югославын хөлбөмбөгчид	Kategori:Jugoslaviske fotballspillere
Ангилал:МЭӨ 384 онд төрөгсөд	Kategori:Fødsler i 384 f.Kr.
Ангилал:Египетийн хөлбөмбөгчид	Kategori:Egyptiske fotballspillere
Ангилал:Ямайкын хөлбөмбөгчид	Kategori:Jamaicanske fotballspillere
Ангилал:Чехословакийн хөлбөмбөгчид	Kategori:Tsjekkoslovakiske fotballspillere
Ангилал:Чилийн хөлбөмбөгчид	Kategori:Chilenske fotballspillere
Ангилал:Коста Рикагийн хөлбөмбөгчид	Kategori:Costaricanske fotballspillere
Ангилал:Бүгд Найрамдах Конго Улсын хөлбөмбөгчид	Kategori:Brazzavillekongolesiske fotballspillere
Ангилал:Перугийн хөлбөмбөгчид	Kategori:Peruanske fotballspillere
Ангилал:Францын хөлбөмбөгчид	Kategori:Franske fotballspillere
Ангилал:Италийн аялагчид	Kategori:Italienske oppdagere
Ангилал:Германы туялзуур сэлэмчид	Kategori:Tyske fektere
Ангилал:Австрийн уран гулгагчид	Kategori:Østerrikske kunstløpere
Ангилал:Италийн уран гулгагчид	Kategori:Italienske kunstløpere
Ангилал:Германы биологичид	Kategori:Tyske biologer
Ангилал:Оросын зураачид	Kategori:Russiske malere
Ангилал:Шведийн химичид	Kategori:Svenske kjemikere
Ангилал:Шотландын химичид	Kategori:Skotske kjemikere
Ангилал:Их Британийн химичид	Kategori:Britiske kjemikere
Ангилал:Умар Америк тивийн нуур	Kategori:Innsjøer i Nord-Amerika
Ангилал:Никарагуагийн нуурууд	Kategori:Innsjøer i Nicaragua
Ангилал:Оросын нуур	Kategori:Innsjøer i Russland
Ангилал:Унгарын нуурууд	Kategori:Innsjøer i Ungarn
Ангилал:Эртний Грекийн одон оронч	Kategori:Greske astronomer fra oldtiden
Ангилал:Оптик төхөөрөмжүүд	Kategori:Optiske instrumenter
Ангилал:Геофизик	Kategori:Geofysikk
Ангилал:Унгарын математикчид	Kategori:Ungarske matematikere
Ангилал:1924 онд нас барагсад	Kategori:Dødsfall i 1924
Ангилал:1960 онд нас барагсад	Kategori:Dødsfall i 1960
Ангилал:1981 онд нас барагсад	Kategori:Dødsfall i 1981
Ангилал:Италийн инженерүүд	Kategori:Italienske ingeniører
Ангилал:1999 онд нас барагсад	Kategori:Dødsfall i 1999
Ангилал:Италийн зохион бүтээгчид	Kategori:Italienske oppfinnere
Ангилал:Химийн элементүүд	Kategori:Grunnstoffer
Ангилал:Их Британийн хөнгөн атлетикчид	Kategori:Britiske friidrettsutøvere
Ангилал:Хөнгөн атлетикчид	Kategori:Friidrettsutøvere
Ангилал:АНУ-ын гольфчид	Kategori:Golfspillere fra USA
Ангилал:Гольфчид	Kategori:Golfspillere
Ангилал:Анатомичид	Kategori:Anatomer
Ангилал:Япон улсын улс төрч	Kategori:Japanske politikere
Ангилал:Өмнөд Солонгосын улс төрчид	Kategori:Sørkoreanske politikere
Ангилал:Египетийн улс төрчид	Kategori:Egyptiske politikere
Ангилал:Гайтигийн улс төрчид	Kategori:Haitiske politikere
Ангилал:Японы тамирчид	Kategori:Japanske sportsutøvere
Ангилал:Монголын тамирчид	Kategori:Mongolske sportsutøvere
Ангилал:Аргентины тамирчид	Kategori:Argentinske sportsutøvere
Ангилал:Австралийн тамирчин	Kategori:Australske sportsutøvere
Ангилал:Их Британийн тамирчид	Kategori:Britiske sportsutøvere
Ангилал:Италийн тамирчид	Kategori:Italienske sportsutøvere
Ангилал:Өмнөд Солонгосын тамирчид	Kategori:Sørkoreanske sportsutøvere
Ангилал:Беларусийн тамирчид	Kategori:Hviterussiske sportsutøvere
Ангилал:Өмнөд Африкийн тамирчид	Kategori:Sørafrikanske sportsutøvere
Ангилал:Польшийн тамирчид	Kategori:Polske sportsutøvere
Ангилал:Канадын тамирчид	Kategori:Canadiske sportsutøvere
Ангилал:Буудлагын тамирчид	Kategori:Skyttere
Ангилал:Олимпийн хүрэл медальтнууд	Kategori:Olympiske bronsemedaljevinnere
Ангилал:Олимпийн мөнгөн медальтнууд	Kategori:Olympiske sølvmedaljevinnere
Ангилал:Тайландын олимпийн аваргууд	Kategori:Olympiske mestere for Thailand
Ангилал:АНУ-ын дугуйчид	Kategori:Syklister fra USA
Ангилал:Английн дуучид	Kategori:Engelske sangere
Ангилал:Нидерландын эрдэмтэд	Kategori:Nederlandske forskere
Ангилал:АНУ-ын бизнесмэнүүд	Kategori:Forretningsfolk fra USA
Ангилал:Францын сагсан бөмбөгчид	Kategori:Franske basketballspillere
Ангилал:Сагсан бөмбөгчид	Kategori:Basketballspillere
Ангилал:Их Британийн зохион бүтээгчид	Kategori:Britiske oppfinnere
Ангилал:Оросын философичид	Kategori:Russiske filosofer
Ангилал:Францын философичид	Kategori:Franske filosofer
Ангилал:Генетикчид	Kategori:Genetikere
Ангилал:Туялзуур сэлэмчид	Kategori:Fektere
Ангилал:АНУ-ын физикчид	Kategori:Fysikere fra USA
Ангилал:Английн физикчид	Kategori:Engelske fysikere
Ангилал:Японы хөлбөмбөгчид	Kategori:Japanske fotballspillere
Ангилал:Туркийн хөлбөмбөгчид	Kategori:Tyrkiske fotballspillere
Ангилал:Парагвайн хөлбөмбөгчид	Kategori:Paraguayanske fotballspillere
Ангилал:Швейцарийн хөлбөмбөгчид	Kategori:Sveitsiske fotballspillere
Ангилал:Испанийн хөлбөмбөгчид	Kategori:Spanske fotballspillere
Ангилал:Унгарын хөлбөмбөгчид	Kategori:Ungarske fotballspillere
Ангилал:Чехийн хөлбөмбөгчид	Kategori:Tsjekkiske fotballspillere
Ангилал:Сербийн хөлбөмбөгчид	Kategori:Serbiske fotballspillere
Ангилал:Италийн хөлбөмбөгчид	Kategori:Italienske fotballspillere
Ангилал:Данийн хөлбөмбөгчид	Kategori:Danske fotballspillere
Ангилал:Уэльсийн хөлбөмбөгчид	Kategori:Walisiske fotballspillere
Ангилал:Ирландын хөлбөмбөгчид	Kategori:Irske fotballspillere
Ангилал:Колумбын хөлбөмбөгчид	Kategori:Colombianske fotballspillere
Ангилал:Хорватын хөлбөмбөгчид	Kategori:Kroatiske fotballspillere
Ангилал:Португалын хөлбөмбөгчид	Kategori:Portugisiske fotballspillere
Ангилал:2004 оны Зуны олимпийн наадмын хөлбөмбөгчид	Kategori:Fotballspillere under Sommer-OL 2004
Ангилал:2000 оны Зуны олимпийн наадмын хөлбөмбөгчид	Kategori:Fotballspillere under Sommer-OL 2000
Ангилал:Боксчид	Kategori:Boksere
Загвар:Cycling archives	Mal:Cyclingarchives
Ангилал:Кувейтын улс төрчид	Kategori:Kuwaitiske politikere
Ангилал:Кенийн боксчид	Kategori:Kenyanske boksere
Ангилал:Хүндийг өргөгчид	Kategori:Vektløftere
Ангилал:Их Британийн жүдочид	Kategori:Britiske judoka
Ангилал:Хятадын дуучин	Kategori:Kinesiske sangere
Ангилал:Норвегийн дуучид	Kategori:Norske sangere
Ангилал:Оросын дуучид	Kategori:Russiske sangere
Ангилал:Өмнөд Солонгосын дуучид	Kategori:Sørkoreanske sangere
Ангилал:Эрдэмтэд	Kategori:Forskere
Ангилал:АНУ-ын усанд сэлэгчид	Kategori:Svømmere fra USA
Ангилал:Усанд сэлэгчид	Kategori:Svømmere
Ангилал:Аялагч	Kategori:Oppdagere
Ангилал:Уран гулгагчид	Kategori:Kunstløpere
Ангилал:Беларусийн зохиолчид	Kategori:Hviterussiske forfattere
Ангилал:Алхимичид	Kategori:Alkymister
Ангилал:Германы авто уралдаанчид	Kategori:Tyske motorsportsutøvere
Ангилал:Тайландын өдөн бөмбөгчид	Kategori:Thailandske badmintonspillere
Ангилал:Японы жүжигчин	Kategori:Japanske skuespillere
Ангилал:Австралийн жүжигчин	Kategori:Australske skuespillere
Ангилал:Уэльсийн жүжигчид	Kategori:Walisiske skuespillere
Ангилал:Японы ерөнхий сайдууд	Kategori:Japans statsministre
Ангилал:Францын ерөнхий сайд нар	Kategori:Franske statsministere
Ангилал:Австралийн ерөнхий сайд нар	Kategori:Australske premierministre
Ангилал:Вьетнамын ерөнхий сайд нар	Kategori:Vietnamesiske statsministre
Ангилал:Бельгийн ерөнхий сайд нар	Kategori:Belgias statsministre
Ангилал:Христийн шашны урсгалууд	Kategori:Kristne samfunn
Ангилал:Нобелийн шагнал	Kategori:Nobelprisen
Ангилал:Хөлбөмбөг улсуудад	Kategori:Fotball etter område
Ангилал:Маршаллын арлуудын газарзүй	Kategori:Marshalløyenes geografi
Ангилал:Афганистаны газарзүй	Kategori:Afghanistans geografi
Ангилал:Этиопын газарзүй	Kategori:Etiopias geografi
Ангилал:Пакистаны газарзүй	Kategori:Pakistans geografi
Ангилал:Францын газарзүй	Kategori:Frankrikes geografi
Ангилал:Хойд Солонгос	Kategori:Nord-Korea
Ангилал:Гүрж	Kategori:Georgia
Ангилал:Камбож	Kategori:Kambodsja
Загвар:User als-2	Mal:Bruker als-2
Ангилал:Гайаны хүн	Kategori:Guyanere
Ангилал:Өмнөд Африкчууд	Kategori:Sørafrikanere
Ангилал:Барбадосын хүн	Kategori:Barbadere
Ангилал:Ботсваны хүн	Kategori:Botswanere
Ангилал:Бутаны хүн	Kategori:Bhutanere
Ангилал:Сербийн хүн	Kategori:Serbere
Ангилал:Сомаличууд	Kategori:Somaliere
Ангилал:Австралийн хүн	Kategori:Australiere
Ангилал:Замбийн хүн	Kategori:Zambiere
Ангилал:Хятадууд	Kategori:Kinesere
Ангилал:Зимбабвийн хүн	Kategori:Zimbabwere
Ангилал:Камеруны хүн	Kategori:Kamerunere
Ангилал:Португалчууд	Kategori:Portugisere
Ангилал:Түрэг	Kategori:Tyrkiske folk
Ангилал:Америкийн дуучид	Kategori:Sangere fra USA
Ангилал:Османы эзэнт гүрний султанууд	Kategori:Osmanske herskere
Ангилал:Унгарын хаад	Kategori:Ungarske monarker
Ангилал:Германы жүжгийн зохиолчид	Kategori:Tyske dramatikere
Ангилал:Германы сагсан бөмбөгчид	Kategori:Tyske basketballspillere
Ангилал:Аргентины сагсан бөмбөгчид	Kategori:Argentinske basketballspillere
Ангилал:Өмнөд Солонгосын волейболчид	Kategori:Sørkoreanske volleyballspillere
Ангилал:Хятадын өдөн бөмбөгчид	Kategori:Kinesiske badmintonspillere
Ангилал:Өмнөд Солонгосын жүжигчид	Kategori:Sørkoreanske skuespillere
Ангилал:Америкийн биологичид	Kategori:Biologer fra USA
Ангилал:Их Британийн биологичид	Kategori:Britiske biologer
Ангилал:Японы усанд сэлэгчид	Kategori:Japanske svømmere
Ангилал:Ганын тамирчид	Kategori:Ghanesiske sportsutøvere
Ангилал:Японы тэшүүрчид	Kategori:Japanske skøyteløpere
Ангилал:Германы яруу найрагчид	Kategori:Tyske lyrikere
Ангилал:Британийн яруу найрагчид	Kategori:Britiske lyrikere
Ангилал:Швейцарийн эрдэмтэд	Kategori:Sveitsiske forskere
Ангилал:Шведийн хөнгөн атлетикчид	Kategori:Svenske friidrettsutøvere
Ангилал:Чехийн хөнгөн атлетикчид	Kategori:Tsjekkiske friidrettsutøvere
Ангилал:Кубын хөнгөн атлетикчид	Kategori:Cubanske friidrettsutøvere
Ангилал:Францын хөнгөн атлетикчид	Kategori:Franske friidrettsutøvere
Ангилал:Өмнөд Африкийн зохиолчид	Kategori:Sørafrikanske forfattere
Ангилал:Азербайжаны зохиолчид	Kategori:Aserbajdsjanske forfattere
Ангилал:Гүржийн зохиолчид	Kategori:Georgiske forfattere
Ангилал:Персийн зохиолчид	Kategori:Persiskspråklige forfattere
Ангилал:Гайанагийн улс төрчид	Kategori:Guyanske politikere
Ангилал:Никарагуагийн улс төрчид	Kategori:Nicaraguanske politikere
Ангилал:Либерийн улс төрчид	Kategori:Liberiske politikere
Ангилал:Литвын улс төрчид	Kategori:Litauiske politikere
Ангилал:Вьетнамын улс төрчид	Kategori:Vietnamesiske politikere
Ангилал:Угандагийн улс төрчид	Kategori:Ugandiske politikere
Ангилал:Украйны улс төрчид	Kategori:Ukrainske politikere
Ангилал:Замбийн улс төрчид	Kategori:Zambiske politikere
Ангилал:Колумбын улс төрчид	Kategori:Colombianske politikere
Ангилал:Ганын хөлбөмбөгчид	Kategori:Ghanesiske fotballspillere
Ангилал:1933 онд өнгөрсөн	Kategori:Dødsfall i 1933
Ангилал:1961 онд нас барагсад	Kategori:Dødsfall i 1961
Ангилал:Вануату	Kategori:Vanuatu
Ангилал:Азербайжаны спорт	Kategori:Sport i Aserbajdsjan
Ангилал:Азербайжаны газар зүй	Kategori:Aserbajdsjans geografi
Ангилал:Иракийн газарзүй	Kategori:Iraks geografi
Ангилал:Хөлбөмбөг Японд	Kategori:Fotball i Japan
Ангилал:Солонгосын газарзүй	Kategori:Koreas geografi
Ангилал:Люксембургийн хүн	Kategori:Luxembourgere
Ангилал:Тажикийн хүн	Kategori:Tadsjikere
Ангилал:Ямайка	Kategori:Jamaica
Ангилал:Норвегийн жүжгийн зохиолчид	Kategori:Norske dramatikere
Ангилал:Францын жүжгийн зохиолчид	Kategori:Franske dramatikere
Ангилал:АНУ-ын волейболчид	Kategori:Volleyballspillere fra USA
Ангилал:Ганын хотууд	Kategori:Byer i Ghana
Ангилал:Английн математикчид	Kategori:Britiske matematikere
Ангилал:ЗХУ-ын тэшүүрчид	Kategori:Sovjetiske skøyteløpere
Ангилал:Сэтгүүлчид	Kategori:Journalister
Ангилал:Японы жүдочин	Kategori:Japanske judoka
Ангилал:Австралийн хөнгөн атлетикчид	Kategori:Australske friidrettsutøvere
Ангилал:Финландын авто уралдаанчид	Kategori:Finske motorsportsutøvere
Ангилал:Колумбын зохиолчид	Kategori:Colombianske forfattere
Ангилал:Шинэ Зеландын улс төрчид	Kategori:Newzealandske politikere
Ангилал:Монгол Улсын улс төрчид	Kategori:Mongolske politikere
Ангилал:Бразилын улс төрчид	Kategori:Brasilianske politikere
Ангилал:Сент-Киттс ба Невисийн улс төрчид	Kategori:Sanktkittiske politikere
Ангилал:Шведийн улс төрчид	Kategori:Svenske politikere
Ангилал:Аргентины улс төрчид	Kategori:Argentinske politikere
Ангилал:Эстоны улс төрчид	Kategori:Estiske politikere
Ангилал:Узбекийн улс төрч	Kategori:Usbekiske politikere
Ангилал:Индонезийн улс төрчид	Kategori:Indonesiske politikere
Ангилал:Чехийн улс төрчид	Kategori:Tsjekkiske politikere
Ангилал:Камбожийн улс төрч	Kategori:Kambodsjanske politikere
Ангилал:Грекийн хөлбөмбөгчид	Kategori:Greske fotballspillere
Ангилал:Өмнөд Африкийн хөлбөмбөгчид	Kategori:Sørafrikanske fotballspillere
Ангилал:Литвын хөлбөмбөгчид	Kategori:Litauiske fotballspillere
Ангилал:Македоны хөлбөмбөгчид	Kategori:Makedonske fotballspillere
Ангилал:Сенегалын хөлбөмбөгчин	Kategori:Senegalesiske fotballspillere
Ангилал:ЗХУ-ын хөлбөмбөгчид	Kategori:Sovjetiske fotballspillere
Ангилал:Исландын хөлбөмбөгчид	Kategori:Islandske fotballspillere
Ангилал:Израилийн хөлбөмбөгчид	Kategori:Israelske fotballspillere
Ангилал:Камеруны хөлбөмбөгчид	Kategori:Kamerunske fotballspillere
Ангилал:Норвегийн цаначид	Kategori:Norske langrennsløpere
Ангилал:Их Британийн уран гулгагчид	Kategori:Britiske kunstløpere
Ангилал:МЭӨ 323 онд нас барагсад	Kategori:Dødsfall i 323 f.Kr.
Ангилал:МЭӨ 479 онд нас барагсад	Kategori:Dødsfall i 479 f.Kr.
Ангилал:МЭӨ 551 онд төрөгсөд	Kategori:Fødsler i 551 f.Kr.
Ангилал:Катар	Kategori:Qatar
Ангилал:Кыргызстан	Kategori:Kirgisistan
Ангилал:Солонгос	Kategori:Korea
Ангилал:Кувейт	Kategori:Kuwait
Ангилал:Лаос	Kategori:Laos
Ангилал:Ливан	Kategori:Libanon
Ангилал:Мьянмар	Kategori:Myanmar
Ангилал:Балба	Kategori:Nepal
Ангилал:Оман	Kategori:Oman
Ангилал:Ховордоогүй зүйлүүд	Kategori:Livskraftige arter på IUCNs rødliste
Ангилал:Тажикистан	Kategori:Tadsjikistan
Ангилал:Мозамбикийн хүн	Kategori:Mosambikere
Ангилал:Венесуэлийн хүн	Kategori:Venezuelanere
Ангилал:Зүүн Тимор	Kategori:Øst-Timor
Ангилал:Исландын хүн	Kategori:Islendinger
Ангилал:Уэльсчүүд	Kategori:Walisere
Ангилал:Хойд Солонгосчууд	Kategori:Nordkoreanere
Ангилал:Туркменистан	Kategori:Turkmenistan
Ангилал:Чиличүүд	Kategori:Chilenere
Ангилал:Узбек орон	Kategori:Usbekistan
Ангилал:Эмч нар	Kategori:Leger
Ангилал:Арабын Нэгдсэн Эмирт Улс	Kategori:De forente arabiske emirater
Ангилал:Сербийн сагсан бөмбөгчид	Kategori:Serbiske basketballspillere
Ангилал:Канадын сагсан бөмбөгчид	Kategori:Canadiske basketballspillere
Ангилал:Германы биатлончид	Kategori:Tyske skiskyttere
Ангилал:Францын жүжигчид	Kategori:Franske skuespillere
Ангилал:Норвегийн цанын харайлтын тамирчид	Kategori:Norske skihoppere
Ангилал:Финландын тамирчид	Kategori:Finske sportsutøvere
Ангилал:Германы тэшүүрчид	Kategori:Tyske skøyteløpere
Ангилал:Ливийн хотууд	Kategori:Byer i Libya
Ангилал:Угандын хөнгөн атлетикчид	Kategori:Ugandiske friidrettsutøvere
Ангилал:Беларусийн улс төрчид	Kategori:Hviterussiske politikere
Ангилал:Австрийн улс төрч	Kategori:Østerrikske politikere
Ангилал:Британийн сэлүүрт завьчид	Kategori:Britiske roere
Ангилал:Мексикийн хөлбөмбөгчид	Kategori:Meksikanske fotballspillere
Ангилал:Эстоны хөлбөмбөгчид	Kategori:Estiske fotballspillere
Ангилал:Испанийн хүн	Kategori:Spanjoler
Ангилал:Колумбын хүн	Kategori:Colombianere
Ангилал:Их Британийн эрдэмтэд	Kategori:Britiske forskere
Ангилал:Норвегийн цанын хоёр төрөлтийн тамирчид	Kategori:Norske kombinertløpere
Ангилал:Хятадын усанд үсрэгчид	Kategori:Kinesiske stupere
Ангилал:Зөвлөлт Холбоот Улс	Kategori:Sovjetunionen
Ангилал:Эртний Ром	Kategori:Antikkens Roma
Ангилал:1986 оны хөлбөмбөгийн ДАШТ-д оролцсон багуудын бүрэлдэхүүний загварууд	Kategori:Lagmaler for fotball-VM 1986
Ангилал:Бразилын хөлбөмбөгийн үндэсний шигшээ багийн загварууд	Kategori:Brasilianske fotballandslagsmaler
Ангилал:Гвиней-Биссаугийн хүн	Kategori:Bissauguineanere
Ангилал:Геологийн загварууд	Kategori:Geologimaler
Ангилал:Японы уран гулгагч	Kategori:Japanske kunstløpere
Ангилал:Францын уран гулгагчид	Kategori:Franske kunstløpere
Ангилал:Америкийн тэмцэгч	Kategori:Aktivister fra USA
Ангилал:Зүүн Герман	Kategori:DDR
Ангилал:Сагсан бөмбөгийн загварууд	Kategori:Basketballmaler
Ангилал:2000 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	Kategori:EM i fotball 2000
Ангилал:Номын сан ба мэдээлэл зүй	Kategori:Bibliotekvesen
Ангилал:Агаар мандал	Kategori:Atmosfære
Загвар:User de-4	Mal:Bruker de-4
Ангилал:Хятадын компаниуд	Kategori:Kinesiske selskaper
Ангилал:Уэльс	Kategori:Wales
Ангилал:Америкийн компаниуд	Kategori:Selskaper fra USA
Ангилал:Өмнөд Солонгосын компаниуд	Kategori:Sørkoreanske selskaper
Ангилал:Африкийн нуурууд	Kategori:Innsjøer i Afrika
Ангилал:Кёнгийнхон	Kategori:Personer fra Gyeonggi
Ангилал:Кагошима аймгийн хүн	Kategori:Personer fra Kagoshima
Ангилал:Шизүока аймгийн хүн	Kategori:Personer fra Shizuoka
Ангилал:Чиба аймгийн хүн	Kategori:Personer fra Chiba
Ангилал:Фүкүока аймгийн хүн	Kategori:Personer fra Fukuoka
Ангилал:Ямагүчи аймгийн хүн	Kategori:Personer fra Yamaguchi
Ангилал:Ибараки аймгийн хүн	Kategori:Personer fra prefekturet Ibaraki
Ангилал:Ойта аймгийн хүн	Kategori:Personer fra Oita
Ангилал:Бага гаригууд	Kategori:Småplaneter
Ангилал:Нагояд төрсөн хүн	Kategori:Personer fra Nagoya
Ангилал:Чехословак	Kategori:Tsjekkoslovakia
Ангилал:Хирошимад төрсөн хүн	Kategori:Personer fra Hiroshima
Ангилал:Киотод төрсөн хүн	Kategori:Personer fra Kyoto
Ангилал:Базель багийн тоглогчид	Kategori:Fotballspillere for FC Basel
Ангилал:Реал Сосьедад багийн тоглогчид	Kategori:Fotballspillere for Real Sociedad
Ангилал:Сампдориа багийн тоглогчид	Kategori:Fotballspillere for UC Sampdoria
Ангилал:Сток Сити багийн тоглогчид	Kategori:Fotballspillere for Stoke City FC
Ангилал:Штутгарт багийн тоглогчид	Kategori:Fotballspillere for VfB Stuttgart 1893
Ангилал:Хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-EM
Ангилал:1988 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-EM 1988
Ангилал:1996 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-EM 1996
Ангилал:2000 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-EM 2000
Ангилал:2004 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-EM 2004
Ангилал:Хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM
Ангилал:1986 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 1986
Ангилал:1990 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 1990
Ангилал:1994 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 1994
Ангилал:1998 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 1998
Ангилал:2002 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 2002
Ангилал:2006 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 2006
Ангилал:2010 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Kategori:Spillere i Fotball-VM 2010
Ангилал:Бразилын олимпийн хүрэл медальтнууд	Kategori:Olympiske bronsemedaljevinnere for Brasil
Ангилал:Эвиан багийн тоглогчид	Kategori:Fotballspillere for Evian Thonon Gaillard FC
Ангилал:Куинз Парк Рейнжерс багийн тоглогчид	Kategori:Fotballspillere for Queens Park Rangers FC
Ангилал:Библи дэх түүхэн хүмүүс	Kategori:Bibelske personer
Ангилал:Туркийн ерөнхийлөгчид	Kategori:Tyrkiske presidenter
Ангилал:Кубын Ерөнхийлөгчид	Kategori:Cubanske presidenter
Ангилал:Финландын ерөнхийлөгчид	Kategori:Finske presidenter
Ангилал:Францын Ерөнхийлөгчид	Kategori:Franske presidenter
Ангилал:АНУ-ын ерөнхийлөгчид	Kategori:USAs presidenter
Ангилал:Европын түүх	Kategori:Europas historie
Ангилал:Азийн түүх	Kategori:Asias historie
Ангилал:Нейрологи	Kategori:Nevrologi
Ангилал:Кирибати	Kategori:Kiribati
Ангилал:Йордан	Kategori:Jordan
Ангилал:Самоа	Kategori:Samoa
Ангилал:Коста-Рика	Kategori:Costa Rica
Ангилал:Тринидад ба Тобаго	Kategori:Trinidad og Tobago
Ангилал:Суринам	Kategori:Surinam
Ангилал:Никарагуа	Kategori:Nicaragua
Ангилал:Босни ба Херцеговина	Kategori:Bosnia-Hercegovina
Ангилал:Норвеги	Kategori:Norge
Ангилал:Барбадос	Kategori:Barbados
Ангилал:Парагвай	Kategori:Paraguay
Ангилал:Баруун Сахар	Kategori:Vest-Sahara
Ангилал:Маршаллын арлууд	Kategori:Marshalløyene
Ангилал:Лихтенштейн	Kategori:Liechtenstein
Ангилал:Соломоны арлууд	Kategori:Salomonøyene
Ангилал:Гондурас	Kategori:Honduras
Ангилал:Уругвай	Kategori:Uruguay
Ангилал:Андорра	Kategori:Andorra
Ангилал:Серби	Kategori:Serbia
Ангилал:Белиз	Kategori:Belize
Ангилал:Гайти	Kategori:Haiti
Ангилал:Эквадор	Kategori:Ecuador
Ангилал:Йемен	Kategori:Jemen
Ангилал:Перу	Kategori:Peru
Ангилал:Тажик улсын хот	Kategori:Byer i Tadsjikistan
Ангилал:Боливи	Kategori:Bolivia
Ангилал:Албани	Kategori:Albania
Ангилал:Далайн орнууд	Kategori:Land i Oseania
Ангилал:Монако	Kategori:Monaco
