ఆఫ్రికా	Afrika
వర్గం:1927 మరణాలు	Kategori:Dødsfall i 1927
వర్గం:1932 మరణాలు	Kategori:Dødsfall i 1932
వర్గం:1935 మరణాలు	Kategori:Dødsfall i 1935
వర్గం:1936 మరణాలు	Kategori:Dødsfall i 1936
వర్గం:1939 మరణాలు	Kategori:Dødsfall i 1939
వర్గం:1940 మరణాలు	Kategori:Dødsfall i 1940
వర్గం:1941 మరణాలు	Kategori:Dødsfall i 1941
వర్గం:1944 మరణాలు	Kategori:Dødsfall i 1944
వర్గం:1948 మరణాలు	Kategori:Dødsfall i 1948
వర్గం:1951 మరణాలు	Kategori:Dødsfall i 1951
వర్గం:1952 మరణాలు	Kategori:Dødsfall i 1952
వర్గం:1953 మరణాలు	Kategori:Dødsfall i 1953
వర్గం:1954 మరణాలు	Kategori:Dødsfall i 1954
వర్గం:1955 మరణాలు	Kategori:Dødsfall i 1955
వర్గం:1956 మరణాలు	Kategori:Dødsfall i 1956
వర్గం:1957 మరణాలు	Kategori:Dødsfall i 1957
వర్గం:1958 మరణాలు	Kategori:Dødsfall i 1958
వర్గం:1961	Kategori:1961
వర్గం:1964	Kategori:1964
వర్గం:1964 మరణాలు	Kategori:Dødsfall i 1964
వర్గం:1965	Kategori:1965
వర్గం:1965 మరణాలు	Kategori:Dødsfall i 1965
వర్గం:1966	Kategori:1966
వర్గం:1967	Kategori:1967
వర్గం:1967 మరణాలు	Kategori:Dødsfall i 1967
వర్గం:1968 మరణాలు	Kategori:Dødsfall i 1968
వర్గం:1969	Kategori:1969
వర్గం:1970	Kategori:1970
వర్గం:1970 మరణాలు	Kategori:Dødsfall i 1970
వర్గం:1971 మరణాలు	Kategori:Dødsfall i 1971
వర్గం:1972	Kategori:1972
వర్గం:1972 మరణాలు	Kategori:Dødsfall i 1972
వర్గం:1973	Kategori:1973
వర్గం:1973 మరణాలు	Kategori:Dødsfall i 1973
వర్గం:1974	Kategori:1974
వర్గం:1975	Kategori:1975
వర్గం:1976	Kategori:1976
వర్గం:1977 మరణాలు	Kategori:Dødsfall i 1977
వర్గం:1978	Kategori:1978
వర్గం:1979	Kategori:1979
వర్గం:1980	Kategori:1980
వర్గం:1981	Kategori:1981
వర్గం:1982	Kategori:1982
వర్గం:1982 మరణాలు	Kategori:Dødsfall i 1982
వర్గం:1983	Kategori:1983
వర్గం:1983 మరణాలు	Kategori:Dødsfall i 1983
వర్గం:1984	Kategori:1984
వర్గం:1984 మరణాలు	Kategori:Dødsfall i 1984
వర్గం:1985	Kategori:1985
వర్గం:1985 మరణాలు	Kategori:Dødsfall i 1985
వర్గం:1986	Kategori:1986
వర్గం:1987	Kategori:1987
వర్గం:1987 మరణాలు	Kategori:Dødsfall i 1987
వర్గం:1988	Kategori:1988
వర్గం:1989	Kategori:1989
వర్గం:1989 మరణాలు	Kategori:Dødsfall i 1989
వర్గం:1990	Kategori:1990
వర్గం:1990 మరణాలు	Kategori:Dødsfall i 1990
వర్గం:1991	Kategori:1991
వర్గం:1992	Kategori:1992
వర్గం:1993	Kategori:1993
వర్గం:1994	Kategori:1994
వర్గం:1995	Kategori:1995
వర్గం:1995 మరణాలు	Kategori:Dødsfall i 1995
వర్గం:1996	Kategori:1996
వర్గం:1996 మరణాలు	Kategori:Dødsfall i 1996
వర్గం:1997	Kategori:1997
వర్గం:1997 మరణాలు	Kategori:Dødsfall i 1997
వర్గం:1999	Kategori:1999
వర్గం:2000	Kategori:2000
వర్గం:2000 మరణాలు	Kategori:Dødsfall i 2000
వర్గం:2001	Kategori:2001
వర్గం:2001 మరణాలు	Kategori:Dødsfall i 2001
వర్గం:2002	Kategori:2002
వర్గం:2002 మరణాలు	Kategori:Dødsfall i 2002
వర్గం:2003 మరణాలు	Kategori:Dødsfall i 2003
వర్గం:2004	Kategori:2004
వర్గం:2004 మరణాలు	Kategori:Dødsfall i 2004
వర్గం:2005	Kategori:2005
వర్గం:2006	Kategori:2006
వర్గం:2006 మరణాలు	Kategori:Dødsfall i 2006
వర్గం:2007	Kategori:2007
వర్గం:2008	Kategori:2008
వర్గం:2009	Kategori:2009
వర్గం:2010	Kategori:2010
వర్గం:2011	Kategori:2011
వర్గం:ద్వీప దేశాలు	Kategori:Øystater
వర్గం:కరెన్సీ	Kategori:Valuta
వర్గం:నదులు	Kategori:Elver
వర్గం:1967 తెలుగు సినిమాలు	Kategori:Filmer fra 1967
మూస:User ru-1	Mal:Bruker ru-1
వర్గం:భారతదేశ నదులు	Kategori:Elver i India
వర్గం:భారతదేశ రవాణా వ్యవస్థ	Kategori:Transport i India
వర్గం:భారత అర్చెరీ క్రీడాకారులు	Kategori:Indiske bueskyttere
వర్గం:భారతీయులు	Kategori:Indere
వర్గం:గూగుల్ సేవలు	Kategori:Google-tjenester
వర్గం:User no-2	Kategori:Bruker no-2
వర్గం:User no	Kategori:Bruker no
వర్గం:భారతీయ రాజులు	Kategori:Indiske monarker
వర్గం:వాయు నియమాలు	Kategori:Gasslover
వర్గం:భూటాన్	Kategori:Bhutan
వర్గం:ఉగ్రవాదం	Kategori:Terrorisme
వర్గం:భారతీయ గణిత శాస్త్రవేత్తలు	Kategori:Indiske matematikere
వర్గం:ఆవిష్కరణలు	Kategori:Oppfinnelser
వర్గం:పరుగు	Kategori:Løping
మూస:Tnavbar-header	Mal:Tnavbar-header
వర్గం:1806 స్థాపితాలు	Kategori:Etableringer i 1806
వర్గం:1904 స్థాపితాలు	Kategori:Etableringer i 1904
వర్గం:1908 స్థాపితాలు	Kategori:Etableringer i 1908
వర్గం:1905 స్థాపితాలు	Kategori:Etableringer i 1905
వర్గం:1907 స్థాపితాలు	Kategori:Etableringer i 1907
వర్గం:1906 స్థాపితాలు	Kategori:Etableringer i 1906
వర్గం:1912 స్థాపితాలు	Kategori:Etableringer i 1912
వర్గం:1914 స్థాపితాలు	Kategori:Etableringer i 1914
వర్గం:1918 స్థాపితాలు	Kategori:Etableringer i 1918
వర్గం:1916 స్థాపితాలు	Kategori:Etableringer i 1916
వర్గం:1919 స్థాపితాలు	Kategori:Etableringer i 1919
వర్గం:1917 స్థాపితాలు	Kategori:Etableringer i 1917
వర్గం:1924 స్థాపితాలు	Kategori:Etableringer i 1924
వర్గం:1932 స్థాపితాలు	Kategori:Etableringer i 1932
వర్గం:1925 స్థాపితాలు	Kategori:Etableringer i 1925
వర్గం:1929 స్థాపితాలు	Kategori:Etableringer i 1929
వర్గం:1940 స్థాపితాలు	Kategori:Etableringer i 1940
వర్గం:1941 స్థాపితాలు	Kategori:Etableringer i 1941
వర్గం:1943 స్థాపితాలు	Kategori:Etableringer i 1943
వర్గం:1935 స్థాపితాలు	Kategori:Etableringer i 1935
వర్గం:1942 స్థాపనలు	Kategori:Etableringer i 1942
వర్గం:1938 స్థాపితాలు	Kategori:Etableringer i 1938
వర్గం:1951 స్థాపితాలు	Kategori:Etableringer i 1951
వర్గం:1953 స్థాపితాలు	Kategori:Etableringer i 1953
వర్గం:1954 స్థాపితాలు	Kategori:Etableringer i 1954
వర్గం:1949 స్థాపితాలు	Kategori:Etableringer i 1949
వర్గం:1952 స్థాపితాలు	Kategori:Etableringer i 1952
వర్గం:1948 స్థాపితాలు	Kategori:Etableringer i 1948
వర్గం:1945 స్థాపితాలు	Kategori:Etableringer i 1945
వర్గం:1959 స్థాపితాలు	Kategori:Etableringer i 1959
వర్గం:1962 స్థాపితాలు	Kategori:Etableringer i 1962
వర్గం:1958 స్థాపితాలు	Kategori:Etableringer i 1958
వర్గం:1955 స్థాపనలు	Kategori:Etableringer i 1955
వర్గం:1956 స్థాపితాలు	Kategori:Etableringer i 1956
వర్గం:1964 స్థాపితాలు	Kategori:Etableringer i 1964
వర్గం:1974 స్థాపితాలు	Kategori:Etableringer i 1974
వర్గం:1971 స్థాపితాలు	Kategori:Etableringer i 1971
వర్గం:1970 స్థాపితాలు	Kategori:Etableringer i 1970
వర్గం:1973 స్థాపితాలు	Kategori:Etableringer i 1973
వర్గం:1975 స్థాపనలు	Kategori:Etableringer i 1975
వర్గం:1982 స్థాపితాలు	Kategori:Etableringer i 1982
వర్గం:1984 స్థాపనలు	Kategori:Etableringer i 1984
వర్గం:1979 స్థాపితాలు	Kategori:Etableringer i 1979
వర్గం:1980 స్థాపితాలు	Kategori:Etableringer i 1980
వర్గం:1985 స్థాపితాలు	Kategori:Etableringer i 1985
వర్గం:1989 స్థాపితాలు	Kategori:Etableringer i 1989
వర్గం:1997 స్థాపనలు	Kategori:Etableringer i 1997
వర్గం:2004 స్థాపితాలు	Kategori:Etableringer i 2004
వర్గం:1999 స్థాపితాలు	Kategori:Etableringer i 1999
వర్గం:2000 స్థాపితాలు	Kategori:Etableringer i 2000
వర్గం:1996 స్థాపితాలు	Kategori:Etableringer i 1996
వర్గం:1998 స్థాపితాలు	Kategori:Etableringer i 1998
వర్గం:2008 స్థాపితాలు	Kategori:Etableringer i 2008
వర్గం:వార్తలు	Kategori:Nyheter
వర్గం:వరి	Kategori:Ris
వర్గం:1945 మరణాలు	Kategori:Dødsfall i 1945
వర్గం:క్రీ.పూ. 44 మరణాలు	Kategori:Dødsfall i 44 f.Kr.
వర్గం:1963 మరణాలు	Kategori:Dødsfall i 1963
వర్గం:1320లు	Kategori:Hendelser i 1320-årene
వర్గం:1370లు	Kategori:Hendelser i 1370-årene
వర్గం:1833	Kategori:1833
వర్గం:1390లు	Kategori:Hendelser i 1390-årene
వర్గం:1550లు	Kategori:Hendelser i 1550-årene
వర్గం:1832	Kategori:1832
వర్గం:1660లు	Kategori:Hendelser i 1660-årene
వర్గం:1930 మరణాలు	Kategori:Dødsfall i 1930
వర్గం:1740లు	Kategori:Hendelser i 1740-årene
వర్గం:1840లు	Kategori:Hendelser i 1840-årene
వర్గం:1822	Kategori:1822
వర్గం:690లు	Kategori:Hendelser i 690-årene
వర్గం:14 వ శతాబ్దం	Kategori:1300-tallet
వర్గం:13 వ శతాబ్దం	Kategori:1200-tallet
వర్గం:16 వ శతాబ్దం	Kategori:1500-tallet
వర్గం:12 వ శతాబ్దం	Kategori:1100-tallet
వర్గం:18 వ శతాబ్దం	Kategori:1700-tallet
వర్గం:6 వ శతాబ్దం	Kategori:500-tallet
వర్గం:8 వ శతాబ్దం	Kategori:700-tallet
వర్గం:మరణం	Kategori:Døden
వర్గం:వైద్యశాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Kategori:Nobelprisvinnere (fysiologi eller medisin)
వర్గం:ఒలింపిక క్రీడలు	Kategori:Olympiske sportsgrener
వర్గం:మోటారు సైకిళ్లు	Kategori:Motorsykler
వర్గం:భారత అథ్లెటిక్ క్రీడాకారులు	Kategori:Indiske friidrettsutøvere
వర్గం:1829	Kategori:1829
వర్గం:1988 మరణాలు	Kategori:Dødsfall i 1988
వర్గం:భారత రాజకీయ నాయకులు	Kategori:Indiske politikere
మూస:Gallery	Mal:Bildegalleri
వర్గం:సైపరేసి	Kategori:Halvgrasfamilien
వర్గం:జలసంధులు	Kategori:Sund
వర్గం:1823 మరణాలు	Kategori:Dødsfall i 1823
వర్గం:గ్రహశకలాలు	Kategori:Asteroider
వర్గం:త్రికోణమితి	Kategori:Trigonometri
వర్గం:1708	Kategori:1708
వర్గం:1736	Kategori:1736
వర్గం:1789	Kategori:1789
వర్గం:1796	Kategori:1796
వర్గం:విమానాశ్రయాలు	Kategori:Flyplasser
వర్గం:1821	Kategori:1821
వర్గం:1825	Kategori:1825
వర్గం:1828	Kategori:1828
వర్గం:1837	Kategori:1837
వర్గం:1838 జననాలు	Kategori:Fødsler i 1838
వర్గం:1841	Kategori:1841
వర్గం:1850	Kategori:1850
వర్గం:1867	Kategori:1867
వర్గం:1873	Kategori:1873
వర్గం:1878	Kategori:1878
వర్గం:1896	Kategori:1896
వర్గం:1924 మరణాలు	Kategori:Dødsfall i 1924
వర్గం:1960 మరణాలు	Kategori:Dødsfall i 1960
వర్గం:1963	Kategori:1963
వర్గం:1981 మరణాలు	Kategori:Dødsfall i 1981
వర్గం:1999 మరణాలు	Kategori:Dødsfall i 1999
వర్గం:2012	Kategori:2012
వర్గం:మూలకాలు	Kategori:Grunnstoffer
వర్గం:క్రీ.పూ. 100 జననాలు	Kategori:Fødsler i 100 f.Kr.
వర్గం:భారతీయ గాయకులు	Kategori:Indiske sangere
వర్గం:భారత చదరంగ క్రీడాకారులు	Kategori:Indiske sjakkspillere
వర్గం:చదరంగం క్రీడాకారులు	Kategori:Sjakkspillere
వర్గం:క్రీ.పూ. 290 మరణాలు	Kategori:Dødsfall i 290 f.Kr.
వర్గం:నోబెల్ బహుమతి	Kategori:Nobelprisen
వర్గం:15 వ శతాబ్దం	Kategori:1400-tallet
వర్గం:1727	Kategori:1727
వర్గం:1744	Kategori:1744
వర్గం:1808	Kategori:1808
వర్గం:1824	Kategori:1824
వర్గం:1826	Kategori:1826
వర్గం:1831	Kategori:1831
వర్గం:1835 మరణాలు	Kategori:Dødsfall i 1835
వర్గం:1929 మరణాలు	Kategori:Dødsfall i 1929
వర్గం:1933 మరణాలు	Kategori:Dødsfall i 1933
వర్గం:1961 మరణాలు	Kategori:Dødsfall i 1961
వర్గం:1968	Kategori:1968
వర్గం:పడవలు	Kategori:Båter
వర్గం:జర్నలిజం	Kategori:Journalistikk
వర్గం:1817	Kategori:1817
వర్గం:1898	Kategori:1898
వర్గం:1998	Kategori:1998
వర్గం:క్రీ.పూ. 370 మరణాలు	Kategori:Dødsfall i 370 f.Kr.
వర్గం:నేపాల్	Kategori:Nepal
వర్గం:రూబియేసి	Kategori:Maurefamilien
వర్గం:శ్రీలంక	Kategori:Sri Lanka
వర్గం:తజికిస్తాన్	Kategori:Tadsjikistan
వర్గం:1795 మరణాలు	Kategori:Dødsfall i 1795
వర్గం:1855	Kategori:1855
వర్గం:2003	Kategori:2003
వర్గం:క్రీ.పూ. 350 జననాలు	Kategori:Fødsler i 350 f.Kr.
వర్గం:9 వ శతాబ్దం	Kategori:800-tallet
వర్గం:మొఘల్ సామ్రాజ్యం	Kategori:Mogulriket
వర్గం:సోవియట్ యూనియన్	Kategori:Sovjetunionen
వర్గం:1971	Kategori:1971
వర్గం:కర్ణాటక ప్రజలు	Kategori:Personer fra Karnataka
వర్గం:గుజరాత్ ప్రముఖులు	Kategori:Personer fra Gujarat
వర్గం:ఆంధ్ర ప్రదేశ్ వ్యక్తులు	Kategori:Personer fra Andhra Pradesh
వర్గం:పశ్చిమ బెంగాల్ వ్యక్తులు	Kategori:Personer fra Vest-Bengal
వర్గం:హైదరాబాదు జిల్లా ప్రముఖులు	Kategori:Personer fra Hyderabad i India
వర్గం:జననాలు	Kategori:Fødsler etter årstall
వర్గం:అమెరికా సంయుక్త రాష్ట్రాల అధ్యక్షులు	Kategori:USAs presidenter
వర్గం:ఐరోపా చరిత్ర	Kategori:Europas historie
వర్గం:ఉత్తర అమెరికా దేశాలు	Kategori:Land i Nord-Amerika
వర్గం:చేపలు	Kategori:Fisk
వర్గం:1950 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 1950
వర్గం:1999 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 1999
వర్గం:1991 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 1991
వర్గం:2003 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 2003
వర్గం:2010 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 2010
వర్గం:పండ్లు	Kategori:Frukt
వర్గం:రాజకీయ పార్టీలు	Kategori:Politiske partier
వర్గం:వృక్ష జాతులు	Kategori:Flora (botanikk)
వర్గం:1946 తెలుగు సినిమాలు	Kategori:Filmer fra 1946
వర్గం:1966 తెలుగు సినిమాలు	Kategori:Filmer fra 1966
వర్గం:1953 తెలుగు సినిమాలు	Kategori:Filmer fra 1953
వర్గం:1954 తెలుగు సినిమాలు	Kategori:Filmer fra 1954
వర్గం:1960 తెలుగు సినిమాలు	Kategori:Filmer fra 1960
వర్గం:1964 తెలుగు సినిమాలు	Kategori:Filmer fra 1964
వర్గం:1963 తెలుగు సినిమాలు	Kategori:Filmer fra 1963
వర్గం:1962 తెలుగు సినిమాలు	Kategori:Filmer fra 1962
వర్గం:1965 తెలుగు సినిమాలు	Kategori:Filmer fra 1965
వర్గం:1957 తెలుగు సినిమాలు	Kategori:Filmer fra 1957
వర్గం:1974 తెలుగు సినిమాలు	Kategori:Filmer fra 1974
వర్గం:1973 తెలుగు సినిమాలు	Kategori:Filmer fra 1973
వర్గం:1976 తెలుగు సినిమాలు	Kategori:Filmer fra 1976
వర్గం:1971 తెలుగు సినిమాలు	Kategori:Filmer fra 1971
వర్గం:1968 తెలుగు సినిమాలు	Kategori:Filmer fra 1968
వర్గం:1980 తెలుగు సినిమాలు	Kategori:Filmer fra 1980
వర్గం:2003 తెలుగు సినిమాలు	Kategori:Filmer fra 2003
వర్గం:1991 తెలుగు సినిమాలు	Kategori:Filmer fra 1991
వర్గం:1999 తెలుగు సినిమాలు	Kategori:Filmer fra 1999
వర్గం:1996 తెలుగు సినిమాలు	Kategori:Filmer fra 1996
వర్గం:1994 తెలుగు సినిమాలు	Kategori:Filmer fra 1994
వర్గం:1989 తెలుగు సినిమాలు	Kategori:Filmer fra 1989
వర్గం:1997 తెలుగు సినిమాలు	Kategori:Filmer fra 1997
వర్గం:2002 తెలుగు సినిమాలు	Kategori:Filmer fra 2002
వర్గం:2004 తెలుగు సినిమాలు	Kategori:Filmer fra 2004
వర్గం:1995 తెలుగు సినిమాలు	Kategori:Filmer fra 1995
వర్గం:2005 తెలుగు సినిమాలు	Kategori:Filmer fra 2005
వర్గం:2007 తెలుగు సినిమాలు	Kategori:Filmer fra 2007
వర్గం:2008 తెలుగు సినిమాలు	Kategori:Filmer fra 2008
వర్గం:2010 తెలుగు సినిమాలు	Kategori:Filmer fra 2010
వర్గం:2011 తెలుగు సినిమాలు	Kategori:Filmer fra 2011
వర్గం:2009 తెలుగు సినిమాలు	Kategori:Filmer fra 2009
వర్గం:భూటాన్ భాషలు	Kategori:Språk i Bhutan
వర్గం:భారతీయ భాషలు	Kategori:Språk i India
వర్గం:భారతదేశంలోని పర్వతాలు	Kategori:Fjell i India
వర్గం:మొలస్కా	Kategori:Bløtdyr
వర్గం:ఆపరేటింగ్ సిస్టమ్స్	Kategori:Operativsystemer
వర్గం:గోవా	Kategori:Goa
వర్గం:కర్ణాటక	Kategori:Karnataka
వర్గం:గుజరాత్	Kategori:Gujarat
వర్గం:జార్ఖండ్	Kategori:Jharkhand
వర్గం:తమిళనాడు	Kategori:Tamil Nadu
వర్గం:పంజాబ్	Kategori:Punjab (India)
వర్గం:మధ్య ప్రదేశ్	Kategori:Madhya Pradesh
వర్గం:రాజస్థాన్	Kategori:Rajasthan
వర్గం:హర్యానా	Kategori:Haryana
వర్గం:ఉత్తర ప్రదేశ్	Kategori:Uttar Pradesh
వర్గం:పశ్చిమ బెంగాల్	Kategori:Vest-Bengal
వర్గం:ఒరిస్సా	Kategori:Orissa
వర్గం:సినిమా పురస్కారాలు	Kategori:Filmpriser
వర్గం:రుతువులు	Kategori:Årstid
వర్గం:కుకుర్బిటేసి	Kategori:Gresskarfamilien
వర్గం:నిర్మాణ సామాగ్రి	Kategori:Bygningsmaterialer
వర్గం:జైనమతము	Kategori:Jainisme
వర్గం:అంతరిక్ష కేంద్రాలు	Kategori:Romstasjoner
వర్గం:పుష్పించే మొక్కలు	Kategori:Urter
వర్గం:వాయుగతిశాస్త్రం	Kategori:Aerodynamikk
వర్గం:ఆయుధాలు	Kategori:Våpen
వర్గం:ఆంటిగ్వా మరియు బార్బుడా	Kategori:Antigua og Barbuda
వర్గం:భారతీయ చలన చిత్ర నిర్మాతలు	Kategori:Indiske filmprodusenter
వర్గం:కాలక్రమము	Kategori:Kronologi
వర్గం:వనరులు	Kategori:Ressurser
వర్గం:1571 జననాలు	Kategori:Fødsler i 1571
వర్గం:శామ్‌సంగ్ మొబైల్ ఫోన్లు	Kategori:Mobiltelefoner fra Samsung
వర్గం:భారతదేశంలో ఆనకట్టలు	Kategori:Demninger i India
వర్గం:మొబైల్ ఆటలు	Kategori:Mobil-spill
వర్గం:పేకాటలు	Kategori:Kortspill
వర్గం:విరామ చిహ్నాలు	Kategori:Tegn
వర్గం:చెన్నై	Kategori:Chennai
వర్గం:పండుగలు	Kategori:Festivaler
వర్గం:మృదుఫలాలు	Kategori:Bær
వర్గం:సూక్ష్మ అర్థ శాస్త్రము	Kategori:Mikroøkonomi
వర్గం:ఎయిడ్స్	Kategori:Hiv/aids
వర్గం:ఆసియా క్రీడలు	Kategori:Asialekene
వర్గం:వాయువులు	Kategori:Gasser
వర్గం:అనెలిడా	Kategori:Leddormer
వర్గం:నిడేరియా	Kategori:Nesledyr
వర్గం:User pl	Kategori:Bruker pl
వర్గం:రవాణా	Kategori:Transport
వర్గం:పెళ్లి	Kategori:Brylluper
వర్గం:1901 స్థాపితాలు	Kategori:Etableringer i 1901
వర్గం:1927 స్థాపితాలు	Kategori:Etableringer i 1927
వర్గం:1920 స్థాపితాలు	Kategori:Etableringer i 1920
వర్గం:1923 స్థాపితాలు	Kategori:Etableringer i 1923
వర్గం:1966 స్థాపితాలు	Kategori:Etableringer i 1966
వర్గం:1965 స్థాపితాలు	Kategori:Etableringer i 1965
వర్గం:1957 స్థాపితాలు	Kategori:Etableringer i 1957
వర్గం:1968 స్థాపితాలు	Kategori:Etableringer i 1968
వర్గం:యోగా	Kategori:Yoga
వర్గం:2011 స్థాపితాలు	Kategori:Etableringer i 2011
వర్గం:2007 స్థాపితాలు	Kategori:Etableringer i 2007
వర్గం:2006 స్థాపితాలు	Kategori:Etableringer i 2006
వర్గం:1000లు	Kategori:Hendelser i 1000-årene
వర్గం:1590లు	Kategori:Hendelser i 1590-årene
వర్గం:1620లు	Kategori:Hendelser i 1620-årene
వర్గం:1600లు	Kategori:Hendelser i 1600-årene
వర్గం:1690లు	Kategori:Hendelser i 1690-årene
వర్గం:980లు	Kategori:Hendelser i 980-årene
వర్గం:రేడియో ఖగోళశాస్త్రం	Kategori:Radioastronomi
వర్గం:ఉత్తర అమెరికా	Kategori:Nord-Amerika
వర్గం:ఎడారులు	Kategori:Ørkener
వర్గం:1990 తెలుగు సినిమాలు	Kategori:Filmer fra 1990
వర్గం:సరస్సులు	Kategori:Innsjøer
వర్గం:జెండాలు	Kategori:Flagg
మూస:సమాచారపెట్టె భాష	Mal:Infoboks språk
వర్గం:ఓషియానియా	Kategori:Oseania
పాయిజన్ ఐవీ	Giftsumak
వర్గం:నార మొక్కలు	Kategori:Fibervekster
వర్గం:ఆంధ్ర ప్రదేశ్ నగరాలు మరియు పట్టణాలు	Kategori:Byer i Andhra Pradesh
వర్గం:1976 స్థాపితాలు	Kategori:Etableringer i 1976
వర్గం:1830లు	Kategori:Hendelser i 1830-årene
వర్గం:క్రీడాకారులు	Kategori:Sportsutøvere
వర్గం:జలపాతాలు	Kategori:Fosser
వర్గం:మహారాష్ట్ర ప్రముఖులు	Kategori:Personer fra Maharashtra
వర్గం:2004 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 2004
వర్గం:2000 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 2000
వర్గం:2009 ఉపోద్ఘాతములు	Kategori:Introduksjoner i 2009
వర్గం:భారతీయ చలన చిత్ర దర్శకులు	Kategori:Indiske regissører
వర్గం:GFDL బొమ్మలు	Kategori:GFDL
వర్గం:1958 తెలుగు సినిమాలు	Kategori:Filmer fra 1958
వర్గం:1975 తెలుగు సినిమాలు	Kategori:Filmer fra 1975
వర్గం:1943 తెలుగు సినిమాలు	Kategori:Filmer fra 1943
వర్గం:1978 తెలుగు సినిమాలు	Kategori:Filmer fra 1978
వర్గం:1988 తెలుగు సినిమాలు	Kategori:Filmer fra 1988
వర్గం:1972 తెలుగు సినిమాలు	Kategori:Filmer fra 1972
వర్గం:1998 తెలుగు సినిమాలు	Kategori:Filmer fra 1998
వర్గం:2006 తెలుగు సినిమాలు	Kategori:Filmer fra 2006
వర్గం:1992 తెలుగు సినిమాలు	Kategori:Filmer fra 1992
వర్గం:2000 తెలుగు సినిమాలు	Kategori:Filmer fra 2000
వర్గం:నాగాలాండ్	Kategori:Nagaland
వర్గం:జమ్మూ కాశ్మీరు	Kategori:Jammu og Kashmir
వర్గం:మహారాష్ట్ర	Kategori:Maharashtra
వర్గం:అరుణాచల్ ప్రదేశ్	Kategori:Arunachal Pradesh
వర్గం:హిమాచల్ ప్రదేశ్	Kategori:Himachal Pradesh
వర్గం:ఆంధ్ర ప్రదేశ్	Kategori:Andhra Pradesh
వర్గం:అసోం	Kategori:Assam
కారెట్	Gulrot
వర్గం:అరేసి	Kategori:Myrkonglefamilien
ది ప్రాడిజీ	The Prodigy
వర్గం:భారతదేశ దీవులు	Kategori:Indiske øyer
వర్గం:ప్లాటీహెల్మింథిస్	Kategori:Flatormer
వర్గం:2006 పుస్తకాలు	Kategori:Bøker fra 2006
వర్గం:2000 పుస్తకాలు	Kategori:Bøker fra 2000
వర్గం:1994 పుస్తకాలు	Kategori:Bøker fra 1994
వర్గం:1982 పుస్తకాలు	Kategori:Bøker fra 1982
వర్గం:1981 పుస్తకాలు	Kategori:Bøker fra 1981
వర్గం:1973 పుస్తకాలు	Kategori:Bøker fra 1973
వర్గం:1965 పుస్తకాలు	Kategori:Bøker fra 1965
వర్గం:1957 పుస్తకాలు	Kategori:Bøker fra 1957
వర్గం:1956 పుస్తకాలు	Kategori:Bøker fra 1956
వర్గం:1953 పుస్తకాలు	Kategori:Bøker fra 1953
వర్గం:1951 పుస్తకాలు	Kategori:Bøker fra 1951
వర్గం:1937 పుస్తకాలు	Kategori:Bøker fra 1937
వర్గం:1928 పుస్తకాలు	Kategori:Bøker fra 1928
వర్గం:1924 పుస్తకాలు	Kategori:Bøker fra 1924
వర్గం:1917 పుస్తకాలు	Kategori:Bøker fra 1917
వర్గం:1916 పుస్తకాలు	Kategori:Bøker fra 1916
వర్గం:నేపాల్ భాషలు	Kategori:Språk i Nepal
వర్గం:డిజిటల్ గ్రంథాలయాలు	Kategori:Digitale bibliotek
మూస:ఇతరవాడుకలు మూసలు	Mal:Hattnotismaler
వర్గం:పంపులు	Kategori:Pumper
వర్గం:బంతి ఆటలు	Kategori:Ballsport
వికీపీడియా:మూస డాకుమెంటేషన్	Wikipedia:Maldokumentasjon
సత్య నాదెళ్ల	Satya Nadella
వర్గం:భారతదేశ రాష్ట్రములు మరియు ప్రాంతములు	Kategori:Indias delstater og territorier
వర్గం:ఆరంభాలు	Kategori:Debuter
మ్యూచువల్ ఫండ్	Verdipapirfond
మూస:Uw-vandalism2	Mal:Uw-vandalism2
మూస:Uw-vandalism3	Mal:Uw-vandalism3
వర్గం:1869లో ప్రారంభమైన ప్రచురణలు	Kategori:Publikasjoner etablert i 1869
మూస:Rounddown	Mal:Rounddown
వర్గం:భారతదేశ రాజకీయ పార్టీలు	Kategori:Politiske partier i India
వర్గం:1936 పుస్తకాలు	Kategori:Bøker fra 1936
మూస:Contains Indic text	Mal:Inneholder indisk
మూస:Convert/C-change	Mal:Konverter/C-endring
మూస:Cookbook	Mal:Cookbook
సామూహిక సంభోగం	Gruppesex
వర్గం:1687 పతనాలు	Kategori:Opphør i 1687
వర్గం:జింజిబరేసి	Kategori:Ingefærfamilien
మూస:India States and Territories Labelled Map	Mal:Indiske delstater og territorier avmerket
వర్గం:ఆంగ్ల భాష	Kategori:Engelsk
మూస:Gutenberg	Mal:Gutenberg
వర్గం:జంతుప్రదర్శనశాలలు	Kategori:Dyreparker
వర్గం:ఆసియా దేశాలు	Kategori:Land i Asia
వర్గం:1921 తెలుగు సినిమాలు	Kategori:Filmer fra 1921
