Afrihkká	Afrika
Kategoriija:Albánia	Kategori:Albania
Kategoriija:Oseania riikkat	Kategori:Land i Oseania
Kategoriija:Monaco	Kategori:Monaco
Kategoriija:Davvi-Amerihká riikkat	Kategori:Land i Nord-Amerika
Kategoriija:Guolit	Kategori:Fisk
Kategoriija:Ruotnasat	Kategori:Grønnsaker
Kategoriija:Heđemat	Kategori:Frukt
Kategoriija:Bellodagat	Kategori:Politiske partier
Kategoriija:Mirkkolaš šattut	Kategori:Giftige planter
Kategoriija:Partihkkalfysihkka	Kategori:Partikkelfysikk
Kategoriija:Sjællándda regiuvdna	Kategori:Region Sjælland
Kategoriija:Helssega metro	Kategori:Helsingfors metro
Kategoriija:Ruoŧa leanat	Kategori:Sveriges len
Kategoriija:Japánagiella	Kategori:Japansk
Kategoriija:Amerihká ovttastuvvan stáhtaid gielat	Kategori:Språk i USA
Kategoriija:Kanáda gielat	Kategori:Språk i Canada
Kategoriija:Politihkalaš eatnandiehtu	Kategori:Politisk geografi
Kategoriija:Davvi-Amerihká eatnandiehtu	Kategori:Nord-Amerikas geografi
Kategoriija:Oseania eatnandiehtu	Kategori:Oseanias geografi
Kategoriija:Ásia eatnandiehtu	Kategori:Asias geografi
Kategoriija:Ruošša guovllut	Kategori:Russlands oblaster
Kategoriija:Moskva	Kategori:Moskva
Kategoriija:Antropologiija	Kategori:Antropologi
Kategoriija:Stáhtadiehtti	Kategori:Statsvitenskap
Kategoriija:Norgga gonagasviessu	Kategori:Kongelige nordmenn
Kategoriija:Neahteeallit	Kategori:Mårdyr
Kategoriija:Álbmotbeaivvit	Kategori:Nasjonaldager
Kategoriija:Beaivvit	Kategori:Dager i året
Kategoriija:Girkokaleanddar	Kategori:Kristne høytider
Kategoriija:Goahccemuorat	Kategori:Bartrær
Kategoriija:Fágaidgaskasaš dutkan	Kategori:Tverrfaglige vitenskaper
Kategoriija:Sosiálisma	Kategori:Sosialisme
Kategoriija:Eallit	Kategori:Dyr
Kategoriija:Riggeeallit	Kategori:Virveldyr
Kategoriija:Fonetihkka	Kategori:Fonetikk
Kategoriija:Gárjila dásseváldi	Kategori:Karelia
Kategoriija:Jápminsivat	Kategori:Dødsårsaker
Kategoriija:Geavaheaddji pfl-1	Kategori:Bruker pfl-1
Kategoriija:NATO	Kategori:NATO
Kategoriija:Lulli-Amerihká riikkat	Kategori:Land i Sør-Amerika
Kategoriija:Kronologiija	Kategori:Kronologi
Kategoriija:Afrihkálaš musihkkárat	Kategori:Afrikanske musikere
Kategoriija:Ovdánanbiologiija	Kategori:Utviklingsbiologi
Kategoriija:Giellabearrašat	Kategori:Språkfamilier
Kategoriija:Politihkalaš ideologiija	Kategori:Politiske ideologier
Kategoriija:Eurohpá sullot	Kategori:Øyer i Europa
Kategoriija:Norgga sullot	Kategori:Øyer i Norge
Kategoriija:Norgga prinsat	Kategori:Norske prinser
Kategoriija:Informatihkka	Kategori:Informasjonsteknologi
Kategoriija:Muorjjit	Kategori:Bær
Kategoriija:Oaivegávpogat	Kategori:Hovedsteder
Kategoriija:Alpes-Maritimesa gielddat	Kategori:Kommuner i Alpes-Maritimes
Kategoriija:Norgga gávpogat	Kategori:Byer i Norge
Kategoriija:Bulgária gávpogat	Kategori:Byer i Bulgaria
Kategoriija:Nuortariikka gávpogat	Kategori:Byer i Østerrike
Kategoriija:Šveicca gávpogat	Kategori:Byer i Sveits
Kategoriija:Ruošša gávpogat	Kategori:Byer i Russland
Kategoriija:Ungára gávpogat	Kategori:Byer i Ungarn
Kategoriija:Wien	Kategori:Wien
Kategoriija:Durkalaš gielat	Kategori:Tyrkiske språk
Kategoriija:Geavaheaddji pl	Kategori:Bruker pl
Kategoriija:Bangkok	Kategori:Bangkok
Kategoriija:Johtolat	Kategori:Transport
Kategoriija:Dutkan	Kategori:Forskning
Kategoriija:Lávllagilvohallamat	Kategori:Musikkonkurranser
Kategoriija:Gilvohallamat	Kategori:Konkurranser
Kategoriija:Bearaš	Kategori:Familie
Kategoriija:Áiggeájit	Kategori:Hobbyer
Kategoriija:Austronesialaš gielat	Kategori:Austronesiske språk
Kategoriija:Davvi-Amerihkká	Kategori:Nord-Amerika
Kategoriija:Lávlut	Kategori:Sangere
Kategoriija:Eurohpá jávrrit	Kategori:Innsjøer i Europa
Kategoriija:Jávrrit	Kategori:Innsjøer
Kategoriija:Spábbačiekčit	Kategori:Fotballspillere
Kategoriija:Fysihkkárat	Kategori:Fysikere
Kategoriija:Utoaztekalaš gielat	Kategori:Uto-aztekiske språk
Kategoriija:Oseania	Kategori:Oseania
Kategoriija:Lulli-Amerihká gávpogat	Kategori:Byer i Sør-Amerika
Kategoriija:Ásia gávpogat	Kategori:Byer i Asia
Kategoriija:Demokratiija	Kategori:Demokrati
Kategoriija:Guatemala	Kategori:Guatemala
Kategoriija:Montenegro	Kategori:Montenegro
Kategoriija:Politihkalaš filosofiija	Kategori:Politisk filosofi
Kategoriija:Gonagasviessu	Kategori:Kongefamilier
Kategoriija:Luondokatastrofat	Kategori:Naturkatastrofer
Kategoriija:Kiinnálaš gielat	Kategori:Kinesisk
Kategoriija:Oseania gielat	Kategori:Språk i Oseania
Kategoriija:Afrihká eatnandiehtu	Kategori:Afrikas geografi
Kategoriija:Davvi-Amerihká oaivegávpogat	Kategori:Hovedsteder i Nord-Amerika
Kategoriija:Davvi-Amerihká gávpogat	Kategori:Byer i Nord-Amerika
Kategoriija:Lulli-Amerihká oaivegávpogat	Kategori:Hovedsteder i Sør-Amerika
Kategoriija:Norgga várit	Kategori:Fjell i Norge
Kategoriija:Duiskalaš kultuvra	Kategori:Tysk kultur
Kategoriija:Norgga riekti	Kategori:Norsk rett
Kategoriija:Guatemala gávpogat	Kategori:Byer i Guatemala
Kategoriija:Nepala gávpogat	Kategori:Byer i Nepal
Kategoriija:Malta gávpogat	Kategori:Byer på Malta
Kategoriija:Belize gávpogat	Kategori:Byer i Belize
Kategoriija:Austrália gávpogat	Kategori:Byer i Australia
Kategoriija:Itália gávpogat	Kategori:Byer i Italia
Kategoriija:Costa Rica gávpogat	Kategori:Byer i Costa Rica
Kategoriija:Norgga jávrrit	Kategori:Innsjøer i Norge
Kategoriija:Ecuadora gávpogat	Kategori:Byer i Ecuador
Kategoriija:Gielat Costa Ricas	Kategori:Språk i Costa Rica
Kategoriija:Duiskka musihkka	Kategori:Tysk musikk
Kategoriija:Aserbaižan musihkka	Kategori:Aserbajdsjansk musikk
Kategoriija:Etiopialaš musihkka	Kategori:Etiopisk musikk
Kategoriija:Leivvožat	Kategori:Lerker
Kategoriija:Eurohpá oaivegávpogat	Kategori:Hovedsteder i Europa
Kategoriija:Ásia oaivegávpogat	Kategori:Hovedsteder i Asia
Kategoriija:Gaccepat	Kategori:Meiser
Rauma (Suopma)	Rauma (andre betydninger)
Kategoriija:Islándda vulkánat	Kategori:Vulkaner på Island
Kategoriija:Valletta	Kategori:Valletta
Kategoriija:Armenia musihkka	Kategori:Armensk musikk
Sámi prográmmaráđđi	Samisk programråd
Kategoriija:Ruoŧŧelaš dáiddárat	Kategori:Svenske kunstnere
Kategoriija:Juopmošattut	Kategori:Slireknefamilien
Kategoriija:Beaivvášsevnnjodeapmi	Kategori:Solformørkelse
Kategoriija:Mánut	Kategori:Måner
Kategoriija:Ciebanat	Kategori:Gnagere
Kategoriija:Araukariašattut	Kategori:Apeskrekkfamilien
Kategoriija:Spánia geainnut	Kategori:Veier i Spania
Kategoriija:Costa Rica kantonat	Kategori:Costaricanske kantoner
Kategoriija:Dearvvašvuohta	Kategori:Helse
Málle:User sl-1	Mal:Bruker sl-1
Kategoriija:Suoma museat	Kategori:Museer i Finland
Kategoriija:Norgga bellodagat	Kategori:Politiske partier i Norge
Kategoriija:Geavaheaddji da-0	Kategori:Bruker da-0
Kategoriija:Geavaheaddji no-0	Kategori:Bruker no-0
Kategoriija:Etnologiija	Kategori:Etnologi
Kategoriija:Norgga boares gielddat	Kategori:Tidligere kommuner i Norge
Málle:Kroatia guovllut	Mal:Kroatias fylker
Sylvi Listhaug	Sylvi Listhaug
Thisted	Thisted kommune
Skanderborg	Skanderborg kommune
Kategoriija:Costa Rica provinssat	Kategori:Costa Ricas provinser
Kategoriija:43°W	Kategori:43°V
Kategoriija:4°W	Kategori:4°V
Kategoriija:Sámi historjá	Kategori:Samisk historie
Kategoriija:Fysiologiija	Kategori:Fysiologi
Kategoriija:Østfolda	Kategori:Østfold
Tinn	Tinn
Trojany	Trojany
Kategoriija:Telemárkku geografiija	Kategori:Telemarks geografi
Kategoriija:12°W	Kategori:12°V
Kategoriija:11°W	Kategori:11°V
Kategoriija:Ecuadora provinssat	Kategori:Ecuadors provinser
Kategoriija:Ålánda	Kategori:Åland
Kategoriija:Ádelat	Kategori:Adelige slekter
Kategoriija:Šuokŋadahkkit	Kategori:Komponister
Kategoriija:Norgga historjá	Kategori:Norges historie
Kategoriija:Ásia riikkat	Kategori:Land i Asia
Kategoriija:Ungáralaš dáiddárat	Kategori:Ungarske kunstnere
Kategoriija:Nuortariikalaš dáiddárat	Kategori:Østerrikske kunstnere
Taironagiella	Tairona (språk)
Málle:G-et	Mal:Lang-et
Kategoriija:Ruošša presideanttat	Kategori:Russiske presidenter
Kategoriija:Oarje-Suoma leatna	Kategori:Västra Finlands län
Kategoriija:TV-kanálat	Kategori:TV-kanaler
Kategoriija:Västmanlándda leatna	Kategori:Västmanlands län
Kategoriija:Västerbottena leatna	Kategori:Västerbottens län
Kategoriija:Kalaallit Nunaata sullot	Kategori:Øyer på Grønland
Kategoriija:Nissoniid giehtaspábba-EM 2012	Kategori:Håndball-EM 2012 for kvinner
Kategoriija:Oarjel-Agder	Kategori:Vest-Agder
Kategoriija:Várggát	Kategori:Vardø
Kategoriija:Áltá	Kategori:Alta
Kategoriija:Čáhcesuolu	Kategori:Vadsø
Čáppagirjjálašvuohta	Skjønnlitteratur
Kategoriija:Haiti arrondissemeanttat	Kategori:Haitis arrondissementer
Kategoriija:Geavaheaddji it-0	Kategori:Bruker it-0
Kategoriija:Athena	Kategori:Athen
Kategoriija:Nuorta-Agder	Kategori:Aust-Agder
Kategoriija:Violašattut	Kategori:Fiolfamilien
Kategoriija:Bearalváhki	Kategori:Berlevåg
Kategoriija:Bern	Kategori:Bern
Kategoriija:Blekinge leatna	Kategori:Blekinge län
Kategoriija:Finnmárkku jogat	Kategori:Elver i Finnmark
Kategoriija:Báhcavuotna	Kategori:Båtsfjord
Kategoriija:Beibbožat	Kategori:Finker
Kategoriija:Fylkkasátnejođiheaddjit	Kategori:Fylkesordførere
Kategoriija:Čibčalaš gielat	Kategori:Chibchanske språk
Kategoriija:Dalarna leatna	Kategori:Dalarnas län
Kategoriija:Dánskalaš dáiddárat	Kategori:Danske malere
Kategoriija:Finnmárkku girkut	Kategori:Kirker i Finnmark
Kategoriija:Guatemala departemeanttat	Kategori:Guatemalas departementer
Kategoriija:Katastrofat jagiid mielde	Kategori:Katastrofer etter år
Kategoriija:Belize guovllut	Kategori:Belizes distrikter
Kategoriija:Hollánddalaš dáiddárat	Kategori:Nederlandske kunstnere
Kategoriija:Eanandoarggástusat	Kategori:Jordskjelv
Kategoriija:Nuorta-Suoma leatna	Kategori:Östra Finlands län
Kategoriija:Daŋasšattut	Kategori:Lyngfamilien
Kategoriija:Eskimo-aleuhtalaš gielat	Kategori:Eskimoisk-aleutiske språk
Kategoriija:Norgga duopmostuolut	Kategori:Domstoler i Norge
Kategoriija:Etiopialaš musihkkárat	Kategori:Etiopiske musikere
Kategoriija:Eurovision dánsungilvohallan	Kategori:Eurovision Dance Contest
Kategoriija:Eurovision lávllagilvvohallan 2012	Kategori:Eurovision Song Contest 2012
Kategoriija:Sogat	Kategori:Slekter
Kategoriija:Nuortamearasuopmelaš gielat	Kategori:Østersjøfinske språk
Kategoriija:Finnmárku	Kategori:Finnmark
Kategoriija:Finnmárkku vuonat	Kategori:Fjorder i Finnmark
Málle:G-sv	Mal:Lang-sv
Kategoriija:Fránskalaš dáiddárat	Kategori:Franske kunstnere
Kategoriija:Doaktagat	Kategori:Lommer
Kategoriija:Nuorta-Agdera geografiija	Kategori:Aust-Agders geografi
Kategoriija:Buskeruda geografiija	Kategori:Buskeruds geografi
Kategoriija:Finnmárkku eatnandiehtu	Kategori:Finnmarks geografi
Kategoriija:Hedmárkku geografiija	Kategori:Hedmarks geografi
Kategoriija:Hordalándda geografiija	Kategori:Hordalands geografi
Kategoriija:Davvi-Trøndelága geografiija	Kategori:Nord-Trøndelags geografi
Kategoriija:Nordlándda eatnandiehtu	Kategori:Nordlands geografi
Kategoriija:Opplándda geografiija	Kategori:Opplands geografi
Kategoriija:Oslo geografiija	Kategori:Oslos geografi
Kategoriija:Rogalándda geografiija	Kategori:Rogalands geografi
Kategoriija:Lulli-Amerihká eatnandiehtu	Kategori:Sør-Amerikas geografi
Kategoriija:Oarjel-Agdera geografiija	Kategori:Vest-Agders geografi
Kategoriija:Vestfolda geografiija	Kategori:Vestfolds geografi
Kategoriija:Østfolda geografiija	Kategori:Østfolds geografi
Kategoriija:Germánalaš gielat	Kategori:Germanske språk
Kategoriija:Gotlándda leatna	Kategori:Gotlands län
Kategoriija:Kásusat	Kategori:Kasus
Kategoriija:Gävleborgga leatna	Kategori:Gävleborgs län
Kategoriija:Hallándda leatna	Kategori:Hallands län
Kategoriija:Ákŋoluokta	Kategori:Hasvik
Kategoriija:Helssega metrostašuvnnat	Kategori:Helsingfors' metrostasjoner
Kategoriija:Lulli-Trøndelága gielddat	Kategori:Kommuner i Sør-Trøndelag
Kategoriija:Islándamállet	Kategori:Islandske maler
Kategoriija:Anár	Kategori:Enare
Kategoriija:Irlánda	Kategori:Irland
Kategoriija:Finnmárkku sullot	Kategori:Øyer i Finnmark
Kategoriija:Romssa fylkka geografiija	Kategori:Troms' geografi
Kategoriija:Junior Eurovision lávllagilvohallan	Kategori:Junior Eurovision Song Contest
Kategoriija:Jämtlándda leatna	Kategori:Jämtlands län
Kategoriija:Jönköpinga leatna	Kategori:Jönköpings län
Kategoriija:Kalmara leatna	Kategori:Kalmar län
Kategoriija:Kárášjohka	Kategori:Karasjok
Kategoriija:Guovdageaidnu	Kategori:Kautokeino
Kategoriija:Kronobergga leatna	Kategori:Kronobergs län
Kategoriija:Fálesnuorri	Kategori:Kvalsund
Kategoriija:Norgga Bargiidbellodat	Kategori:Arbeiderpartiet
Kategoriija:Finnmárkku jávrrit	Kategori:Innsjøer i Finnmark
Kategoriija:Liberálisma	Kategori:Liberalisme
Kategoriija:Malayo-polynesialaš gielat	Kategori:Malayopolynesiske språk
Kategoriija:Longyearbyen	Kategori:Longyearbyen
Kategoriija:Malilaš musihkkárat	Kategori:Maliske musikere
Kategoriija:Finnmárkku sátnejođiheaddjit	Kategori:Ordførere i Finnmark
Kategoriija:Beštorat	Kategori:Erler og piplerker
Kategoriija:Finnmárkku gielddat	Kategori:Kommuner i Finnmark
Kategoriija:Islándda regiuvnnat	Kategori:Islands regioner
Kategoriija:Vestfolda gielddat	Kategori:Kommuner i Vestfold
Kategoriija:Muosát	Kategori:Måsøy
Kategoriija:Riga	Kategori:Riga
Kategoriija:Ásia jogat	Kategori:Elver i Asia
Kategoriija:Unjárga	Kategori:Nesseby
Kategoriija:Sápmi	Kategori:Samene
Kategoriija:Sámi girječállit	Kategori:Samiskspråklige forfattere
Kategoriija:Sámisearvvit	Kategori:Samiske organisasjoner
Kategoriija:Sámekultuvra	Kategori:Samisk kultur
Kategoriija:Sámegielat	Kategori:Samiske språk
Kategoriija:Sámi musihkkárat	Kategori:Samiske musikere
Kategoriija:Sámi mytologiija	Kategori:Samisk religion
Kategoriija:Sámi aviissat	Kategori:Samiske aviser
Kategoriija:Sápmelaš politihkkárat	Kategori:Norske sametingspolitikere
Kategoriija:Sámi politihkka	Kategori:Samisk politikk
Kategoriija:Samojedagielat	Kategori:Samojediske språk
Kategoriija:Oulu leatna	Kategori:Uleåborgs län
Kategoriija:Norgga skuvllat	Kategori:Skoler i Norge
Kategoriija:Diehtaga ja teknihka bálkkašumit	Kategori:Forskningspriser
Kategoriija:Guovdageaidnulaččat	Kategori:Personer fra Kautokeino kommune
Kategoriija:Skåne leatna	Kategori:Skåne län
Kategoriija:Skánit	Kategori:Skånland
Kategoriija:Sosiálademokratiija	Kategori:Sosialdemokrati
Kategoriija:Sogn ja Fjordane	Kategori:Sogn og Fjordane
Kategoriija:Jietna	Kategori:Lyd
Kategoriija:Lulli-Suoma leatna	Kategori:Södra Finlands län
Kategoriija:Porsáŋgu	Kategori:Porsanger
Kategoriija:Dáhpáhusat 2008:s	Kategori:Hendelser i 2008
Kategoriija:Dološ Israel	Kategori:Oldtidens Israel
Kategoriija:Estlándda presideanttat	Kategori:Estiske presidenter
Kategoriija:Mearradiehtu	Kategori:Oseanografi
Kategoriija:Monarkiijat	Kategori:Monarkier
Kategoriija:Nordlándda gielddat	Kategori:Kommuner i Nordland
Kategoriija:Ruošša aviissat	Kategori:Russiske aviser
Kategoriija:Meksikolaš dáiddárat	Kategori:Meksikanske kunstnere
Kategoriija:Møre ja Romsdála	Kategori:Møre og Romsdal
Kategoriija:Oarje-Götalándda leatna	Kategori:Västra Götalands län
Kategoriija:Buskerud	Kategori:Buskerud
Kategoriija:Stockholmma leatna	Kategori:Stockholms län
Kategoriija:Barcelona gáhtat	Kategori:Gater i Barcelona
Kategoriija:Suoma guovlugielddat	Kategori:Økonomiske regioner i Finland
Kategoriija:Deatnu	Kategori:Tana
Kategoriija:Suoma TV-kanálat	Kategori:Finske TV-kanaler
Kategoriija:São Paulo	Kategori:São Paulo
Kategoriija:Afrihkálaš musihkka	Kategori:Afrikansk musikk
Kategoriija:Akershusa fylka	Kategori:Akershus
Kategoriija:Akershusa gielddat	Kategori:Kommuner i Akershus
Kategoriija:Bealgelottit	Kategori:Gjerdesmetter
Kategoriija:Romsa	Kategori:Troms
Kategoriija:Svalbárda	Kategori:Svalbard
Kategoriija:Ruoŧa dronnegat	Kategori:Svenske dronninger
Kategoriija:Adopšuvdna	Kategori:Adopsjon
Kategoriija:Norgga universitehtat ja allaskuvllat	Kategori:Universiteter i Norge
Kategoriija:Atlánta	Kategori:Atlanterhavet
Kategoriija:Uppsala leatna	Kategori:Uppsala län
Kategoriija:Geavaheaddji pfl	Kategori:Bruker pfl
Kategoriija:Geavaheaddji no-4	Kategori:Bruker no-4
Kategoriija:Opplánda	Kategori:Oppland
Kategoriija:Soahkešattut	Kategori:Bjørkefamilien
Kategoriija:Oarje-Norrlándda leatna	Kategori:Västernorrlands län
Kategoriija:Kártografiija	Kategori:Kartografi
Kategoriija:Juovlabiebmu	Kategori:Julemat
Kategoriija:Máilmmeárbeguovllut Norggas	Kategori:Verdensarven i Norge
Kategoriija:Nuortagötlándda leatna	Kategori:Östergötlands län
Kategoriija:Visttit	Kategori:Bygninger
Kategoriija:Luleju gielda	Kategori:Luleå kommune
Kategoriija:Suoma leanat	Kategori:Fylker i Finland
Kategoriija:Norgga girkut	Kategori:Kirker i Norge
Kategoriija:Fylkkat	Kategori:Fylker og grevskap
Kategoriija:Báikehistorjá	Kategori:Lokalhistorie
Kategoriija:Láhppi	Kategori:Loppa
Kategoriija:Kalaallit Nunaata gielddat	Kategori:Grønlands kommuner
KAIRA	KAIRA
Kategoriija:Davvinjárga	Kategori:Nordkapp
Kategoriija:Norrbottena leatna	Kategori:Norrbottens län
Kategoriija:Norgga monarkiija	Kategori:Det norske monarkiet
Kategoriija:Norgga dáiddárat	Kategori:Norske malere
Kategoriija:Norgga fylkkat	Kategori:Norges fylker
Kategoriija:Stuorradiggeáirasat	Kategori:Stortingsrepresentanter
Kategoriija:Norgalaš gielladutkit	Kategori:Norske lingvister
Kategoriija:Norgga árvomearkkat	Kategori:Norske utmerkelser
Kategoriija:Urálalaš gielat	Kategori:Uralske språk
Kategoriija:Chile presideanttat	Kategori:Chilenske presidenter
Kategoriija:Södermanlándda leatna	Kategori:Södermanlands län
Kategoriija:Geavaheaddji nl-0	Kategori:Bruker nl-0
Kategoriija:Gávpogat	Kategori:Byer
Kategoriija:Mátta-Várjjat	Kategori:Sør-Varanger
Kategoriija:Geavaheaddji fo-3	Kategori:Bruker fo-3
Kategoriija:164°W	Kategori:164°V
Kategoriija:162°W	Kategori:162°V
Kategoriija:171°W	Kategori:171°V
Kategoriija:165°W	Kategori:165°V
Kategoriija:158°W	Kategori:158°V
Kategoriija:151°W	Kategori:151°V
Kategoriija:Almmiguovllut	Kategori:Himmelretninger
Kategoriija:Geavaheaddji ru-0	Kategori:Bruker ru-0
Kategoriija:Kristtalaš teavsttat	Kategori:Kristne tekster
Kategoriija:Geavaheaddji es-0	Kategori:Bruker es-0
Kategoriija:Geavaheaddji fi-0	Kategori:Bruker fi-0
Kategoriija:Geavaheaddji sv-0	Kategori:Bruker sv-0
Kategoriija:Apple dihtorat	Kategori:Datamaskiner fra Apple
Kategoriija:Norgga guovllut	Kategori:Distrikter i Norge
Málle:Coord/display/title	Mal:Koord/vis/tittel
Kategoriija:Hálddahusriekti	Kategori:Forvaltningsrett
Kategoriija:0°S	Kategori:0°S
Kategoriija:Geavaheaddji en-1	Kategori:Bruker en-1
Kategoriija:0°N	Kategori:0°N
Kategoriija:100°E	Kategori:100°Ø
Kategoriija:100°W	Kategori:100°V
Kategoriija:Riegádeamit 1930	Kategori:Fødsler i 1930
Kategoriija:101°W	Kategori:101°V
Kategoriija:102°E	Kategori:102°Ø
Kategoriija:12°E	Kategori:12°Ø
Kategoriija:102°W	Kategori:102°V
Kategoriija:139°E	Kategori:139°Ø
Kategoriija:103°E	Kategori:103°Ø
Kategoriija:103°W	Kategori:103°V
Kategoriija:101°E	Kategori:101°Ø
Kategoriija:104°E	Kategori:104°Ø
Kategoriija:0°E	Kategori:0°Ø
Kategoriija:104°W	Kategori:104°V
Kategoriija:105°E	Kategori:105°Ø
Kategoriija:Riegádeamit 1946	Kategori:Fødsler i 1946
Kategoriija:105°W	Kategori:105°V
Kategoriija:13°E	Kategori:13°Ø
Kategoriija:Geavaheaddji de-1	Kategori:Bruker de-1
Kategoriija:106°E	Kategori:106°Ø
Kategoriija:14°E	Kategori:14°Ø
Kategoriija:106°W	Kategori:106°V
Kategoriija:107°E	Kategori:107°Ø
Kategoriija:107°W	Kategori:107°V
Kategoriija:108°E	Kategori:108°Ø
Kategoriija:15°E	Kategori:15°Ø
Kategoriija:108°W	Kategori:108°V
Kategoriija:Riegádeamit 1920	Kategori:Fødsler i 1920
Kategoriija:109°W	Kategori:109°V
Kategoriija:Riegádeamit 1956	Kategori:Fødsler i 1956
Kategoriija:109°E	Kategori:109°Ø
Kategoriija:10°E	Kategori:10°Ø
Kategoriija:10°N	Kategori:10°N
Kategoriija:10°W	Kategori:10°V
Kategoriija:10°S	Kategori:10°S
Kategoriija:16°E	Kategori:16°Ø
Kategoriija:Riegádeamit 1933	Kategori:Fødsler i 1933
Kategoriija:110°W	Kategori:110°V
Kategoriija:110°E	Kategori:110°Ø
Kategoriija:111°E	Kategori:111°Ø
Kategoriija:111°W	Kategori:111°V
Kategoriija:17°E	Kategori:17°Ø
Kategoriija:112°E	Kategori:112°Ø
Kategoriija:112°W	Kategori:112°V
Kategoriija:113°E	Kategori:113°Ø
Kategoriija:113°W	Kategori:113°V
Kategoriija:114°E	Kategori:114°Ø
Kategoriija:114°W	Kategori:114°V
Kategoriija:115°W	Kategori:115°V
Kategoriija:18°E	Kategori:18°Ø
Kategoriija:115°E	Kategori:115°Ø
Kategoriija:116°E	Kategori:116°Ø
Kategoriija:116°W	Kategori:116°V
Kategoriija:117°W	Kategori:117°V
Kategoriija:117°E	Kategori:117°Ø
Kategoriija:118°W	Kategori:118°V
Kategoriija:118°E	Kategori:118°Ø
Kategoriija:19°E	Kategori:19°Ø
Kategoriija:119°E	Kategori:119°Ø
Kategoriija:119°W	Kategori:119°V
Kategoriija:20°E	Kategori:20°Ø
Kategoriija:21°E	Kategori:21°Ø
Kategoriija:11°E	Kategori:11°Ø
Kategoriija:11°N	Kategori:11°N
Kategoriija:11°S	Kategori:11°S
Kategoriija:120°E	Kategori:120°Ø
Kategoriija:120°W	Kategori:120°V
Kategoriija:121°E	Kategori:121°Ø
Kategoriija:121°W	Kategori:121°V
Kategoriija:122°E	Kategori:122°Ø
Kategoriija:122°W	Kategori:122°V
Kategoriija:123°E	Kategori:123°Ø
Kategoriija:22°E	Kategori:22°Ø
Kategoriija:123°W	Kategori:123°V
Kategoriija:Riegádeamit 1911	Kategori:Fødsler i 1911
Kategoriija:23°E	Kategori:23°Ø
Kategoriija:124°E	Kategori:124°Ø
Kategoriija:24°E	Kategori:24°Ø
Kategoriija:124°W	Kategori:124°V
Kategoriija:30°N	Kategori:30°N
Kategoriija:125°E	Kategori:125°Ø
Kategoriija:31°N	Kategori:31°N
Kategoriija:33°E	Kategori:33°Ø
Kategoriija:125°W	Kategori:125°V
Kategoriija:33°N	Kategori:33°N
Kategoriija:34°E	Kategori:34°Ø
Kategoriija:34°N	Kategori:34°N
Kategoriija:35°E	Kategori:35°Ø
Kategoriija:126°E	Kategori:126°Ø
Kategoriija:126°W	Kategori:126°V
Kategoriija:127°E	Kategori:127°Ø
Kategoriija:127°W	Kategori:127°V
Kategoriija:128°E	Kategori:128°Ø
Kategoriija:128°W	Kategori:128°V
Kategoriija:Riegádeamit 1937	Kategori:Fødsler i 1937
Kategoriija:129°W	Kategori:129°V
Kategoriija:129°E	Kategori:129°Ø
Kategoriija:35°N	Kategori:35°N
Kategoriija:37°E	Kategori:37°Ø
Kategoriija:12°N	Kategori:12°N
Kategoriija:37°N	Kategori:37°N
Kategoriija:12°S	Kategori:12°S
Kategoriija:38°E	Kategori:38°Ø
Kategoriija:40°N	Kategori:40°N
Kategoriija:41°N	Kategori:41°N
Kategoriija:130°E	Kategori:130°Ø
Kategoriija:130°W	Kategori:130°V
Kategoriija:Riegádeamit 1948	Kategori:Fødsler i 1948
Kategoriija:42°N	Kategori:42°N
Kategoriija:131°E	Kategori:131°Ø
Kategoriija:131°W	Kategori:131°V
Kategoriija:132°E	Kategori:132°Ø
Kategoriija:43°N	Kategori:43°N
Kategoriija:44°N	Kategori:44°N
Kategoriija:133°E	Kategori:133°Ø
Kategoriija:133°W	Kategori:133°V
Kategoriija:134°E	Kategori:134°Ø
Kategoriija:45°N	Kategori:45°N
Kategoriija:134°W	Kategori:134°V
Kategoriija:46°N	Kategori:46°N
Kategoriija:47°N	Kategori:47°N
Kategoriija:135°W	Kategori:135°V
Kategoriija:135°E	Kategori:135°Ø
Kategoriija:136°E	Kategori:136°Ø
Kategoriija:136°W	Kategori:136°V
Kategoriija:137°E	Kategori:137°Ø
Kategoriija:48°N	Kategori:48°N
Kategoriija:137°W	Kategori:137°V
Kategoriija:138°W	Kategori:138°V
Kategoriija:49°E	Kategori:49°Ø
Kategoriija:49°N	Kategori:49°N
Kategoriija:138°E	Kategori:138°Ø
Kategoriija:50°N	Kategori:50°N
Kategoriija:51°N	Kategori:51°N
Kategoriija:13°N	Kategori:13°N
Kategoriija:52°N	Kategori:52°N
Kategoriija:53°N	Kategori:53°N
Kategoriija:13°W	Kategori:13°V
Kategoriija:13°S	Kategori:13°S
Kategoriija:Geavaheaddji da-N	Kategori:Bruker da-N
Kategoriija:140°W	Kategori:140°V
Kategoriija:140°E	Kategori:140°Ø
Kategoriija:54°N	Kategori:54°N
Kategoriija:141°W	Kategori:141°V
Kategoriija:Jápmimat 1978	Kategori:Dødsfall i 1978
Kategoriija:141°E	Kategori:141°Ø
Kategoriija:32°E	Kategori:32°Ø
Kategoriija:55°N	Kategori:55°N
Kategoriija:61°N	Kategori:61°N
Kategoriija:142°W	Kategori:142°V
Kategoriija:142°E	Kategori:142°Ø
