આફ્રિકા	Afrika
કોમોરોસનો રાષ્ટ્રધ્વજ	Komorenes flagg
જામીનગીરીઓ	Verdipapir
વનનાબૂદી	Avskoging
કેટ હડસન	Kate Hudson
દાર્જિલિંગ	Darjeeling
શ્રીનગર	Srinagar
યાટ	Lystbåt
ભાગીરથી	Bhagirathi
કોસ્ટારિકાનો રાષ્ટ્રધ્વજ	Costa Ricas flagg
તાલ	Rytme
ફિલિપ્સ	Philips
વિશ્વ આર્થિક મંચ	Verdens økonomiske forum
સ્ક્રેબલ	Scrabble
અગરતલા	Agartala
લીમડો	Neem
પાર્વતી	Parvati
ફેંગ શુઇ	Feng Shui
ઈક્વેટોરીયલ ગીનીનો રાષ્ટ્રધ્વજ	Ekvatorial-Guineas flagg
એરિટ્રિયાનો રાષ્ટ્રધ્વજ	Eritreas flagg
લસિકા ગાંઠ	Lymfeknute
ગયાનાનો રાષ્ટ્રધ્વજ	Guyanas flagg
સ્ટેમ્ફોર્ડ બ્રિજ (સ્ટેડિયમ)	Stamford Bridge (London)
દાનીયેલ	Daniel (bibelsk person)
ભુવનેશ્વર	Bhubaneswar
બ્લેકબેરી	BlackBerry
આગ્રાનો કિલ્લો	Agra fort
સિંહાકૃતિ	Indias riksvåpen
ફ્રેન્ચાઇઝીંગ	Franchising
પૂર્ણ વિરામ	Punktum
કપૂરથલા જિલ્લો	Kapurthala (distrikt)
ફિરોઝપુર જિલ્લો	Firozpur (distrikt)
માનસા જિલ્લો	Mansa (distrikt)
પટિયાલા જિલ્લો	Patiala (distrikt)
લુધિયાણા જિલ્લો	Ludhiana (distrikt)
ફતેહગઢ સાહિબ જિલ્લો	Fatehgarh Sahib (distrikt)
ભટિન્ડા જિલ્લો	Bathinda (distrikt)
ફરીદકોટ જિલ્લો	Faridkot (distrikt)
વળગાડ મુક્તિ	Eksorsisme
સાડી	Sari (klesplagg)
ઘોરખોદિયું	Honninggrevling
સિસ્કો	Cisco Systems
મિસ વર્લ્ડ	Miss World
માર્વલ કૉમિક્સ	Marvel Comics
સુવર્ણ માનક	Gullstandard
ખાદ્ય પદાર્થની સાચવણી	Matkonservering
અલ સાલ્વાડોરનો રાષ્ટ્રધ્વજ	El Salvadors flagg
યરૂશાલેમના હિબ્રુ યુનિવર્સિટી	Det hebraiske universitetet i Jerusalem
સિવિલ એવિએશન રાષ્ટ્રીય શાળા	École nationale de l'aviation civile
રાંચી	Ranchi
કૌંસ	Parentes
એગોરાફોબિયા	Agorafobi
વિકિપીડિયા:અવરોધન નીતિ	Wikipedia:Retningslinjer for blokkering
વિલા પાર્ક	Villa Park (England)
એચએએલ તેજસ	HAL Tejas
હિન્દુ-અરેબીક અંકો	Arabiske tall
ઊંઘને લગતી બીમારી (સ્લીપ ડિસઓર્ડર)	Dyssomni
મંગળના ચંદ્રો	Mars' måner
મહાવિરામ	Kolon
પાતાળ કૂવા	Artesisk brønn
ફુલરિન (Fullerene)	Fulleren
ગ્વાટેમાલાનો રાષ્ટ્રધ્વજ	Guatemalas flagg
નિંદામણનાશક	Herbicid
તર્ક	Fornuft
કબજિયાત	Forstoppelse
અહિંસા	Ahimsa
ગૂચી	Gucci
મનુ	Manu (hinduisme)
કાંડા ઘડિયાળ	Armbåndsur
રૂપિયો	Rupi
ઍલ્કેમિસ્ટ	Alkymisten
ફતેહપૂર સિક્રી	Fatehpur Sikri
ડોમિનિકાનો રાષ્ટ્રધ્વજ	Dominicas flagg
ખાવાનો સોડા	Natron
શિયાળુ મોટી ડુબકી	Gråstrupedykker
વાદળ ફાટવું	Skybrudd
યુઇએફએ યૂરો ૨૦૧૨ નામાંકન	Kvalifisering til EM i fotball 2012
એના નિકોલ સ્મિથ	Anna Nicole Smith
ચક્ર	Chakra
મેલાટોનિન	Melatonin
એપોલો ૧૭	Apollo 17
તમાકુ	Tobakksplante
સાંચીનો સ્તુપ	Sanchi
કપૂર	Kamfer
વિદેશ નીતિ	Utenrikspolitikk
મેટ્રોપોલિટન એરિયા નેટવર્ક	Bydatanett
ફીજીનો રાષ્ટ્રધ્વજ	Fijis flagg
રેકી	Reiki
રામકૃષ્ણ પરમહંસ	Ramakrishna
પાણીનું પ્રદૂષણ	Vannforurensning
એનટીએફએસ	NTFS
વિગતવાર વિજ્ઞાન પોલીટેકનિક ઇન્સ્ટિટ્યુટ	Institut polytechnique des sciences avancées
મોહરમ	Asjura
મોક્ષ	Moksha
કો-ઍક્સિયલ કેબલ	Koaksialkabel
મેમરી કાર્ડ	Minnekort
વિશ્વ જળ દિન	Verdens vanndag
ૐ	Om
લાલી (લિપસ્ટીક)	Leppestift
ડોમિનિકન ગણતંત્રનો રાષ્ટ્રધ્વજ	Den dominikanske republikks flagg
પેજ રેન્ક	PageRank
ગૉડફ્રે હારૉલ્ડ હાર્ડિ	G.H. Hardy
અજંતાની ગુફાઓ	Ajantahulene
રૂઢિપ્રયોગ	Idiom
તર્જની	Pekefinger
બ્રાહ્મી લિપિ	Brahmi-skrift
પ્રારંભિક જાહેર ભરણું (આઈપીઓ)	Børsnotering
શિયાળુ નાની ડુબકી	Svarthalsdykker
ટર્બોચાર્જર	Turbo
અર્જુન	Arjuna
ફિઝિયોથેરાપી	Fysioterapi
અયોધ્યા	Ayodhya
ગંગટોક	Gangtok
ધર્મશાલા	Dharamsala
મેડમ તુસાદ સંગ્રહાલય	Madame Tussauds
વ્હાઈટ હાર્ટ લેન	White Hart Lane
અણુ અપ્રસાર સંધિ	Ikkespredningsavtalen
દાહોદ જિલ્લો	Dahod (distrikt)
અભિષેક બચ્ચન	Abhishek Bachchan
કુતુબ મિનાર	Qutb Minar
વિગ્રહરેખા	Tankestrek
મોનોરેલ	Énskinnebane
પોલિએસ્ટર	Polyester
સાંબાર	Sambar (rett)
હનુમાન	Hanuman
ઝરખ	Stripehyene
પ્રીટિ ઝિન્ટા	Preity Zinta
સહી (હસ્તાક્ષર)	Signatur (navnetrekk)
ખેતર	Åker
શિક્ષક દિન	Lærerdag
મત્સ્યઉછેર	Akvakultur
ઇલોરાની ગુફાઓ	Ellorahulene
હુમાયુનો મકબરો	Humayuns grav
અષ્ટાધ્યાયી	Pāṇini
મલ્ટિમીટર	Multimeter
ઇસ્કોન	ISKCON
શરીર વૃદ્ધી અંતઃસ્ત્રાવ	Veksthormon
શક સંવત	Hindukalender
વેબ ડિઝાઈન	Webdesign
વિલવણીકરણ	Avsalting
સક્રિય કાર્બન	Aktivt kull
સીતા	Sita
લક્ષ્મી મિત્તલ	Lakshmi Mittal
ગોદાવરી	Godavari
લૂઈસ વીટન	Louis Vuitton
લૌહ અયસ્ક	Jernmalm
કરકરો	Jomfrutrane
સેન્ટ જેમ્સ પાર્ક	St James' Park
ભારતીય વાનગીઓ	Indisk mat
અનામિકા	Ringfinger
વ્યાપાર ચક્ર	Konjunktur
ઐઝવાલ	Aizawl
બાળ કામદાર	Barnearbeid
વ્યવસાય	Yrke
રાજગીધ	Kongekondor
કાઝીરંગા રાષ્ટ્રીય ઉદ્યાન	Kaziranga nasjonalpark
હાર્લી-ડેવિડસન	Harley-Davidson
ગોલ્ડમૅન સૅશ	Goldman Sachs
ક્રોપ સર્કલ	Kornsirkel
કૃષ્ણા નદી	Krishna (elv)
ખંજરી (વાદ્ય)	Tamburin
બંજી જમ્પિંગ	Strikkhopping
રુપનગર જિલ્લો	Rupnagar (distrikt)
રાજેન્દ્ર પ્રસાદ	Rajendra Prasad
લીલો દરીયાઈ કાચબો	Suppeskilpadde
દેહરાદૂન	Dehradun
ગુવાહાટી	Guwahati
લેસર પ્રિન્ટર	Laserskriver
વિશાખાપટનમ	Visakhapatnam
વિજયવાડા	Vijayawada
જોધપુર	Jodhpur
અજમેર	Ajmer
ઉજ્જૈન	Ujjain
લુધિયાણા	Ludhiana
નાસિક	Nashik
મેરઠ	Meerut
ઉદયપુર	Udaipur
ફરીદાબાદ	Faridabad
લડાખ	Ladakh
ઔરંગાબાદ	Aurangabad (Maharashtra)
જબલપુર	Jabalpur
મોર	Påfugler
પ્રાઇડ પાર્ક સ્ટેડિયમ	Pride Park Stadium
વાર્ટા નદી (યુરોપ)	Warta
અલીગઢ	Aligarh
પર્સનલ એરિયા નેટવર્ક	Personlig datanett
અમૃતસર જિલ્લો	Amritsar (distrikt)
હૃદયસ્તંભતા	Hjertestans
જેક સ્પૅરો	Jack Sparrow
બ્રહ્મગુપ્ત	Brahmagupta
ગુરુ ગ્રંથ સાહેબ	Adi Granth
વામકુક્ષિ	Siesta
કાળી ચા	Svart te
પોર્ટ બ્લૅર	Port Blair
ખાદ્ય અને ઔષધ વહીવટીતંત્ર	Food and Drug Administration
હાવડા	Haora
સિરોહી જિલ્લો	Sirohi (distrikt)
જેટ વિમાન	Jetfly
ગાઝિયાબાદ	Ghaziabad (India)
રીવર રાફ્ટિંગ	Rafting
કટક	Cuttack
યુરોપ દિન	Europadagen
મહાબલીપુરમ	Mamallapuram
સૂડો	Halsbåndparakitt
ઇમ્ફાલ	Imphal
૧૯૬૨નું ભારત-ચીન યુદ્ધ	Den sino-indiske krig
ઉંચાઇ	Høyde
ડેલ્ટા ફોર્સ	Delta Force
કોલ્હાપૂર	Kolhapur
વાઇકિંગ ૧	Viking 1
ઘાસચારો	Grovfôr
કાંચીપુરમ	Kānchipuram
અકોલા	Akola
બરેલી	Bareilly
વારંગલ	Warangal
તિરુનેલવેલી	Tirunelveli
શ્રીલંકાનો આંતરવિગ્રહ	Borgerkrigen på Sri Lanka
નિસર્ગોપચાર	Naturmedisin
હાથીના પગ તળે દેહાંતદંડ	Henrettelse med elefant
બોયઝોન	Boyzone
ગાંધાર	Gandhara
લોંકડી	Bengalrev
જાહેરાત એજન્સી	Reklamebyrå
અય્યાવળિ	Ayyavazhi
એમપી	MP
બહુસમુદાયીત્વ	Polyfyletisk gruppe
ગુર્જીય્ફ	Georgij Ivanovitsj Gurdjieff
મોરારજી દેસાઈ	Morarji Desai
સાબુદાણા	Sago
નડીઆદ	Nadiad
વુઝૂ	Wudu
સિટીગ્રુપ	Citigroup
જેસ્સી ઐસેનબર્ગ	Jesse Eisenberg
દલિત	Dalit
ઓપન શોર્ટેસ્ટ પાથ ફર્સ્ટ	Ospf
ગૂગલ ઍનલિટિક્સ	Google Analytics
ગટરવ્યવસ્થા	Kloakkanlegg
કન્યાકુમારી	Kanyakumari
કાચબો	Skilpadder
યુઇએફએ યૂરો ૨૦૧૨ વિભાગ અ	EM i fotball 2012 – Gruppe A
અહમદનગર	Ahmednagar
ઓલ ઈન્ડિયા મુસ્લિમ લીગ	All India Muslim League
અળવી (વનસ્પતિ)	Taro
તાળું	Lås
મદુરાઇ	Madurai
કળિયુગ	Kali Yuga
કેથોલિક યુનિવર્સિટી ઓફ સેકર્ડ હર્ટ	Università Cattolica del Sacro Cuore
રાષ્ટ્રીય પંચાંગ	Indisk nasjonalkalender
ઇસરો	Indian Space Research Organisation
સિતાર	Sitar
લોક સભા	Lok Sabha
લેહ	Leh
ઉજળી પટ્ટાઇ	Steppehauk
અટલ બિહારી વાજપેયી	Atal Bihari Vajpayee
ક્વિંગઝાંગ રેલ્વે	Qingzangbanen
નર્મદા નદી	Narmada
કોહિમા	Kohima
નમાજ઼	Salah
એ.સી. ભક્તિવેદાંત સ્વામી પ્રભુપાદ	A.C. Bhaktivedanta Swami Prabhupada
સુકો મેવો	Tørket frukt
સોનોગ્રાફી પરીક્ષણ	Medisinsk ultralyd
હજ	Hajj
રાવણ	Ravana
પરંપરાગત સંગીત	Folkesang
કેવલાદેવ રાષ્ટ્રીય ઉદ્યાન	Keoladeo nasjonalpark
છત્રપતિ શિવાજી ટર્મિનસ	Chhatrapati Shivaji Terminus
સુરેન્દ્રનગર જિલ્લો	Surendranagar (distrikt)
સોલાપૂર	Solapur
કલ્પના ચાવલા	Kalpana Chawla
દાંડી સત્યાગ્રહ	Saltmarsjen
શિવાજી	Shivaji
મધ્યમ વર્ગ	Middelklasse
સહરાનપુર	Saharanpur
જેસલમેર	Jaisalmer
બોરડી	Kinajujube
ભાવનગર	Bhavnagar
ઝાંસી	Jhansi
મખમલ	Fløyel
એશિયન રમતોત્સવ ૨૦૧૦	Asialekene 2010
ગોરખપુર	Gorakhpur
લાલ બહાદુર શાસ્ત્રી	Lal Bahadur Shastri
રાજ્ય સભા	Rajya Sabha
ઇવૂડ્ પાર્ક	Ewood Park
ઈંડિયા ગેટ	India Gate
બ્રાઉનિંગ હાઇ-પાવર	Browning Hi-Power
પરેજીયુક્ત આહાર	Diett
ગયા	Gaya (India)
હેલોવીન	Allehelgensaften
ફિફા	FIFA
પેટન્ટ	Patent
અમરેલી જિલ્લો	Amreli (distrikt)
જુવાર	Hirse
ક્ષેત્રફળ પ્રમાણે વિશ્વના દેશોની યાદી	Liste over verdens stater etter areal
કસ્તુરબા	Kasturba Gandhi
ઈન્દ્રા નૂયી	Indra Nooyi
આરણ્યક ગ્રંથો	Aranyaka
જીન્દ જિલ્લો	Jind (distrikt)
આશ્રમશાળા	Kostskole
અમરાવતી	Amravati
અમેરિકન ગૅંગ્સ્ટર	American Gangster
વર્ચ્યુઅલાઈઝેશન	Virtualisering
મહા નદી	Mahanadi (elv)
દિલ્હી મેટ્રો રેલ	Delhis metro
વિંધ્યાચલ	Vindhyafjellene
દિસપુર	Dispur
લેંગકાવી	Langkawi
વંદે માતરમ્	Vande Mataram
શ્વેતાંબર	Svetambara
ગઝલ	Gasel
ભારતીય રાષ્ટ્રીય રાજમાર્ગ પ્રાધિકરણ	National Highways Authority of India
ઓલિવ રિડલી દરીયાઈ કાચબો	Bastardskilpadde
ચંપાવત જિલ્લો	Champawat (distrikt)
એકે ૧૦૧	AK-101
એકે-૧૦૩	AK-103
ઇડ્ડક્કિ જિલ્લો	Idukki (distrikt)
વલસાડ	Valsad
એરન સ્વાર્ટઝ	Aaron Swartz
હોશિયારપુર જિલ્લો	Hoshiarpur (distrikt)
કાટવર્ણી ટપકાંવાળી બિલાડી	Rustflekkatt
આમળાં	Amla
કનિષ્ક	Kanishka
સંત કબીર	Kabir
નથુરામ ગોડસે	Nathuram Godse
મહેશ ભૂપતિ	Mahesh Bhupathi
લોકમાન્ય ટિળક	Bal Gangadhar Tilak
ગુરુ ગોવિંદસિંહ	Gobindh Singh
તુલસીદાસ	Tulsidas
ગોપાલ કૃષ્ણ ગોખલે	Gopal Krishna Gokhale
ભારતના રાષ્ટ્રપતિ	Indias president
સેલ્વાસ	Silvassa
ઇન્વેસ્ટમેન્ટ બેન્કિંગ	Investeringsbank
બુકર ટી.વોશિંગ્ટન	Booker T. Washington
પેરુ (ફળ)	Guavaslekten
બદામી વાઘોમડા	Brunsule
અભિનવ બિંદ્રા	Abhinav Bindra
અરીઠાં	Såpebærslekten
કોલ્લમ	Kollam
ઓદાલગુરિ જિલ્લો	Udalguri (distrikt)
ભારત રત્ન	Bharat Ratna
ઘી	Ghi
સારનાથ	Sarnath
સ્વાટ	SWAT
બોસ કોર્પોરેશન	Bose Corporation
ભારતીય સિનેમા	Indisk film
મેરી કોમ	Mary Kom
ઓમ શાંતિ ઓમ	Om Shanti Om
કોટા	Kota (Rajasthan)
મુરાદાબાદ	Moradabad
શંકર દયાલ શર્મા	Shankar Dayal Sharma
આર. કે. નારાયણ	R.K. Narayan
પેપ્સીકો	PepsiCo
ગ્યાની ઝૈલસીંઘ	Giani Zail Singh
રજપુત	Rajputer
દિવેલ	Lakserolje
ગુરુદ્વારા	Gurdwara
ઉત્તર ૨૪ પરગણા જિલ્લો	North 24 Parganas (distrikt)
નોબેલ પારિતોષિક વડે સન્માનીત મહાનુભાવો	Liste over nobelprisvinnere
આદિવાસી	Adivasi
ક્રેડિટ સૂઈસ	Credit Suisse
કૃત્રિમ પેસમેકર	Pacemaker
રાયપુર (છત્તીસગઢ)	Raipur
ચિત્તાગોંગ	Chittagong
થાઇલેન્ડનો ઇતિહાસ	Thailands historie
ક્રિયાવિશેષણ	Adverb
માર્કો કાસાગ્રાન્ડ	Marco Casagrande
મોલિનીઊ સ્ટેડિયમ	Molineux Stadium
સોજી	Semule
સંચય	Periodisering
વસ્તીવધારો	Befolkningsvekst
યુઇએફએ યૂરો ૨૦૧૨ સમયક્રમ	EM i fotball 2012 – Sluttspill
માથ્થીની લખેલી સુવાર્તા	Evangeliet etter Matteus
અગ્નિ	Agni
અમદાવાદ જિલ્લો	Ahmedabad (distrikt)
અહમદનગર જિલ્લો	Ahmadnagar (distrikt)
કારગિલ યુદ્ધ	Kargilkrigen
ઇલેક્ટ્રોપ્લેટિંગ (વિદ્યુતવિઘટન દ્વારા ઢોળ ચઢાવવાની પ્રક્રિયા)	Galvanisering
અજમેર જિલ્લો	Ajmer (distrikt)
સાંગલી	Sangli
જન્માષ્ટમી	Krishna Janmashtami
લોપકચિહ્ન	Apostrof
અલવાર જિલ્લો	Alwar (distrikt)
આંબેડકર નગર જિલ્લો	Ambedkar Nagar (distrikt)
આમેરનો કિલ્લો	Fort Amber
ઝિટ્ટારા	IMI Tavor TAR-21
ફેડએક્સ	FedEx Corporation
દમણ	Daman (by)
નિલગીરી માઉન્ટેઇન રેલ્વે	Nilgiri Mountain Railway
દાર્જીલીંગ હિમાલયન રેલ્વે	Darjeeling Himalayan Railway
સાયના નેહવાલ	Saina Nehwal
મીરાંબાઈ	Mirabai
અલકા યાજ્ઞિક	Alka Yagnik
વેરાઇઝન કમ્યુનિકેશન્સ	Verizon Communications
વિજેન્દર સિંઘ	Vijender Singh
સોનૂ નિગમ	Sonu Nigam
ભારતનું બંધારણ	Indias grunnlov
નવરોઝ	Nouruz
શૈલી	Sjanger
એશિયાઈ રમતોત્સવ	Asialekene
એલન શીયરર	Alan Shearer
અનુકૂલન	Tilpasning (biologi)
એલિસ ઇન ચેઇન્સ	Alice in Chains
ગુરુ	Guru
એન્ડ્રુ કાર્નેગી	Andrew Carnegie
મગ	Mungbønne
ઔરંગઝેબ	Aurangzeb
રાની મુખર્જી	Rani Mukerji
આણંદ જિલ્લો	Anand (distrikt)
હુમાયુ	Humayun
દુનિયાની પ્રાચીન સાત અજાયબીઓ	Verdens syv underverker
ગંગાનગર	Ganganagar
સમોસા	Samosa
ભારતના વડાપ્રધાન	Liste over Indias statsministere
ડી. ડબલ્યુ. સ્ટેડિયમ	DW Stadium
બ્રિટાનિયા સ્ટેડિયમ	Britannia Stadium
વર્ણકોષાશય	Kromatofor
ઇલેક્ટ્રોમાયોગ્રાફી	Elektromyografi
બકરી ઈદ	Id al-adha
પેરેન જિલ્લો	Peren (distrikt)
વિશ્વ ક્ષય દિન	Verdens tuberkulosedag
અકોલા જિલ્લો	Akola (distrikt)
ભૂસ્તરશાસ્ત્રી	Geolog
સિરસા જિલ્લો	Sirsa (distrikt)
રીવા જિલ્લો	Rewa (distrikt)
ગુલાબી પેણ	Rosenpelikan
રોનાલ્ડો	Ronaldo
બાવળ	Gummi arabikum
રાજૌરી જિલ્લો	Rajouri (distrikt)
લિમ્બો(પ્રોગ્રામિંગ ભાષા)	Limbo (programmeringsspråk)
ઉધઈ	Termitter
હુગલી જિલ્લો	Hugli (distrikt)
નાશ પામેલા કપોત	Dronter
શેન વોર્ન	Shane Warne
એમ એફ હુસૈન	Maqbool Fida Husain
વિશ્વ મહાસાગરો દિવસ	Verdenshavenes dag
સેન્ટ મેરી સ્ટેડિયમ	St. Mary's Stadium
વડોદરા જિલ્લો	Vadodara (distrikt)
ઉત્તર કન્નડ જિલ્લો	Uttara Kannada (distrikt)
લિબર્ટી સ્ટેડિયમ	Liberty Stadium
માલેગાંવ	Malegaon
કંડલા બંદર	Kandla
શીખ	Sikher
અલંગ	Alang
ફેક જિલ્લો	Phek (distrikt)
મૈસૂર જિલ્લો	Mysore (distrikt)
ઔરંગાબાદ જિલ્લો	Aurangabad (distrikt i Maharashtra)
સિટી ગ્રાઉન્ડ	City Ground
રાજસમન્દ જિલ્લો	Rajsamand (distrikt)
સરસ્વતી લિપિ	Indusskriften
હિતોપદેશ	Hitopadesha
આગ્રા જિલ્લો	Agra (distrikt)
સોનભદ્ર જિલ્લો	Sonbhadra (distrikt)
કરનાલ જિલ્લો	Karnal (distrikt)
કાનપુર દેહાત જિલ્લો	Ramabai Nagar (distrikt)
પશ્ચિમ સિક્કિમ જિલ્લો	West Sikkim (distrikt)
કૈથલ જિલ્લો	Kaithal (distrikt)
એલેન્ડ રોડ	Elland Road
કિંગ પાવર સ્ટેડિયમ	King Power Stadium
શ્યોપુર જિલ્લો	Sheopur (distrikt)
ઉમરિયા જિલ્લો	Umaria (distrikt)
હોશંગાબાદ જિલ્લો	Hoshangabad (distrikt)
દહીં	Ostemasse
દક્ષિણ ગંગોત્રી	Dakshin Gangotri
કન્નોજ જિલ્લો	Kannauj (distrikt)
કે સી સ્ટેડિયમ	Kingston Communications Stadium
આજી નદી	Aji (elv i India)
જબલપુર જિલ્લો	Jabalpur (distrikt)
હંગ્રી પેઢીના	Hungryalisme
દીમાપૂર જિલ્લો	Dimapur (distrikt)
ડેરી	Meieri
ગોડ્ડા જિલ્લો	Godda (distrikt)
માહે જીલ્લો	Mahe (distrikt)
હિલ્સબોરો સ્ટેડિયમ	Hillsborough Stadium
ઉજળો ગીધ	Himalayagribb
ભિવંડી	Bhiwandi
રતલામ	Ratlam
સિરમૌર જિલ્લો	Sirmaur (distrikt)
બાજરો	Negerhirse
સિમ્બાદ (SIMBAD)	SIMBAD
સાધુ	Sadhu
હીજડા	Hijra (transperson)
ખોર્ધા જિલ્લો	Khordha (distrikt)
મસૂરી	Mussoorie
તાપી જિલ્લો	Tapi (distrikt)
ઘંટી	Møllestein
સ્વિસ બેંક	Banker i Sveits
માચુ પીચુ	Machu Picchu
તેલંગાણા	Telangana
ટ્રાન્સપોર્ટ ફોર લંડન	Transport for London
શ્રીમદ્ ભાગવતમ્	Bhagavata-Purana
ટર્ફ મૂરે	Turf Moor
મહેન્દ્રગઢ જિલ્લો	Mahendragarh (distrikt)
પક્ષી અવલોકન	Fuglekikking
ભદ્રક જિલ્લો	Bhadrak (distrikt)
રિંગટોન	Ringetone
ચોલામંડલમ	De store Chola-templene
ભારતીય સંસદ	Indias parlament
લીંબડી	Limbdi
બસ્તી	Basti (distrikt)
૧૦૨ (અંક)	102 (tall)
વાલ્મીકિ	Valmiki
આર્ય સમાજ	Arya Samaj
કાંગડા જિલ્લો	Kangra (distrikt)
ઋગ્વેદ	Rigveda
ગાયત્રી	Gayatri mantra
દેવરિયા જિલ્લો	Deoria (distrikt)
વેરિસાઇન	Verisign
ભારતીય જ્યોતિષવિદ્યા	Jyotisha
ઇન્દૌર જિલ્લો	Indore (distrikt)
ચિકમંગલૂર જિલ્લો	Chikmagalur (distrikt)
વેક્યૂમ પંપ	Vakuumpumpe
કટની જિલ્લો	Katni (distrikt)
પુષ્કર	Pushkar
પાપલેટ માછલી	Havbrasmer
મમિત જિલ્લો	Mamit (distrikt)
હાવેરી જિલ્લો	Haveri (distrikt)
અલીગઢ જિલ્લો	Aligarh (distrikt)
સાહિબગંજ જિલ્લો	Sahebganj (distrikt)
સિંધુદુર્ગ જિલ્લો	Sindhudurg (distrikt)
દક્ષિણ એશિયા	Sør-Asia
નૈનિતાલ	Nainital
તમિલ	Tamil
ગંજામ જિલ્લો	Ganjam (distrikt)
કપૂરથલા	Kapurthala
કંપની (કાયદો)	Selskap (jus)
આઝમગઢ જિલ્લો	Azamgarh (distrikt)
અઝટેક ચિત્રલિપિ	Aztekisk skrift
કાઠમંડુ જિલ્લો, નેપાળ	Katmandu distrikt
બાબર	Babur
ભુજ	Bhuj
બલાંગીર જિલ્લો	Balangir (distrikt)
બનારસ હિંદુ યુનિવર્સિટી	Banaras Hindu University
બનાસકાંઠા જિલ્લો	Banaskantha (distrikt)
વાંસવાડા જિલ્લો	Banswara (distrikt)
વર્ધમાન જિલ્લો	Bardhaman (distrikt)
બરગઢ જિલ્લો	Bargarh (distrikt)
શિન્તો	Shintōisme
સમઘન	Kube
બીડ જિલ્લો	Beed (distrikt)
બેલગામ જિલ્લો	Belgaum (distrikt)
સામાજિક સાહસિકતા	Sosialt entreprenørskap
દ્વારકા	Dwarka
સેન્ટ એન્ડ્રુ સ્ટેડિયમ	St Andrews (Birmingham)
ભારતીય રેલ	Indian Railways
બ્રાહ્મણ ગ્રંથો	Brahmana
નાનો કરકરીયો	Åkersanger
હવા મહેલ	Hawa Mahal
લાહૌલ અને સ્પીતી જિલ્લો	Lahul and Spiti (distrikt)
કચ્છનો અખાત	Kutchbukta
મછલીપટનમ	Machilipatnam
શિવરાત્રિ	Shivanatten
ધોતીયું	Dhoti
દત્તાત્રેય	Dattatreya
ભરતપુર જિલ્લો	Bharatpur (distrikt)
ભરૂચ જિલ્લો	Bharuch (distrikt)
ભાવનગર જિલ્લો	Bhavnagar (distrikt)
ભૃગુ	Bhrigu
રુદ્ર	Rudra
વરૂ	Asiatisk ulv
આંતરરાષ્ટ્રીય નૃત્ય દિવસ	Dansens dag
વીર્ય દાન	Sæddonasjon
ચામરાજનગર જિલ્લો	Chamarajanagar (distrikt)
ભારતનું પ્રવેશદ્વાર	Gateway of India
કાર્ડિફ સિટી સ્ટેડિયમ	Cardiff City Stadium
ભારતના રાષ્ટ્રપતિઓની યાદી	Liste over Indias presidenter
કાંશીરામ નગર જિલ્લો	Kanshiram Nagar (distrikt)
ઉજ્જૈન જિલ્લો	Ujjain (distrikt)
દહનશીલતા	Brannfare
મદદ:સૂચિ	Hjelp:Portal
ટોંક જિલ્લો	Tonk (distrikt)
જ્ઞાનપીઠ એવોર્ડ	Jnanpith-prisen
રાયચૂર	Raichur
વેદાંગ	Vedanga
પાપડ	Papadam
ઢોસા	Dosa
લઘુ ધિરાણ	Mikrofinans
એલેપ્પી જિલ્લો	Alappuzha (distrikt)
ગુના જિલ્લો	Guna (distrikt)
વિષ્ણુપુર જિલ્લો	Bishnupur (distrikt)
સિરોહી	Sirohi
લોટસ ટેમ્પલ, દિલ્હી	Lotustempelet
થાણા જિલ્લો	Thane (distrikt)
ભારતીય રિઝર્વ બેંક	Indias sentralbank
પહાડી ભાષા	Pahari
શાસ્ત્રીય ભાષા	Klassisk språk
લાખ	Lakh
કોહિમા જિલ્લો	Kohima (distrikt)
મિર્જાપુર	Mirzapur
કોપ્પલ જિલ્લો	Koppal (distrikt)
ફોર્બ્સ	Forbes
હસન જિલ્લો	Hassan (distrikt)
મારુતિ સુઝુકી	Maruti
રોહતક જિલ્લો	Rohtak (distrikt)
ગૂડિસન પાર્ક	Goodison Park
જગતસિંહપુર જિલ્લો	Jagatsinghpur (distrikt)
કુરુક્ષેત્ર જિલ્લો	Kurukshetra (distrikt)
વર્ધા જિલ્લો	Wardha (distrikt)
ફઇ ઝીઓ-તોગ	Fei Xiaotong
કોટા જિલ્લો	Kota (distrikt)
હુગલી ચુચુરા	Hugli-Chinsurah
ઝુનઝુનુન	Jhunjhunu
જૌનપુર	Jaunpur
મલપ્પુરમ જિલ્લો	Malappuram (distrikt)
હેલ બેરી	Halle Berry
જેટકનેક્ટ	JetLite
દરિયાઈ પ્રદૂષણ	Havforurensning
ચંબા જિલ્લો	Chamba (distrikt)
કચ્છ જિલ્લો	Kutch (distrikt)
સેલહર્સ્ટ પાર્ક	Selhurst Park
યોગસૂત્ર	Yogasutra
ચિત્તોડગઢ જિલ્લો	Chittorgarh (distrikt)
નવગ્રહ	Navagraha
અગન ચંડુલ	Australlerke
ચુરુ જિલ્લો	Churu (distrikt)
ભારતનો સ્વાતંત્ર્ય સંગ્રામ	Indisk selvstyrekamp
હરીયલ	Kragegrønndue
લલિતપુર જિલ્લો, નેપાળ	Lalitpur distrikt
કચ્છનું મોટું રણ	Rann of Kutch
જેકુઝી	Jacuzzi
