Aprika	Afrika
Kategorya:Dekada 1730	Kategori:Hendelser i 1730-årene
Padron:Ain communes	Mal:Kommuner i Ain
Kategorya:Dekada ng 1210	Kategori:Hendelser i 1210-årene
Kategorya:Dekada 420	Kategori:Hendelser i 420-årene
Kategorya:Dekada 1240	Kategori:Hendelser i 1240-årene
Kategorya:Dekada 1800	Kategori:Hendelser i 1800-årene
Kategorya:Dekada 1450	Kategori:Hendelser i 1450-årene
Kategorya:Dekada 1570	Kategori:Hendelser i 1570-årene
Kategorya:Dekada 1580	Kategori:Hendelser i 1580-årene
Kategorya:Dekada 1700	Kategori:Hendelser i 1700-årene
Kategorya:Dekada ng 1120	Kategori:Hendelser i 1120-årene
Kategorya:Namatay noong 1028	Kategori:Dødsfall i 1028
Kategorya:Namatay noong 1035	Kategori:Dødsfall i 1035
Kategorya:1037	Kategori:1037
Kategorya:Dekada 1300	Kategori:Hendelser i 1300-årene
Kategorya:Mga pelikula ng 1919	Kategori:Filmer fra 1919
Kategorya:Mga pelikula ng 1930	Kategori:Filmer fra 1930
Kategorya:Mga Ehipsiyo	Kategori:Egyptere
Kategorya:Mga Apgano	Kategori:Afghanere
Kategorya:Namatay noong 1099	Kategori:Dødsfall i 1099
Kategorya:1101	Kategori:1101
Kategorya:1122	Kategori:1122
Kategorya:Mga pelikula ayon sa bansa	Kategori:Film etter nasjonalitet
Kategorya:Mga pelikula ng 1938	Kategori:Filmer fra 1938
Kategorya:Akda	Kategori:Verk
Kategorya:Mga pelikula ng 1939	Kategori:Filmer fra 1939
Kategorya:Ugali ng tao	Kategori:Menneskelig atferd
Kategorya:Tao	Kategori:Mennesker
Kategorya:Hominoidea	Kategori:Menneskeaper
Kategorya:Primates	Kategori:Primater
Kategorya:Namatay noong 1180	Kategori:Dødsfall i 1180
Kategorya:1189	Kategori:1189
Kategorya:Category namespace templates	Kategori:Kategorimaler
Kategorya:1190	Kategori:1190
Kategorya:Ekspedisyong pang-agham	Kategori:Ekspedisjoner
Kategorya:Namatay noong 1190	Kategori:Dødsfall i 1190
Kategorya:Kanin	Kategori:Risretter
Kategorya:1199	Kategori:1199
Kategorya:Namatay noong 1199	Kategori:Dødsfall i 1199
Kategorya:1204	Kategori:1204
Kategorya:1214	Kategori:1214
Kategorya:1223	Kategori:1223
Kategorya:Namatay noong 1223	Kategori:Dødsfall i 1223
Kategorya:Pokémon	Kategori:Pokémon
Kategorya:Microsoft Windows	Kategori:Microsoft Windows
Kategorya:1291	Kategori:1291
Kategorya:1302	Kategori:1302
Kategorya:Namatay noong 1302	Kategori:Dødsfall i 1302
Kategorya:Namatay noong 1324	Kategori:Dødsfall i 1324
Padron:Beyoncé Knowles	Mal:Beyonce Knowles
Kategorya:1340	Kategori:1340
Kategorya:Biyolohiyang pang-ebolusyon	Kategori:Evolusjonsbiologi
Padron:Bk	Mal:Basketballflagg
Kategorya:1363	Kategori:1363
Kategorya:2014	Kategori:2014
Kategorya:2015	Kategori:2015
Kategorya:Ekonomiya ng Pilipinas	Kategori:Filippinenes økonomi
Kategorya:1400	Kategori:1400
Kategorya:Politika ng Biyetnam	Kategori:Vietnamesisk politikk
Kategorya:1444	Kategori:1444
Kategorya:Politika ng Iraq	Kategori:Irakisk politikk
Kategorya:Politika ng Estados Unidos	Kategori:USAs politikk
Padron:User sv-3	Mal:Bruker sv-3
Kategorya:1469	Kategori:1469
Kategorya:Mga pelikula ng 1956	Kategori:Filmer fra 1956
Kategorya:Politika ng Ehipto	Kategori:Egyptisk politikk
Kategorya:València (lungsod)	Kategori:Valencia
Kategorya:1487	Kategori:1487
Kategorya:1492	Kategori:1492
Kategorya:Heograpiya ng India	Kategori:Indias geografi
Kategorya:Namatay noong 1506	Kategori:Dødsfall i 1506
Kategorya:Mga pelikula ng 1993	Kategori:Filmer fra 1993
Padron:Fr icon	Mal:Fr icon
Kategorya:Transportasyon ayon sa bansa	Kategori:Transport etter område
Kategorya:Mga emperador ng Imperyong Bisantino	Kategori:Østromerske keisere
Padron:Twitter	Mal:Twitter
Kategorya:Emberizidae	Kategori:Buskspurver
Kategorya:1533	Kategori:1533
Kategorya:1535	Kategori:1535
Kategorya:Namatay noong 1537	Kategori:Dødsfall i 1537
Kategorya:1540	Kategori:1540
Kategorya:1546	Kategori:1546
Kategorya:1551	Kategori:1551
Kategorya:1555	Kategori:1555
Kategorya:Namatay noong 1555	Kategori:Dødsfall i 1555
Kategorya:Namatay noong 1559	Kategori:Dødsfall i 1559
Kategorya:Biyokimika	Kategori:Biokjemi
Kategorya:1561	Kategori:1561
Kategorya:1572	Kategori:1572
Kategorya:Namatay noong 1572	Kategori:Dødsfall i 1572
Kategorya:1575	Kategori:1575
Kategorya:Relihiyon sa Rusya	Kategori:Religion i Russland
Kategorya:1578	Kategori:1578
Kategorya:1580	Kategori:1580
Kategorya:1582	Kategori:1582
Kategorya:Namatay noong 1582	Kategori:Dødsfall i 1582
Kategorya:1595	Kategori:1595
Kategorya:Mikolohiya	Kategori:Mykologi
Kategorya:1618	Kategori:1618
Kategorya:1622	Kategori:1622
Kategorya:Relihiyon sa Czech Republic	Kategori:Religion i Tsjekkia
Kategorya:1626	Kategori:1626
Kategorya:Namatay noong 1626	Kategori:Dødsfall i 1626
Kategorya:1629	Kategori:1629
Kategorya:1631	Kategori:1631
Kategorya:Digmaang Troya	Kategori:Den trojanske krig
Kategorya:Namatay noong 1631	Kategori:Dødsfall i 1631
Kategorya:1633	Kategori:1633
Kategorya:1635	Kategori:1635
Kategorya:1637	Kategori:1637
Kategorya:1640	Kategori:1640
Kategorya:1642	Kategori:1642
Kategorya:Namatay noong 1642	Kategori:Dødsfall i 1642
Kategorya:1649	Kategori:1649
Kategorya:Namatay noong 1649	Kategori:Dødsfall i 1649
Kategorya:1657	Kategori:1657
Kategorya:1665	Kategori:1665
Kategorya:Namatay noong 1665	Kategori:Dødsfall i 1665
Kategorya:1669	Kategori:1669
Kategorya:Namatay noong 1669	Kategori:Dødsfall i 1669
Kategorya:Namatay noong 1673	Kategori:Dødsfall i 1673
Kategorya:1686	Kategori:1686
Kategorya:Namatay noong 1689	Kategori:Dødsfall i 1689
Kategorya:Namatay noong 1694	Kategori:Dødsfall i 1694
Kategorya:Namatay noong 1701	Kategori:Dødsfall i 1701
Kategorya:1706	Kategori:1706
Kategorya:1720	Kategori:1720
Kategorya:1726	Kategori:1726
Kategorya:Namatay noong 1731	Kategori:Dødsfall i 1731
Kategorya:Mga kumpanyang kinakalakal sa NASDAQ	Kategori:Selskaper notert på NASDAQ
Kategorya:Reality television	Kategori:Reality-TV
Kategorya:Namatay noong 1761	Kategori:Dødsfall i 1761
Kategorya:Namatay noong 1762	Kategori:Dødsfall i 1762
Kategorya:1765	Kategori:1765
Kategorya:1766	Kategori:1766
Pruno	Sviske
Kategorya:1767	Kategori:1767
Kategorya:1769	Kategori:1769
Kategorya:1775	Kategori:1775
Kategorya:1779	Kategori:1779
Kategorya:Namatay noong 1780	Kategori:Dødsfall i 1780
Kategorya:Namatay noong 1782	Kategori:Dødsfall i 1782
Kategorya:Namatay noong 1785	Kategori:Dødsfall i 1785
Kategorya:Heograpiya ng Italya	Kategori:Italias geografi
Kategorya:Namatay noong 1790	Kategori:Dødsfall i 1790
Kategorya:Panitikan ayon sa bansa	Kategori:Litteratur etter område
Kategorya:Sardinia	Kategori:Sardinia
Kategorya:Bitamina	Kategori:Vitaminer
Kategorya:Heograpiya ng Europa	Kategori:Europas geografi
Kategorya:Ika-21 siglo sa Turkiya	Kategori:2000-tallet i Tyrkia
Kategorya:Mga estado ng Alemanya	Kategori:Tyske delstater
Kategorya:Ekonomiya ng Hapon	Kategori:Japans økonomi
Kategorya:Yungib	Kategori:Grotter
Kategorya:Mga tao mula sa Frankfurt	Kategori:Personer fra Frankfurt am Main
Kategorya:Mga kompanyang nakabase sa Hapon	Kategori:Japanske selskaper
Kategorya:Hilagang Rhine-Westphalia	Kategori:Nordrhein-Westfalen
Kategorya:2010 sa Hayti	Kategori:2010 på Haiti
Kategorya:2010 sa Pakistan	Kategori:2010 i Pakistan
Kategorya:1778	Kategori:1778
Kategorya:Normandiya	Kategori:Normandie
Kategorya:1944 sa Hapon	Kategori:1944 i Japan
Kategorya:2010 sa Hapon	Kategori:2010 i Japan
Kategorya:2010 sa Tsina	Kategori:2010 i Kina
Padron:Pangunahin	Mal:Utdypende artikkel
Kategorya:2010 sa Europa	Kategori:2010 i Europa
Kategorya:2010 sa agham	Kategori:Vitenskap i 2010
Kategorya:Kasaysayan ng Alemanya	Kategori:Tysklands historie
Padron:Coord/dec2dms/dm	Mal:Koord/dec2dms/dm
Kategorya:International Olympic Committee country alias templates	Kategori:Landsnavnmaler for OL
Padron:Country flag IOC alias ZZX	Mal:FlagIOCathlete/flagg/ZZX
Kategorya:Mga kompuwestong organiko	Kategori:Organiske forbindelser
Kategorya:Abruzzo	Kategori:Abruzzo
Kategorya:New York	Kategori:New York State
Kategorya:Alaska	Kategori:Alaska
Kategorya:Wisconsin	Kategori:Wisconsin
Kategorya:Kaliporniya	Kategori:California
Kategorya:Hawaii	Kategori:Hawaii
Kategorya:Mga pangyayari sa palakasan sa hinaharap	Kategori:Fremtidige sportsarrangementer
Kategorya:Mga pangyayari sa hinaharap	Kategori:Fremtidige hendelser
Padron:ICDO	Mal:ICDO
Padron:IUCN2006	Mal:IUCN2006
Kategorya:Hapon noong 1945	Kategori:1945 i Japan
Kategorya:Mga gusali at estruktura sa Gresya	Kategori:Byggverk i Hellas
Padron:OrganicBox	Mal:Kjemiskformel
Kategorya:Ikalawang Digmaang Pandaigdig	Kategori:Andre verdenskrig
Kategorya:Unang Digmaang Pandaigdig	Kategori:Første verdenskrig
Padron:Palarong Olimpiko	Mal:Olympiske leker
Kategorya:Mga tangway sa Asya	Kategori:Halvøyer i Asia
Kategorya:Citation templates	Kategori:Referansemaler
Kategorya:Mga tagapagtatag ng relihiyon	Kategori:Religionsstiftere
Padron:Round4-with third	Mal:Round4-with third
Kategorya:Mga tao mula sa Oklahoma	Kategori:Personer fra Oklahoma
Kategorya:Piciformes	Kategori:Spettefugler
Kategorya:Mga Alemang manunulat	Kategori:Tyske forfattere
Kategorya:2010 sa Belhika	Kategori:2010 i Belgia
Kategorya:Mga tao mula sa New Mexico	Kategori:Personer fra New Mexico
Kategorya:Mga insedente ng terorismo noong 2010	Kategori:Terroraksjoner i 2010
Kategorya:2010 sa Indiya	Kategori:2010 i India
Padron:ICD9	Mal:ICD9
Padron:GTA	Mal:Grand Theft Auto
Padron:Infobox kana	Mal:Infoboks kana
Kategorya:Mga Amerikanong pelikulang animasyon	Kategori:Animasjonsfilmer fra USA
Padron:Minor planets navigator	Mal:Småplanetnavigatør
Kategorya:455	Kategori:455
Kategorya:Felidae	Kategori:Kattedyr
Kategorya:599	Kategori:599
Kategorya:Mga Amerikanong liping-Polish	Kategori:Personer fra USA av polsk opphav
Kategorya:Mga Amerikanong liping-Swedish	Kategori:Personer fra USA av svensk opphav
Kategorya:661	Kategori:661
Kategorya:Mga Amerikanong liping-Italyano	Kategori:Personer fra USA av italiensk opphav
Kategorya:Mga Amerikanong liping-Syrian	Kategori:Personer fra USA av syrisk opphav
Kategorya:Mga Amerikanong-Tsino	Kategori:Personer fra USA av kinesisk opphav
Kategorya:Mga Polakong manunulat	Kategori:Polske forfattere
Kategorya:Mga Amerikanong manunulat	Kategori:Forfattere fra USA
Padron:Round8-with third	Mal:Fotballkvartfinaler-med-tredjeplass
Padron:Round8	Mal:Fotballkvartfinaler
Padron:Katolisismo	Mal:Katolisisme
Kategorya:Umbria	Kategori:Umbria
Kategorya:1066	Kategori:1066
Kategorya:Namatay noong 1066	Kategori:Dødsfall i 1066
Padron:Familytree/step2	Mal:Stamtre/step2
Kategorya:1099	Kategori:1099
Padron:Zero	Mal:Null
Padron:OrganicBox atom	Mal:Kjemiskformel atom
Kategorya:1126	Kategori:1126
Kategorya:Abstraktong alhebra	Kategori:Abstrakt algebra
Kategorya:Namatay noong 1950	Kategori:Dødsfall i 1950
Kategorya:Angola	Kategori:Angola
Kategorya:Benin	Kategori:Benin
Kategorya:Côte d'Ivoire	Kategori:Elfenbenskysten
Kategorya:Gabon	Kategori:Gabon
Kategorya:Libya	Kategori:Libya
Kategorya:Madagascar	Kategori:Madagaskar
Kategorya:Malawi	Kategori:Malawi
Kategorya:Morocco	Kategori:Marokko
Kategorya:Mozambique	Kategori:Mosambik
Kategorya:Namibia	Kategori:Namibia
Kategorya:Ruwanda	Kategori:Rwanda
Kategorya:1480	Kategori:1480
Kategorya:Emilia-Romagna	Kategori:Emilia-Romagna
Kategorya:1486	Kategori:1486
Kategorya:Namatay noong 1516	Kategori:Dødsfall i 1516
Kategorya:Namatay noong 1575	Kategori:Dødsfall i 1575
Kategorya:1587	Kategori:1587
Kategorya:Namatay noong 1587	Kategori:Dødsfall i 1587
Kategorya:1589	Kategori:1589
Kategorya:1599	Kategori:1599
Kategorya:1602	Kategori:1602
Kategorya:Namatay noong 1602	Kategori:Dødsfall i 1602
Kategorya:1610	Kategori:1610
Kategorya:Namatay noong 1610	Kategori:Dødsfall i 1610
Kategorya:Namatay noong 1635	Kategori:Dødsfall i 1635
Kategorya:Kasaysayan ng Polonya	Kategori:Polens historie
Kategorya:Namatay noong 1672	Kategori:Dødsfall i 1672
Kategorya:Politika ng Polonya	Kategori:Polsk politikk
Padron:Side box	Mal:Sideboks
Kategorya:Bangkong Pandaigdig	Kategori:Verdensbanken
Kategorya:Kapuluang Britaniko	Kategori:De britiske øyer
Kategorya:Relihiyon sa Poland	Kategori:Religion i Polen
Kategorya:Namatay noong 2011	Kategori:Dødsfall i 2011
Kategorya:Kasarian	Kategori:Kjønn
Kategorya:Mga mang-aawit mula sa Italya	Kategori:Italienske sangere
Kategorya:Batas na pampubliko	Kategori:Offentlig rett
Kategorya:2010 sa Turkiya	Kategori:2010 i Tyrkia
Kategorya:Mga lungsod ng Hessen	Kategori:Byer i Hessen
Padron:Chromosomes	Mal:Kromosomer
Padron:Citation	Mal:Citation
Padron:Citation/core	Mal:Citation/core
Kategorya:Namatay noong 732	Kategori:Dødsfall i 732
Kategorya:Namatay noong 1291	Kategori:Dødsfall i 1291
Kategorya:Namatay noong 1546	Kategori:Dødsfall i 1546
Kategorya:1724	Kategori:1724
Kategorya:1728	Kategori:1728
Kategorya:1731	Kategori:1731
Kategorya:1732	Kategori:1732
Kategorya:1738	Kategori:1738
Kategorya:1740	Kategori:1740
Kategorya:1749	Kategori:1749
Kategorya:1750	Kategori:1750
Kategorya:Namatay noong 1750	Kategori:Dødsfall i 1750
Kategorya:1754	Kategori:1754
Kategorya:1756	Kategori:1756
Kategorya:1758	Kategori:1758
Kategorya:1759	Kategori:1759
Kategorya:1761	Kategori:1761
Kategorya:1762	Kategori:1762
Kategorya:1773	Kategori:1773
Kategorya:1776	Kategori:1776
Kategorya:1777	Kategori:1777
Kategorya:Namatay noong 1779	Kategori:Dødsfall i 1779
Kategorya:1782	Kategori:1782
Kategorya:1784	Kategori:1784
Kategorya:1786	Kategori:1786
Kategorya:1788	Kategori:1788
Kategorya:1790	Kategori:1790
Kategorya:1791	Kategori:1791
Kategorya:Namatay noong 1791	Kategori:Dødsfall i 1791
Kategorya:1792	Kategori:1792
Kategorya:1794	Kategori:1794
Kategorya:1795	Kategori:1795
Kategorya:Namatay noong 1797	Kategori:Dødsfall i 1797
Kategorya:1798	Kategori:1798
Kategorya:1799	Kategori:1799
Kategorya:1802	Kategori:1802
Kategorya:Ipinanganak noong 1802	Kategori:Fødsler i 1802
Kategorya:1804	Kategori:1804
Kategorya:Namatay noong 1804	Kategori:Dødsfall i 1804
Kategorya:1805	Kategori:1805
Kategorya:Namatay noong 1805	Kategori:Dødsfall i 1805
Kategorya:1806	Kategori:1806
Kategorya:Namatay noong 1806	Kategori:Dødsfall i 1806
Kategorya:1807	Kategori:1807
Kategorya:1809	Kategori:1809
Kategorya:1810	Kategori:1810
Kategorya:Namatay noong 1810	Kategori:Dødsfall i 1810
Kategorya:Ipinanganak noong 1811	Kategori:Fødsler i 1811
Kategorya:1813	Kategori:1813
Kategorya:1814	Kategori:1814
Kategorya:1815	Kategori:1815
Kategorya:Namatay noong 1815	Kategori:Dødsfall i 1815
Padron:Nobel Prize in Chemistry Laureates 1951–1975	Mal:Nobelprisvinnere i kjemi 1951–1975
Kategorya:Namatay noong 1817	Kategori:Dødsfall i 1817
Kategorya:1819	Kategori:1819
Kategorya:1820	Kategori:1820
Kategorya:Namatay noong 1820	Kategori:Dødsfall i 1820
Kategorya:1823	Kategori:1823
Kategorya:Namatay noong 1824	Kategori:Dødsfall i 1824
Kategorya:1827	Kategori:1827
Kategorya:Namatay noong 1832	Kategori:Dødsfall i 1832
Kategorya:1834	Kategori:1834
Kategorya:1835	Kategori:1835
Kategorya:1836	Kategori:1836
Kategorya:Namatay noong 1836	Kategori:Dødsfall i 1836
Kategorya:Namatay noong 1837	Kategori:Dødsfall i 1837
Kategorya:1838	Kategori:1838
Kategorya:Namatay noong 1838	Kategori:Dødsfall i 1838
Kategorya:1839	Kategori:1839
Kategorya:1840	Kategori:1840
Kategorya:1843	Kategori:1843
Kategorya:Namatay noong 1844	Kategori:Dødsfall i 1844
Kategorya:1846	Kategori:1846
Kategorya:Namatay noong 1846	Kategori:Dødsfall i 1846
Kategorya:1847	Kategori:1847
Kategorya:1848	Kategori:1848
Kategorya:Namatay noong 1850	Kategori:Dødsfall i 1850
Kategorya:1851	Kategori:1851
Kategorya:Namatay noong 1851	Kategori:Dødsfall i 1851
Kategorya:1852	Kategori:1852
Kategorya:1853	Kategori:1853
Padron:Lalawigan ng Turin	Mal:Kommuner i provinsen Torino
Kategorya:Namatay noong 1853	Kategori:Dødsfall i 1853
Kategorya:1854	Kategori:1854
Kategorya:Namatay noong 1854	Kategori:Dødsfall i 1854
Kategorya:Namatay noong 1855	Kategori:Dødsfall i 1855
Kategorya:1856	Kategori:1856
Kategorya:Namatay noong 1856	Kategori:Dødsfall i 1856
Kategorya:1857	Kategori:1857
Kategorya:Namatay noong 1857	Kategori:Dødsfall i 1857
Kategorya:1858	Kategori:1858
Kategorya:Namatay noong 1858	Kategori:Dødsfall i 1858
Kategorya:1859	Kategori:1859
Kategorya:Namatay noong 1859	Kategori:Dødsfall i 1859
Kategorya:1861	Kategori:1861
Kategorya:Namatay noong 1861	Kategori:Dødsfall i 1861
Kategorya:1862	Kategori:1862
Kategorya:Namatay noong 1862	Kategori:Dødsfall i 1862
Kategorya:1863	Kategori:1863
Kategorya:1864	Kategori:1864
Kategorya:1865	Kategori:1865
Kategorya:Namatay noong 1865	Kategori:Dødsfall i 1865
Kategorya:1866	Kategori:1866
Kategorya:Namatay noong 1867	Kategori:Dødsfall i 1867
Kategorya:1868	Kategori:1868
Kategorya:1869	Kategori:1869
Kategorya:1870	Kategori:1870
Kategorya:Namatay noong 1870	Kategori:Dødsfall i 1870
Kategorya:1871	Kategori:1871
Kategorya:Namatay noong 1871	Kategori:Dødsfall i 1871
Kategorya:1872	Kategori:1872
Kategorya:Namatay noong 1872	Kategori:Dødsfall i 1872
Kategorya:Namatay noong 1873	Kategori:Dødsfall i 1873
Kategorya:1874	Kategori:1874
Kategorya:1876	Kategori:1876
Kategorya:Namatay noong 1878	Kategori:Dødsfall i 1878
Kategorya:1879	Kategori:1879
Kategorya:Namatay noong 1879	Kategori:Dødsfall i 1879
Kategorya:1880	Kategori:1880
Kategorya:1881	Kategori:1881
Kategorya:1882	Kategori:1882
Kategorya:1883	Kategori:1883
Kategorya:1884	Kategori:1884
Kategorya:1885	Kategori:1885
Kategorya:Namatay noong 1885	Kategori:Dødsfall i 1885
Kategorya:1886	Kategori:1886
Kategorya:Namatay noong 1886	Kategori:Dødsfall i 1886
Kategorya:1887	Kategori:1887
Kategorya:1889	Kategori:1889
Kategorya:1890	Kategori:1890
Kategorya:Namatay noong 1890	Kategori:Dødsfall i 1890
Kategorya:1891	Kategori:1891
Kategorya:Namatay noong 1891	Kategori:Dødsfall i 1891
Kategorya:1892	Kategori:1892
Kategorya:Namatay noong 1892	Kategori:Dødsfall i 1892
Kategorya:1893	Kategori:1893
Kategorya:Namatay noong 1893	Kategori:Dødsfall i 1893
Kategorya:1894	Kategori:1894
Kategorya:Namatay noong 1894	Kategori:Dødsfall i 1894
Kategorya:1895	Kategori:1895
Kategorya:Namatay noong 1895	Kategori:Dødsfall i 1895
Kategorya:Namatay noong 1896	Kategori:Dødsfall i 1896
Kategorya:1897	Kategori:1897
Kategorya:Namatay noong 1897	Kategori:Dødsfall i 1897
Kategorya:Namatay noong 1898	Kategori:Dødsfall i 1898
Kategorya:1899	Kategori:1899
Kategorya:Namatay noong 1900	Kategori:Dødsfall i 1900
Kategorya:Namatay noong 1901	Kategori:Dødsfall i 1901
Kategorya:Namatay noong 1905	Kategori:Dødsfall i 1905
Kategorya:Namatay noong 1906	Kategori:Dødsfall i 1906
Kategorya:Namatay noong 1908	Kategori:Dødsfall i 1908
Kategorya:Namatay noong 1909	Kategori:Dødsfall i 1909
Kategorya:Namatay noong 1910	Kategori:Dødsfall i 1910
Kategorya:Namatay noong 1912	Kategori:Dødsfall i 1912
Kategorya:Namatay noong 1913	Kategori:Dødsfall i 1913
Kategorya:Namatay noong 1914	Kategori:Dødsfall i 1914
Kategorya:Namatay noong 1915	Kategori:Dødsfall i 1915
Kategorya:Namatay noong 1916	Kategori:Dødsfall i 1916
Kategorya:Namatay noong 1917	Kategori:Dødsfall i 1917
Kategorya:Namatay noong 1918	Kategori:Dødsfall i 1918
Kategorya:Namatay noong 1919	Kategori:Dødsfall i 1919
Kategorya:Namatay noong 1920	Kategori:Dødsfall i 1920
Kategorya:Namatay noong 1921	Kategori:Dødsfall i 1921
Kategorya:Namatay noong 1923	Kategori:Dødsfall i 1923
Kategorya:Namatay noong 1925	Kategori:Dødsfall i 1925
Kategorya:Namatay noong 1926	Kategori:Dødsfall i 1926
Kategorya:Namatay noong 1927	Kategori:Dødsfall i 1927
Kategorya:Namatay noong 1932	Kategori:Dødsfall i 1932
Kategorya:Namatay noong 1935	Kategori:Dødsfall i 1935
Kategorya:Namatay noong 1936	Kategori:Dødsfall i 1936
Kategorya:Namatay noong 1939	Kategori:Dødsfall i 1939
Kategorya:Namatay noong 1940	Kategori:Dødsfall i 1940
Kategorya:Namatay noong 1941	Kategori:Dødsfall i 1941
Kategorya:Namatay noong 1944	Kategori:Dødsfall i 1944
Kategorya:Namatay noong 1948	Kategori:Dødsfall i 1948
Kategorya:Namatay noong 1951	Kategori:Dødsfall i 1951
Kategorya:Namatay noong 1952	Kategori:Dødsfall i 1952
Kategorya:Namatay noong 1953	Kategori:Dødsfall i 1953
Kategorya:Namatay noong 1954	Kategori:Dødsfall i 1954
Kategorya:Namatay noong 1955	Kategori:Dødsfall i 1955
Kategorya:Namatay noong 1956	Kategori:Dødsfall i 1956
Kategorya:Namatay noong 1957	Kategori:Dødsfall i 1957
Kategorya:Namatay noong 1958	Kategori:Dødsfall i 1958
Kategorya:1961	Kategori:1961
Kategorya:1964	Kategori:1964
Kategorya:Namatay noong 1964	Kategori:Dødsfall i 1964
Kategorya:1965	Kategori:1965
Kategorya:Namatay noong 1965	Kategori:Dødsfall i 1965
Kategorya:1966	Kategori:1966
Kategorya:1967	Kategori:1967
Kategorya:Namatay noong 1967	Kategori:Dødsfall i 1967
Kategorya:Namatay noong 1968	Kategori:Dødsfall i 1968
Kategorya:1969	Kategori:1969
Kategorya:1970	Kategori:1970
Kategorya:Namatay noong 1970	Kategori:Dødsfall i 1970
Kategorya:Namatay noong 1971	Kategori:Dødsfall i 1971
Kategorya:1972	Kategori:1972
Kategorya:Namatay noong 1972	Kategori:Dødsfall i 1972
Kategorya:1973	Kategori:1973
Kategorya:Namatay noong 1973	Kategori:Dødsfall i 1973
Kategorya:1974	Kategori:1974
Kategorya:1975	Kategori:1975
Kategorya:1976	Kategori:1976
Kategorya:Namatay noong 1977	Kategori:Dødsfall i 1977
Kategorya:1978	Kategori:1978
Kategorya:Stub (Tsile)	Kategori:Chilestubber
Kategorya:1979	Kategori:1979
Kategorya:1980	Kategori:1980
Kategorya:1981	Kategori:1981
Kategorya:1982	Kategori:1982
Kategorya:Namatay noong 1982	Kategori:Dødsfall i 1982
Kategorya:1983	Kategori:1983
Kategorya:Namatay noong 1983	Kategori:Dødsfall i 1983
Kategorya:1984	Kategori:1984
Kategorya:Namatay noong 1984	Kategori:Dødsfall i 1984
Kategorya:1985	Kategori:1985
Kategorya:Namatay noong 1985	Kategori:Dødsfall i 1985
Kategorya:1986	Kategori:1986
Kategorya:1987	Kategori:1987
Kategorya:Namatay noong 1987	Kategori:Dødsfall i 1987
Kategorya:1988	Kategori:1988
Kategorya:1989	Kategori:1989
Kategorya:Namatay noong 1989	Kategori:Dødsfall i 1989
Kategorya:1990	Kategori:1990
Kategorya:Namatay noong 1990	Kategori:Dødsfall i 1990
Kategorya:1991	Kategori:1991
Kategorya:1992	Kategori:1992
Kategorya:1993	Kategori:1993
Kategorya:1994	Kategori:1994
Kategorya:1995	Kategori:1995
Kategorya:Namatay noong 1995	Kategori:Dødsfall i 1995
Kategorya:1996	Kategori:1996
Kategorya:Namatay noong 1996	Kategori:Dødsfall i 1996
Kategorya:1997	Kategori:1997
Kategorya:Namatay noong 1997	Kategori:Dødsfall i 1997
Kategorya:1999	Kategori:1999
Kategorya:2000	Kategori:2000
Kategorya:Namatay noong 2000	Kategori:Dødsfall i 2000
Kategorya:2001	Kategori:2001
Kategorya:Namatay noong 2001	Kategori:Dødsfall i 2001
Kategorya:2002	Kategori:2002
Kategorya:Namatay noong 2002	Kategori:Dødsfall i 2002
Kategorya:Namatay noong 2003	Kategori:Dødsfall i 2003
Kategorya:2004	Kategori:2004
Kategorya:Namatay noong 2004	Kategori:Dødsfall i 2004
Kategorya:2005	Kategori:2005
Kategorya:2006	Kategori:2006
Kategorya:Namatay noong 2006	Kategori:Dødsfall i 2006
Kategorya:2007	Kategori:2007
Kategorya:2008	Kategori:2008
Kategorya:2009	Kategori:2009
Kategorya:2010	Kategori:2010
Kategorya:2011	Kategori:2011
Kategorya:Ekonomiya ayon sa bansa	Kategori:Økonomi etter område
Kategorya:Mga paliparan ayon sa bansa	Kategori:Flyplasser etter område
Kategorya:Agham at teknolohiya ayon sa bansa	Kategori:Vitenskap og teknologi etter land
Kategorya:Mga kompanya ayon sa bansa	Kategori:Selskaper etter område
Kategorya:Telebisyon ayon sa bansa	Kategori:TV etter land
Kategorya:Batas ayon sa bansa	Kategori:Rettsvitenskap etter område
Kategorya:Alon	Kategori:Bølger
Kategorya:Musika ayon sa bansa	Kategori:Musikk etter område
Kategorya:Mga natural na kalamidad ayon sa bansa	Kategori:Naturkatastrofer etter land
Kategorya:Mga lindol ayon sa bansa	Kategori:Jordskjelv etter land
Kategorya:Mga anyong-lupa ayon sa bansa	Kategori:Landformer etter land
Kategorya:Politika ng Nigeria	Kategori:Nigeriansk politikk
Kategorya:Politika ng Timog Aprika	Kategori:Sørafrikansk politikk
Kategorya:Politika ng Noruwega	Kategori:Norsk politikk
Kategorya:Politika ng Timog Korea	Kategori:Sørkoreansk politikk
Kategorya:Politika ng Libya	Kategori:Libysk politikk
Kategorya:Politika ng Mehiko	Kategori:Meksikansk politikk
Kategorya:Politika ng Myanmar	Kategori:Myanmarsk politikk
Kategorya:Politika ng Sudan	Kategori:Sudansk politikk
Kategorya:Politika ng Iceland	Kategori:Islandsk politikk
Kategorya:Politika ng Afghanistan	Kategori:Afghansk politikk
Kategorya:Politika ng Algeria	Kategori:Algerisk politikk
Kategorya:Politika ng Yemen	Kategori:Jemenittisk politikk
