Afrik	Afrika
Molekil dyatomik	Toatomig
Leavenworth, Kansas	Leavenworth (Kansas)
Keizer, Oregon	Keizer (Oregon)
Naphtali	Naftali
Rezo alimantè	Næringsvev
Greenwood, Indiana	Greenwood (Indiana)
Berne, Indiana	Berne (Indiana)
Mamaroneck, New York	Mamaroneck
Junction City, Kansas	Junction City (Kansas)
Decorah, Iowa	Decorah
Onawa, Iowa	Onawa (Iowa)
Josue Mayard	Josue Mayard
Doral, Florid	Doral
Telofaz	Telofase
Plymouth, Vermont	Plymouth (Vermont)
West Branch, Iowa	West Branch
Lawrence, Indiana	Lawrence (Indiana)
Vòlkan kòn sann	Sinderkjegle
Powo	Purreløk
Dartmouth, Massachusetts	Dartmouth (Massachusetts)
Hanska, Minnesota	Hanska (Minnesota)
Luverne, Minnesota	Luverne (Minnesota)
Johnsburg, Ilinwa	Johnsburg (Illinois)
Eloi Metullus	Eloi Metullus
Destin Destine	Destin Destine
Ludovic Augustin	Ludovic Augustin
Ludovic Valborge	Ludovic Valborge
Lincoln Wolfenstein	Lincoln Wolfenstein
Pòdpè (awondisman)	Port-de-Paix (arrondissement)
Lakayè (awondisman)	Arcahaie (arrondissement)
Woodbridge, Connecticut	Woodbridge (Connecticut)
Mario Bettinus	Mario Bettini
Rega	Rega (andre betydninger)
Fòlibète (awondisman)	Fort-Liberté (arrondissement)
Laguna Beach, Kalifòni	Laguna Beach (California)
Pittsburg, Kansas	Pittsburg (Kansas)
Lenbe (awondisman)	Limbé (arrondissement)
Trimont, Minnesota	Trimont (Minnesota)
Jounalis	Journalist
Leawood, Kansas	Leawood (Kansas)
Mocksville, Kawolin dinò	Mocksville
Kategori:Menm non	Kategori:Pekere
Kategori:Filozofi	Kategori:Filosofi
Kategori:Boudis	Kategori:Buddhisme
Kategori:Krisyanis	Kategori:Kristendom
Kategori:Endouyis	Kategori:Hinduisme
Kategori:Islamis	Kategori:Islam
Kategori:Jidayis	Kategori:Jødedom
Zaviron	Åre (redskap)
Tigwav (komin)	Petit-Goâve
Sèka Lasous (awondisman)	Cerca la Source (arrondissement)
Sen Rafayèl (awondisman)	Saint-Raphaël (arrondissement)
Valyè (awondisman)	Vallières (arrondissement)
White Springs, Florid	White Springs
Moise Joseph	Moise Joseph
Kwadèbouke (komin)	Croix-des-Bouquets
Roxbury, Connecticut	Roxbury
Pattern	Mønster
Èg	Ørner
Aken (awondisman)	Aquin (arrondissement)
Jip	Kjole og skjørt
Koko	Vulva
Laskawobas (awondisman)	Lascahobas (arrondissement)
Ridgway, Kolorado	Ridgway (Colorado)
Ench (awondisman)	Hinche (arrondissement)
Joel Brutus	Joel Brutus
Pòtoprens (awondisman)	Port-au-Prince (arrondissement)
Lenbe (komin)	Limbé
Elwood, Indiana	Elwood (Indiana)
Vilonia, Arkansas	Vilonia
Koray (awondisman)	Corail (arrondissement)
Albany, Vermont	Albany (Vermont)
Semès	Semester
Norge, Oklahoma	Norge (Oklahoma)
Gwo Mòn (awondisman)	Gros-Morne (arrondissement)
Alan Davies	Alan Davies (komiker)
Kòniyon (komin)	Cornillon
Swansea, Massachusetts	Swansea (Massachusetts)
Gonayiv (awondisman)	Gonaïves (arrondissement)
Sen Mak (awondisman)	Saint-Marc (arrondissement)
Ton	Tunfisk
Wanament (awondisman)	Ouanaminthe (arrondissement)
Gresye (komin)	Gressier
Chenn	Kjetting
Chili, New York	Chili (New York)
Parma, New York	Parma (New York)
Belmont, Wisconsin	Belmont (Wisconsin)
Akil dinò (awondisman)	Acul-du-Nord (arrondissement)
Alexey Chervonenkis	Aleksej Tsjervonenkis
Grann Rivyè dinò (awondisman)	Grande-Rivière du Nord (arrondissement)
Orchard Park, New York	Orchard Park (New York)
Imidite relatif	Relativ fuktighet
Ansdeno (awondisman)	Anse d'Hainault (arrondissement)
Ansavo (awondisman)	Anse-à-Veau (arrondissement)
Grangwav (komin)	Grand-Goâve
Desalin (awondisman)	Dessalines (arrondissement)
Grafèm	Grafem
Nilakantha Somayaji	Nilakantha Somayaji
Timber Lake, Dakota disid	Timber Lake (Sør-Dakota)
Gantye (komin)	Ganthier
Bèlans (awondisman)	Belle-Anse (arrondissement)
Dòsal	Dorsal
Morèn	Morene
Greece, New York	Greece (New York)
Mibalè (awondisman)	Mirebalais (arrondissement)
Presyon vapè	Damptrykk
Moreland Hills, Ohio	Moreland Hills
Jeremi (awondisman)	Jérémie (arrondissement)
Pòsali (awondisman)	Port-Salut (arrondissement)
Jakmèl (awondisman)	Jacmel (arrondissement)
Obòy (awondisman)	Borgne (arrondissement)
Miragwàn (awondisman)	Miragoâne (arrondissement)
Twou dinò (awondisman)	Trou-du-Nord (arrondissement)
Fonvèrèt (komin)	Fonds-Verrettes
Tomazo (komin)	Thomazeau
Plezans (awondisman)	Plaisance (arrondissement)
Koto (awondisman)	Côteaux (arrondissement)
Benè (awondisman)	Bainet (arrondissement)
Mamlad (awondisman)	Marmelade (arrondissement)
Konpa	Kompa
Vòl	Tyveri
Norway, Maine	Norway (Maine)
Itals	The Itals
Wowoli	Sesam
Stockholm, New York	Stockholm (New York)
Yale, Oklahoma	Yale (Oklahoma)
Liberty, Maine	Liberty (Maine)
Bishop Hill, Ilinwa	Bishop Hill
Kategori:Planèt	Kategori:Planeter
Kategori:Kilti	Kategori:Kultur
Sant mas	Massesentrum
Kategori:Lane	Kategori:Årstall
Kategori:Syans imèn	Kategori:Humaniora
Kategori:Kontinan	Kategori:Kontinenter
Kategori:Jewoloji	Kategori:Geologi
Kategori:Lis	Kategori:Lister
Craftsbury, Vermont	Craftsbury
Roger Dorsinville	Roger Dorsinville
Jacques de Billy	Jacques de Billy
Delran, New Jersey	Delran
Émile Roumer	Émile Roumer
Etzer Vilaire	Etzer Vilaire
Frank Kelly	Frank Kelly
Mighty Diamonds	Mighty Diamonds
Nadine Faustin-Parker	Nadine Faustin-Parker
Louis Joseph Janvier	Louis-Joseph Janvier
Pompée Valentin Vastey	Pompée Valentin Vastey
Marie-Thérèse Colimon-Hall	Marie-Thérèse Colimon-Hall
Dèt	Gjeld
Dite	Hardhet (materialvitenskap)
Pioche, Nevada	Pioche (Nevada)
Louise Peltzer	Louise Peltzer
Nesans	Fødsel
Biya	Biljard
Ogden, New York	Ogden (New York)
Hamlin, New York	Hamlin (New York)
Gates, New York	Gates (New York)
Clarkson, New York	Clarkson (New York)
Fayette, New York	Fayette
Astrel Rolland	Astrel Rolland
Gesner Abelard	Gesner Abelard
Rhododendron, Oregon	Rhododendron (Oregon)
Welches, Oregon	Welches
Thomas William Edmondson	Thomas William Edmondson
Ralph Turner	Ralph Lilley Turner
Robert Saint-Brice	Robert Saint-Brice
Virahanka	Virahanka
Monroe, Maine	Monroe (Maine)
Stockholm, Maine	Stockholm (Maine)
Belmont, Maine	Belmont (Maine)
Frankfort, Maine	Frankfort (Maine)
Burnham, Maine	Burnham (Maine)
Knox, Maine	Knox (Maine)
Winterport, Maine	Winterport (Maine)
Islesboro, Maine	Islesboro (Maine)
Freedom, Maine	Freedom (Maine)
Brooks, Maine	Brooks (Maine)
Lincolnville, Maine	Lincolnville (Maine)
Satanyet	Cupania
Konsantrasyon	Konsentrasjon (kjemi)
Murray, New York	Murray (New York)
Riga, New York	Riga (New York)
Sweden, New York	Sweden (New York)
Richford, New York	Richford (New York)
Speed	Fart
Kanna	Ender
Mas atomik	Atommasse
Navè	Vanlig nepe
La	Portal:Kunst
Kategori:Ameriken	Kategori:Personer fra USA
Modèl:Tl	Mal:Mal
Kategori:Peyi	Kategori:Land
Seksyalite	Seksualitet
Kategori:Moun	Kategori:Personer
Wikipedya:Bòt	Wikipedia:Roboter
Kategori:Entènet	Kategori:Internett
Kategori:Etid plant	Kategori:Botanikk
Kategori:Enjenieri	Kategori:Ingeniørvitenskap
Kategori:Medsin	Kategori:Medisin
Kategori:Politik	Kategori:Politikk
Kategori:Aprantisay	Kategori:Utdanning
Kategori:La	Kategori:Kunst
Ejip	Egypt
Najwa	Finne (biologi)
Modèl:Bot	Mal:Bot
Kanada	Canada
Kategori:Syèd	Kategori:Sverige
Eta fondamantal	Grunntilstand
Kategori:Peyi nan Ewòp	Kategori:Land i Europa
Kategori:Ewòp	Kategori:Europa
Kondiktibilite	Elektrisk konduktivitet
Modèl:Documentation	Mal:Dokumentasjon
Kategori:Pou efase	Kategori:Sletting
Kategori:Administratè	Kategori:Administratorer
Kategori:Lang User	Kategori:Wikipedia-brukere etter språk
Biznis	Næringsliv
Azea Austinama	Azea Austinama
Modèl:Softredirect	Mal:Softredirect
Dawonnbès	Fallvind
Modèl:Efase	Mal:Hurtigsletting
Kategori:Teknoloji	Kategori:Teknologi
Kategori:Lang	Kategori:Språk
Kategori:Almanak	Kategori:Kalendere
Kategori:Wikipedya	Kategori:Wikipedia
Wikipedya:Avètisman jeneral	Wikipedia:Generelle forbehold
Solda	Soldat
Modèl:Navbox	Mal:Navboks
Kangourou	Kenguruer
Lajistis	Rettferdighet
Prim	Pris (utmerkelse)
Avantaj mekanik	Gir
Modèl:!	Mal:!
Modèl:Tnavbar	Mal:Tnavbar
Solisyon	Løsning (kjemi)
Antwopoyid	Høyere aper
Kategori:Afrik	Kategori:Afrika
Kategori:Nonm	Kategori:Tall
Kategori:Elektwonik	Kategori:Elektronikk
Kategori:Bib	Kategori:Bibelen
Modèl:Babel-3	Mal:Babel-3
Modèl:Babel	Mal:Babel
Modèl:Commons	Mal:Commons
Modèl:Reflist	Mal:Referanser
Modèl:Eboch	Mal:Stubb
Modèl:User ar-1	Mal:Bruker ar-1
Modèl:User eo-1	Mal:Bruker eo-1
Modèl:User da-2	Mal:Bruker da-2
Modèl:User da	Mal:Bruker da
Modèl:User ca-1	Mal:Bruker ca-1
Modèl:User ca-4	Mal:Bruker ca-4
Modèl:User da-1	Mal:Bruker da-1
Modèl:User eo-3	Mal:Bruker eo-3
Modèl:User de	Mal:Bruker de
Modèl:User de-1	Mal:Bruker de-1
Modèl:User es	Mal:Bruker es
Modèl:User de-3	Mal:Bruker de-3
Modèl:User en-3	Mal:Bruker en-3
Modèl:User en-1	Mal:Bruker en-1
Modèl:User en-2	Mal:Bruker en-2
Modèl:User eo-2	Mal:Bruker eo-2
Modèl:User en-4	Mal:Bruker en-4
Modèl:User fi	Mal:Bruker fi
Modèl:User en-0	Mal:Bruker en-0
Modèl:User es-4	Mal:Bruker es-4
Modèl:User en	Mal:Bruker en
Modèl:User de-2	Mal:Bruker de-2
Modèl:User es-1	Mal:Bruker es-1
Modèl:User fi-1	Mal:Bruker fi-1
Modèl:User fr-1	Mal:Bruker fr-1
Modèl:User ia-2	Mal:Bruker ia-2
Modèl:User io-3	Mal:Bruker io-3
Modèl:User it-3	Mal:Bruker it-3
Modèl:User ja-4	Mal:Bruker ja-4
Modèl:User fr-2	Mal:Bruker fr-2
Modèl:User tr	Mal:Bruker tr
Modèl:User ja	Mal:Bruker ja
Modèl:User ja-1	Mal:Bruker ja-1
Modèl:User it-1	Mal:Bruker it-1
Modèl:User fr	Mal:Bruker fr
Kominote (ekoloji)	Samfunn (økologi)
Kategori:Azerbaydjan	Kategori:Aserbajdsjan
Kategori:User uk	Kategori:Bruker uk
Kategori:Kastil ak Leon	Kategori:Castilla y León
Kategori:User uk-N	Kategori:Bruker uk-N
Modèl:Esoteric	Mal:Komplisert mal
Modèl:Mod	Mal:Mod
Modèl:User sv	Mal:Bruker sv
Modèl:User it	Mal:Bruker it
Modèl:User uk	Mal:Bruker uk
Modèl:User es-2	Mal:Bruker es-2
Modèl:Wikipediasister	Mal:Søsterprosjekt
Kategori:Semèn	Kategori:Dager i uken
Kategori:Satelit toutotou Latè	Kategori:Månen
Kategori:Òganizasyon	Kategori:Organisasjoner
Kategori:Lengwistik	Kategori:Lingvistikk
Kategori:User fr-1	Kategori:Bruker fr-1
Kategori:Im	Kategori:Nasjonalsanger
Modèl:Bwat Peyi	Mal:Infoboks land2
Kategori:User en-4	Kategori:Bruker en-4
Kategori:User en	Kategori:Bruker en
Kategori:User zh	Kategori:Bruker zh
Kategori:User zh-N	Kategori:Bruker zh-N
Kategori:User en-2	Kategori:Bruker en-2
Modèl:Infobox	Mal:Infoboks
Modèl:User eo	Mal:Bruker eo
Modèl:User zh	Mal:Bruker zh
Kategori:Alfabèt	Kategori:Alfabeter
Modèl:Documentation/start box2	Mal:Dokumentasjon/start boks 2
Modèl:User ru-4	Mal:Bruker ru-4
Modèl:Pp-template	Mal:Beskyttet side
Modèl:User nl-1	Mal:Bruker nl-1
Modèl:User nl-2	Mal:Bruker nl-2
Kategori:Vil Alabama	Kategori:Byer i Alabama
Kategori:Agrikilti	Kategori:Landbruk
Modèl:Babel-4	Mal:Babel-4
Modèl:Babel-5	Mal:Babel-5
Modèl:Babel-2	Mal:Babel-2
Modèl:Babel-9	Mal:Babel-9
Modèl:Babel-6	Mal:Babel-6
Kategori:Vil nan Masachosèt	Kategori:Byer i Massachusetts
Sitwonèl	Sitrongress
Kategori:Prezidan	Kategori:Presidenter
Modèl:User ru	Mal:Bruker ru
Modèl:Babel-8	Mal:Babel-8
Modèl:Babel-15	Mal:Babel-15
Kategori:Politisyen	Kategori:Politikere
Modèl:Babel-1	Mal:Babel-1
Kategori:Peryòd istorik	Kategori:Historiske perioder
Kategori:Kominote otonòm nan Espay	Kategori:Spanias autonome regioner
Kategori:Ekriven	Kategori:Forfattere
Kategori:Alfabèt sirilik	Kategori:Det kyrilliske alfabetet
Modèl:User nl	Mal:Bruker nl
Kategori:1035	Kategori:1035
Modèl:User no-2	Mal:Bruker no-2
Modèl:Babel-7	Mal:Babel-7
Modèl:Nonm natirèl	Mal:Infoboks tall
Kategori:Penti	Kategori:Malerkunst
Kategori:Aeropor nan Vyetnam	Kategori:Flyplasser i Vietnam
Modèl:Emergency-bot-shutoff	Mal:Emergency-bot-shutoff
Modèl:User pl-1	Mal:Bruker pl-1
Modèl:User fr-3	Mal:Bruker fr-3
Modèl:User nds-1	Mal:Bruker nds-1
Modèl:Oppose	Mal:Imot
Modèl:User ar-2	Mal:Bruker ar-2
Modèl:User ar-3	Mal:Bruker ar-3
Modèl:User ar	Mal:Bruker ar
Modèl:Itilizatè SUL	Mal:SUL-boks
Kategori:User ja-N	Kategori:Bruker ja-N
Kategori:Satin	Kategori:Saturn
Kategori:Mèki	Kategori:Merkur
Kategori:Vil nan Etazini	Kategori:Byer i USA
Kategori:Karayib	Kategori:Karibia
Modèl:Menm non	Mal:Peker
Modèl:User no-3	Mal:Bruker no-3
Modèl:User no	Mal:Bruker no
Kategori:Vil nan Florid	Kategori:Byer i Florida
Modèl:AlfabètToc	Mal:KategoriTOC
Kategori:Vil nan Kansas	Kategori:Byer i Kansas
Kategori:Achitekti	Kategori:Arkitektur
Kategori:Vil nan Wisconsin	Kategori:Byer i Wisconsin
Modèl:User sv-2	Mal:Bruker sv-2
Modèl:User it-2	Mal:Bruker it-2
Modèl:User fr-4	Mal:Bruker fr-4
Modèl:User la-1	Mal:Bruker la-1
Kategori:User eo	Kategori:Bruker eo
Kategori:User fr	Kategori:Bruker fr
Kategori:User ia	Kategori:Bruker ia
Kategori:User ja	Kategori:Bruker ja
Kategori:User nn	Kategori:Bruker nn
Kategori:User pt	Kategori:Bruker pt
Kategori:User sv	Kategori:Bruker sv
Kategori:User fr-3	Kategori:Bruker fr-3
Kategori:User it-3	Kategori:Bruker it-3
Kategori:User ja-3	Kategori:Bruker ja-3
Kategori:User pl-3	Kategori:Bruker pl-3
Kategori:User ar-3	Kategori:Bruker ar-3
Kategori:User da-1	Kategori:Bruker da-1
Kategori:User fi-1	Kategori:Bruker fi-1
Kategori:User nl-1	Kategori:Bruker nl-1
Kategori:User ar-1	Kategori:Bruker ar-1
Kategori:User fr-4	Kategori:Bruker fr-4
Kategori:User it-4	Kategori:Bruker it-4
Kategori:User da-2	Kategori:Bruker da-2
Kategori:User fr-2	Kategori:Bruker fr-2
Kategori:User ia-2	Kategori:Bruker ia-2
Kategori:User it-2	Kategori:Bruker it-2
Kategori:User ja-2	Kategori:Bruker ja-2
Kategori:User sv-2	Kategori:Bruker sv-2
Kategori:User ar-2	Kategori:Bruker ar-2
Kategori:User cs-N	Kategori:Bruker cs-N
Kategori:User fr-N	Kategori:Bruker fr-N
Kategori:User is-N	Kategori:Bruker is-N
Kategori:User it-N	Kategori:Bruker it-N
Kategori:User nl-N	Kategori:Bruker nl-N
Kategori:User no-N	Kategori:Bruker no-N
Kategori:User ru-N	Kategori:Bruker ru-N
Kategori:User ar-N	Kategori:Bruker ar-N
Kategori:Divètisman	Kategori:Underholdning
Kategori:User ar	Kategori:Bruker ar
Kategori:User ca	Kategori:Bruker ca
Kategori:User ca-1	Kategori:Bruker ca-1
Kategori:User ca-2	Kategori:Bruker ca-2
Kategori:User ca-3	Kategori:Bruker ca-3
Kategori:User ca-4	Kategori:Bruker ca-4
Kategori:User ca-N	Kategori:Bruker ca-N
Kategori:User cs	Kategori:Bruker cs
Kategori:Il	Kategori:Øyer
Kategori:User da	Kategori:Bruker da
Kategori:Quang Binh	Kategori:Quang Binh
Kategori:User da-3	Kategori:Bruker da-3
Kategori:User da-4	Kategori:Bruker da-4
Kategori:User de	Kategori:Bruker de
Kategori:User de-2	Kategori:Bruker de-2
Kategori:User de-3	Kategori:Bruker de-3
Kategori:User de-4	Kategori:Bruker de-4
Kategori:User de-N	Kategori:Bruker de-N
Kategori:User en-3	Kategori:Bruker en-3
Kategori:User en-N	Kategori:Bruker en-N
Kategori:User eo-1	Kategori:Bruker eo-1
Kategori:User eo-2	Kategori:Bruker eo-2
Kategori:User eo-3	Kategori:Bruker eo-3
Kategori:User eo-4	Kategori:Bruker eo-4
Kategori:User eo-N	Kategori:Bruker eo-N
Kategori:User es	Kategori:Bruker es
Kategori:User es-1	Kategori:Bruker es-1
Kategori:User es-2	Kategori:Bruker es-2
Kategori:User es-3	Kategori:Bruker es-3
Kategori:User es-4	Kategori:Bruker es-4
Kategori:User es-N	Kategori:Bruker es-N
Kategori:User fi	Kategori:Bruker fi
Kategori:User fi-2	Kategori:Bruker fi-2
Kategori:User fi-3	Kategori:Bruker fi-3
Kategori:User fi-4	Kategori:Bruker fi-4
Kategori:User fi-N	Kategori:Bruker fi-N
Kategori:User io	Kategori:Bruker io
Kategori:User io-3	Kategori:Bruker io-3
Kategori:User is	Kategori:Bruker is
Kategori:User is-1	Kategori:Bruker is-1
Kategori:User is-2	Kategori:Bruker is-2
Kategori:User is-3	Kategori:Bruker is-3
Kategori:Alfabèt ebre	Kategori:Hebraisk alfabet
Kategori:User pl-N	Kategori:Bruker pl-N
È	Æra
Kategori:Jewometri	Kategori:Geometri
Kategori:Vil nan Israyèl	Kategori:Byer i Israel
Kategori:Atis	Kategori:Kunstnere
Kategori:User it	Kategori:Bruker it
Kategori:User it-1	Kategori:Bruker it-1
Kategori:User ja-1	Kategori:Bruker ja-1
Kategori:User ko	Kategori:Bruker ko
Kategori:Eta nan Etazini	Kategori:USAs delstater
Kategori:User ko-3	Kategori:Bruker ko-3
Kategori:Pwovens peyi Vyetnam	Kategori:Vietnams provinser
Kategori:Vil nan Frans	Kategori:Byer i Frankrike
Èpès senpleks	Herpes simplex
Kategori:User ru-1	Kategori:Bruker ru-1
Pou (ensèk)	Pels- og fjærlus
Modèl:User sv-1	Mal:Bruker sv-1
Kategori:Vil nan Polòy	Kategori:Byer i Polen
Kategori:Vil nan kore disid	Kategori:Byer i Sør-Korea
Flotabilite	Oppdrift
Mizantè	Jording
Kategori:Tipografi	Kategori:Typografi
Kategori:Vil nan Alzas	Kategori:Byer i Alsace
Kategori:Enfòmatik	Kategori:Informatikk
Kategori:Sistèm solè	Kategori:Solsystemet
Kategori:1	Kategori:1
Kategori:Endistri	Kategori:Industri
Kategori:1000	Kategori:1000
Kategori:1038	Kategori:1038
Kategori:1041	Kategori:1041
Kategori:1042	Kategori:1042
Tach solè	Solflekk
Modèl:User da-3	Mal:Bruker da-3
Modèl:User ja-2	Mal:Bruker ja-2
Modèl:User cs	Mal:User cs
Modèl:User ru-2	Mal:Bruker ru-2
Modèl:User es-3	Mal:Bruker es-3
Kategori:Mas	Kategori:Mars
Modèl:User ko-3	Mal:Bruker ko-3
Kategori:User ru	Kategori:Bruker ru
Kategori:User ru-4	Kategori:Bruker ru-4
Kategori:User sv-1	Kategori:Bruker sv-1
Kategori:User sv-N	Kategori:Bruker sv-N
Kategori:User tr	Kategori:Bruker tr
Kategori:User tr-N	Kategori:Bruker tr-N
Kategori:Mizisyen	Kategori:Musikere
Kategori:Matematisyen ris	Kategori:Russiske matematikere
Koub ipsometrik	Isoplett
Modèl:User ca	Mal:Bruker ca
Modèl:User sv-3	Mal:Bruker sv-3
Kategori:Merilann	Kategori:Maryland
Kategori:Ekriven franse	Kategori:Franske forfattere
Kategori:Ekriven ameriken	Kategori:Forfattere fra USA
Modèl:Citation/core	Mal:Citation/core
Kategori:2010	Kategori:2010
Kategori:Istwa Dayiti	Kategori:Haitis historie
Kategori:Kategori eponim	Kategori:Kategorier navngitt etter artikkelinnhold
Modèl:User ca-2	Mal:Bruker ca-2
Modèl:User ca-3	Mal:Bruker ca-3
Modèl:User fi-2	Mal:Bruker fi-2
Modèl:User fi-3	Mal:Bruker fi-3
Modèl:User ko	Mal:Bruker ko
Modèl:User nn-2	Mal:Bruker nn-2
Modèl:User no-1	Mal:Bruker no-1
Modèl:User pt	Mal:Bruker pt
Modèl:User ru-1	Mal:Bruker ru-1
Kategori:Ayisyen	Kategori:Haitiere
Kategori:Kanadyen	Kategori:Canadiere
Kategori:User nl	Kategori:Bruker nl
Kategori:User nn-3	Kategori:Bruker nn-3
Kategori:User no-2	Kategori:Bruker no-2
Kategori:User no	Kategori:Bruker no
Kategori:User zh-1	Kategori:Bruker zh-1
Kategori:User zh-2	Kategori:Bruker zh-2
Kategori:Ameni	Kategori:Armenia
Kategori:Matematisyen endyen	Kategori:Indiske matematikere
Kategori:Matematisyen alman	Kategori:Tyske matematikere
Kategori:Matematisyen ameriken	Kategori:Matematikere fra USA
Kategori:Atlèt ayisyen	Kategori:Haitiske friidrettsutøvere
Kategori:Ekriven ayisyen	Kategori:Haitiske forfattere
Kategori:Ris	Kategori:Russere
Kategori:Matematisyen franse	Kategori:Franske matematikere
Kategori:Foutbalè ayisyen	Kategori:Haitiske fotballspillere
Kategori:Jipitè	Kategori:Jupiter
Kategori:Eleman chimik	Kategori:Grunnstoffer
Kategori:Politisyen ayisyen	Kategori:Haitiske politikere
Kategori:Matematisyen britanik	Kategori:Britiske matematikere
Modèl:User de-4	Mal:Bruker de-4
Kategori:Prezidan Etazini	Kategori:USAs presidenter
Kategori:Kostarika	Kategori:Costa Rica
Kategori:Irigwe	Kategori:Uruguay
Kategori:Ayiti	Kategori:Haiti
Kategori:Jezikris	Kategori:Jesus
Kategori:Vil nan Venezwela	Kategori:Byer i Venezuela
Kategori:Sezon	Kategori:Årstid
Kategori:366 jou yo nan almanak gregoryen	Kategori:Dager i året
Kategori:Repiblik	Kategori:Republikker
Kategori:Peyi skandinav	Kategori:Skandinavia
Kategori:Peyi nan Amerik disid	Kategori:Land i Sør-Amerika
Kategori:Pak nasyonal Vyetnam	Kategori:Nasjonalparker i Vietnam
Kategori:Mitoloji grèk	Kategori:Gresk mytologi
Kategori:Kapital	Kategori:Hovedsteder
Kategori:Vil nan Kanada	Kategori:Byer i Canada
Kategori:Vil nan Georgie	Kategori:Byer i Georgia (USA)
Kategori:Vil nan Merilann	Kategori:Byer i Maryland
Kategori:Andalouzi	Kategori:Andalucía
Kategori:Telekominikasyon	Kategori:Telekommunikasjon
Kategori:Maladi	Kategori:Sykdommer
Kategori:Hô-Chi-Minh-Vil	Kategori:Ho Chi Minh-byen
Kategori:User pl	Kategori:Bruker pl
Kategori:Transpò	Kategori:Transport
Kategori:Solèy	Kategori:Solen
Kategori:Galaksi	Kategori:Galakser
Kategori:Amerik dinò	Kategori:Nord-Amerika
Kategori:Matematisyen	Kategori:Matematikere
Kategori:Fizisyen	Kategori:Fysikere
Kategori:Atlèt	Kategori:Sportsutøvere
Kategori:Demokrasi	Kategori:Demokrati
Kategori:Medikaman	Kategori:Legemidler
Karòt	Gulrot
Kategori:Kilti nan Venezwela	Kategori:Venezuelansk kultur
Kategori:Vil Vyetnam	Kategori:Byer i Vietnam
Kategori:Vil nan Brezil	Kategori:Byer i Brasil
Kategori:Vil nan Espay	Kategori:Byer i Spania
Kategori:Vil nan Ayiti	Kategori:Byer i Haiti
Kategori:Vil nan Kiba	Kategori:Byer på Cuba
Kategori:Il nan Ayiti	Kategori:Øyer i Haiti
Kategori:Legliz Jezikri pou Sen Dènye Jou yo	Kategori:Jesu Kristi Kirke av Siste Dagers Hellige
Modèl:Babel-10	Mal:Babel-10
Kategori:Kolektivite tèritoryal	Kategori:Undernasjonale områder
Kategori:Lekòl	Kategori:Skoler
Kategori:Machin senp	Kategori:Enkle maskiner
Sòlstis ete	Sommersolverv
Modèl:User pl-3	Mal:User pl-3
Trojany	Trojany
Kategori:Peyi nan Azi	Kategori:Land i Asia
Modèl:Babel-14	Mal:Babel-14
Modèl:Babel-13	Mal:Babel-13
Modèl:Babel-12	Mal:Babel-12
Modèl:Babel-11	Mal:Babel-11
Kategori:Lalwa	Kategori:Lover
Kategori:Aljèb	Kategori:Algebra
Kategori:Awondisman nan Ayiti	Kategori:Haitis arrondissementer
Kategori:Depatman nan Ayiti	Kategori:Haitis departementer
Kategori:Vil nan Mississippi	Kategori:Byer i Mississippi
Kategori:Vil nan Missourii	Kategori:Byer i Missouri
Kategori:Vil nan Nebraska	Kategori:Byer i Nebraska
Kategori:Vil nan Oregon	Kategori:Byer i Oregon
Kategori:Aktè ayisyen	Kategori:Haitiske skuespillere
Kategori:Mizisyen ayisyen	Kategori:Haitiske musikere
Kategori:Anachi	Kategori:Anarkisme
Kategori:Atis panyòl	Kategori:Spanske kunstnere
Kategori:Enprimri	Kategori:Trykking
Kategori:Vil nan Rio Grande fè Sul	Kategori:Kommuner i Rio Grande do Sul
Kategori:Vil Alaska	Kategori:Byer i Alaska
Kategori:Vil nan Ohio	Kategori:Byer i Ohio
Kategori:Vil nan Texas	Kategori:Byer i Texas
Kategori:Prezidan Ayiti	Kategori:Haitis presidenter
Kategori:Vil	Kategori:Byer
Kategori:Inivèsite Dayiti	Kategori:Universiteter i Haiti
Modèl:Lane sa nan tout almanak yo	Mal:Årstall i andre kalendere
Kategori:User en-1	Kategori:Bruker en-1
Kategori:User de-1	Kategori:Bruker de-1
Kategori:User da-N	Kategori:Bruker da-N
Tik	Flåtter
Groton, Connecticut	Groton
