Afraga	Afrika
Teamplaid:User ja	Mal:Bruker ja
Teamplaid:User ja-1	Mal:Bruker ja-1
Teamplaid:User it-1	Mal:Bruker it-1
Teamplaid:User hr-1	Mal:Bruker hr-1
Teamplaid:User fr	Mal:Bruker fr
Roinn-seòrsa:Moldàibhia	Kategori:Moldova
Roinn-seòrsa:Àisia	Kategori:Asia
Roinn-seòrsa:An t-Sile	Kategori:Chile
Roinn-seòrsa:21mh linn	Kategori:2000-tallet
Roinn-seòrsa:User uk	Kategori:Bruker uk
Roinn-seòrsa:Aimearaga a Deas	Kategori:Sør-Amerika
Roinn-seòrsa:Castilla y León	Kategori:Castilla y León
Roinn-seòrsa:User uk-N	Kategori:Bruker uk-N
Teamplaid:Intricate template	Mal:Komplisert mal
Roinn-seòrsa:Malaysia	Kategori:Malaysia
Roinn-seòrsa:Ball-coise	Kategori:Fotball
Teamplaid:Mod	Mal:Mod
Teamplaid:User sv	Mal:Bruker sv
Teamplaid:User it	Mal:Bruker it
Teamplaid:User uk	Mal:Bruker uk
Teamplaid:User es-2	Mal:Bruker es-2
Roinn-seòrsa:Cànanachas	Kategori:Lingvistikk
Teamplaid:Edit	Mal:Rediger
Teamplaid:CC-by-sa-3.0	Mal:Cc-by-sa-3.0
Roinn-seòrsa:User fr-1	Kategori:Bruker fr-1
Teamplaid:Dùthaich showdata	Mal:Country showdata
Teamplaid:Infobox musical artist	Mal:Infoboks musiker
Teamplaid:Ambox	Mal:Amboks
Teamplaid:Navigational templates	Mal:Navigational templates
Teamplaid:Dùthaich	Mal:Infoboks land2
Teamplaid:Str left	Mal:Str left
Teamplaid:Str sub long	Mal:Str sub
Teamplaid:Tmbox	Mal:Tmbox
Teamplaid:Cleanup	Mal:Opprydning
Teamplaid:Dablink	Mal:Dablink
Teamplaid:Exzellent	Mal:Utmerket
Roinn-seòrsa:User en-4	Kategori:Bruker en-4
Roinn-seòrsa:User en	Kategori:Bruker en
Roinn-seòrsa:User zh	Kategori:Bruker zh
Roinn-seòrsa:Croàisia	Kategori:Kroatia
Roinn-seòrsa:User zh-N	Kategori:Bruker zh-N
Roinn-seòrsa:User en-2	Kategori:Bruker en-2
Teamplaid:Infobox	Mal:Infoboks
Teamplaid:TOCright	Mal:TOC right
Teamplaid:Ns0	Mal:Main other
Teamplaid:Image class names	Mal:Image class names
Teamplaid:User zh	Mal:Bruker zh
Roinn-seòrsa:Aibidil	Kategori:Alfabeter
Teamplaid:Documentation/start box	Mal:Dokumentasjon/start boks
Teamplaid:Documentation/end box2	Mal:Dokumentasjon/end boks 2
Teamplaid:Documentation/start box2	Mal:Dokumentasjon/start boks 2
Roinn-seòrsa:Sgrìobhadairean Breatannach	Kategori:Britiske forfattere
Teamplaid:Cite web	Mal:Kilde www
Teamplaid:Ombox	Mal:Pmboks
Teamplaid:User ru-4	Mal:Bruker ru-4
Teamplaid:Coor URL	Mal:Koor URL
Teamplaid:Pp-template	Mal:Beskyttet side
Teamplaid:User nl-1	Mal:Bruker nl-1
Teamplaid:Wiktionary	Mal:Wiktionary
Teamplaid:User nl-2	Mal:Bruker nl-2
Roinn-seòrsa:Àiteachas	Kategori:Landbruk
Teamplaid:Babel-4	Mal:Babel-4
Teamplaid:Babel-9	Mal:Babel-9
Teamplaid:User ru	Mal:Bruker ru
Roinn-seòrsa:20mh linn	Kategori:1900-tallet
Teamplaid:IPA	Mal:IPA
Teamplaid:Cinn-suidhe nan Stàitean Aonaichte	Mal:USAs presidenter
Roinn-seòrsa:Teamplaid:Cànan	Kategori:Babel-maler
Teamplaid:LangWithName	Mal:Language with name
Roinn-seòrsa:Washington (stàit)	Kategori:Washington
Teamplaid:Beinn	Mal:Infoboks fjell
Teamplaid:Birth date and age	Mal:Fødselsdato og alder
Teamplaid:Babel field 1	Mal:Babel1
Teamplaid:MONTHNAME	Mal:MONTHNAME
Teamplaid:Neach-poileataigs	Mal:Infoboks person med verv
Teamplaid:Death date and age	Mal:Dødsdato og alder
Teamplaid:Fmbox	Mal:Fmbox
Roinn-seòrsa:19mh linn	Kategori:1800-tallet
Roinn-seòrsa:Sgrìobhadairean	Kategori:Forfattere
Roinn-seòrsa:Oilthighean	Kategori:Universiteter
Teamplaid:Tlc	Mal:Tlc
Teamplaid:Booland	Mal:Both
Teamplaid:User pt-1	Mal:Bruker pt-1
Roinn-seòrsa:Sgiobanan ball-coise Edailteach	Kategori:Fotballag i Italia
Teamplaid:Hidden	Mal:Skjult
Teamplaid:User nl	Mal:Bruker nl
Teamplaid:User no-2	Mal:Bruker no-2
Teamplaid:Duais Nobel ann an Litreachas	Mal:Nobelprisvinnere i litteratur
Teamplaid:Documentation subpage	Mal:Dokumentasjonsunderside
Teamplaid:Tlx	Mal:Malp
Teamplaid:Str len	Mal:Str len
Teamplaid:Purge	Mal:Oppdater
Teamplaid:Lorem	Mal:Lorem ipsum
Teamplaid:Babel field 4	Mal:Babel4
Teamplaid:User pl-1	Mal:Bruker pl-1
Teamplaid:User fr-3	Mal:Bruker fr-3
Teamplaid:Redirect	Mal:Omdirigering
Teamplaid:User nds-1	Mal:Bruker nds-1
Teamplaid:Cc-by-sa-2.0	Mal:Cc-by-sa-2.0
Teamplaid:Mbox	Mal:Mbox
Teamplaid:Coord/link	Mal:Koord/lenke
Teamplaid:Làithean na seachdain	Mal:Ukedager
Roinn-seòrsa:Carolina a Tuath	Kategori:Nord-Carolina
Roinn-seòrsa:User ja-N	Kategori:Bruker ja-N
Teamplaid:User als	Mal:Bruker als
Teamplaid:URL	Mal:URL
Roinn-seòrsa:Teamplaid:Infobox	Kategori:Infobokser
Roinn-seòrsa:An Ear Mheadhanach	Kategori:Midtøsten
Teamplaid:Selectskin	Mal:Select skin
Teamplaid:Para	Mal:Para
Teamplaid:Death year and age	Mal:Dødsår og alder
Teamplaid:User no	Mal:Bruker no
Roinn-seòrsa:Carolina a Deas	Kategori:Sør-Carolina
Teamplaid:Tlf	Mal:Tlf
Teamplaid:Babel field 3	Mal:Babel3
Roinn-seòrsa:Ailtireachd	Kategori:Arkitektur
Teamplaid:User sv-2	Mal:Bruker sv-2
Teamplaid:User it-2	Mal:Bruker it-2
Teamplaid:Age	Mal:Alder
Teamplaid:Convert	Mal:Konverter
Teamplaid:Coord	Mal:Koord
Roinn-seòrsa:Aibhnichean na h-Alba	Kategori:Elver i Skottland
Roinn-seòrsa:Wyoming	Kategori:Wyoming
Teamplaid:User fr-4	Mal:Bruker fr-4
Roinn-seòrsa:Bailtean na h-Alba	Kategori:Byer i Skottland
Teamplaid:User la-1	Mal:Bruker la-1
Roinn-seòrsa:User szl	Kategori:Bruker szl
Roinn-seòrsa:User az	Kategori:Bruker az
Roinn-seòrsa:User be	Kategori:Bruker be
Roinn-seòrsa:User hr	Kategori:Bruker hr
Roinn-seòrsa:User kw	Kategori:Bruker kw
Roinn-seòrsa:User sco	Kategori:Bruker sco
Roinn-seòrsa:User sk	Kategori:Bruker sk
Roinn-seòrsa:User sl	Kategori:Bruker sl
Roinn-seòrsa:User eo	Kategori:Bruker eo
Roinn-seòrsa:User et	Kategori:Bruker et
Roinn-seòrsa:User fr	Kategori:Bruker fr
Roinn-seòrsa:User gl	Kategori:Bruker gl
Roinn-seòrsa:User cy	Kategori:Bruker cy
Roinn-seòrsa:User gd	Kategori:Bruker gd
Roinn-seòrsa:User id	Kategori:Bruker id
Roinn-seòrsa:User ga	Kategori:Bruker ga
Roinn-seòrsa:User ja	Kategori:Bruker ja
Roinn-seòrsa:User la	Kategori:Bruker la
Roinn-seòrsa:User nn	Kategori:Bruker nn
Roinn-seòrsa:User pt	Kategori:Bruker pt
Roinn-seòrsa:User rm	Kategori:Bruker rm
Roinn-seòrsa:User ro	Kategori:Bruker ro
Roinn-seòrsa:User sv	Kategori:Bruker sv
Roinn-seòrsa:User cs-3	Kategori:Bruker cs-3
Roinn-seòrsa:User fr-3	Kategori:Bruker fr-3
Roinn-seòrsa:User gd-3	Kategori:Bruker gd-3
Roinn-seòrsa:User it-3	Kategori:Bruker it-3
Roinn-seòrsa:User ja-3	Kategori:Bruker ja-3
Roinn-seòrsa:User nl-3	Kategori:Bruker nl-3
Roinn-seòrsa:User da-1	Kategori:Bruker da-1
Roinn-seòrsa:User et-1	Kategori:Bruker et-1
Roinn-seòrsa:User cy-1	Kategori:Bruker cy-1
Roinn-seòrsa:Cleachdaiche gd-1	Kategori:Bruker gd-1
Roinn-seòrsa:User ga-1	Kategori:Bruker ga-1
Roinn-seòrsa:User nl-1	Kategori:Bruker nl-1
Roinn-seòrsa:User pl-1	Kategori:Bruker pl-1
Roinn-seòrsa:User rm-1	Kategori:Bruker rm-1
Roinn-seòrsa:User ro-1	Kategori:Bruker ro-1
Roinn-seòrsa:User tr-1	Kategori:Bruker tr-1
Roinn-seòrsa:User ar-1	Kategori:Bruker ar-1
Roinn-seòrsa:User fr-4	Kategori:Bruker fr-4
Roinn-seòrsa:User be-2	Kategori:Bruker be-2
Roinn-seòrsa:User da-2	Kategori:Bruker da-2
Roinn-seòrsa:User sco-2	Kategori:Bruker sco-2
Roinn-seòrsa:User sk-2	Kategori:Bruker sk-2
Roinn-seòrsa:User fr-2	Kategori:Bruker fr-2
Roinn-seòrsa:User gd-2	Kategori:Bruker gd-2
Roinn-seòrsa:User it-2	Kategori:Bruker it-2
Roinn-seòrsa:User la-2	Kategori:Bruker la-2
Roinn-seòrsa:User nl-2	Kategori:Bruker nl-2
Roinn-seòrsa:User pl-2	Kategori:Bruker pl-2
Roinn-seòrsa:User sv-2	Kategori:Bruker sv-2
Roinn-seòrsa:User tr-2	Kategori:Bruker tr-2
Roinn-seòrsa:User cs-N	Kategori:Bruker cs-N
Roinn-seòrsa:User sl-N	Kategori:Bruker sl-N
Roinn-seòrsa:User fr-N	Kategori:Bruker fr-N
Roinn-seòrsa:User cy-N	Kategori:Bruker cy-N
Roinn-seòrsa:User it-N	Kategori:Bruker it-N
Roinn-seòrsa:User nl-N	Kategori:Bruker nl-N
Roinn-seòrsa:User no-N	Kategori:Bruker no-N
Roinn-seòrsa:User nn-N	Kategori:Bruker nn-N
Roinn-seòrsa:User ru-N	Kategori:Bruker ru-N
Roinn-seòrsa:Prìomh-bhailtean ann an Roinn a' Chuain Shèimh	Kategori:Hovedsteder i Oseania
Roinn-seòrsa:User af	Kategori:Bruker af
Roinn-seòrsa:User af-1	Kategori:Bruker af-1
Roinn-seòrsa:User af-2	Kategori:Bruker af-2
Roinn-seòrsa:User als	Kategori:Bruker als
Roinn-seòrsa:User als-1	Kategori:Bruker als-1
Roinn-seòrsa:User ar	Kategori:Bruker ar
Roinn-seòrsa:User az-N	Kategori:Bruker az-N
Roinn-seòrsa:User cs	Kategori:Bruker cs
Roinn-seòrsa:User da	Kategori:Bruker da
Roinn-seòrsa:User de	Kategori:Bruker de
Roinn-seòrsa:User de-2	Kategori:Bruker de-2
Roinn-seòrsa:User de-3	Kategori:Bruker de-3
Roinn-seòrsa:User de-4	Kategori:Bruker de-4
Roinn-seòrsa:User de-N	Kategori:Bruker de-N
Roinn-seòrsa:User dsb	Kategori:Bruker dsb
Roinn-seòrsa:User dsb-1	Kategori:Bruker dsb-1
Roinn-seòrsa:User el	Kategori:Bruker el
Roinn-seòrsa:User el-N	Kategori:Bruker el-N
Roinn-seòrsa:User en-3	Kategori:Bruker en-3
Roinn-seòrsa:User en-N	Kategori:Bruker en-N
Roinn-seòrsa:User eo-1	Kategori:Bruker eo-1
Roinn-seòrsa:User eo-2	Kategori:Bruker eo-2
Roinn-seòrsa:User eo-3	Kategori:Bruker eo-3
Roinn-seòrsa:User es	Kategori:Bruker es
Roinn-seòrsa:User es-1	Kategori:Bruker es-1
Roinn-seòrsa:User es-2	Kategori:Bruker es-2
Roinn-seòrsa:User es-3	Kategori:Bruker es-3
Roinn-seòrsa:User es-N	Kategori:Bruker es-N
Roinn-seòrsa:User fa	Kategori:Bruker fa
Roinn-seòrsa:User fa-1	Kategori:Bruker fa-1
Roinn-seòrsa:User fi	Kategori:Bruker fi
Roinn-seòrsa:User fi-N	Kategori:Bruker fi-N
Roinn-seòrsa:User fur	Kategori:Bruker fur
Roinn-seòrsa:User fur-1	Kategori:Bruker fur-1
Roinn-seòrsa:User ga-3	Kategori:Bruker ga-3
Roinn-seòrsa:1680an	Kategori:Hendelser i 1680-årene
Roinn-seòrsa:User he	Kategori:Bruker he
Roinn-seòrsa:User he-2	Kategori:Bruker he-2
Teamplaid:N/a	Mal:N/a
Roinn-seòrsa:User hr-1	Kategori:Bruker hr-1
Roinn-seòrsa:User hu	Kategori:Bruker hu
Roinn-seòrsa:User hu-1	Kategori:Bruker hu-1
Roinn-seòrsa:User id-3	Kategori:Bruker id-3
Roinn-seòrsa:User io	Kategori:Bruker io
Roinn-seòrsa:User io-3	Kategori:Bruker io-3
Roinn-seòrsa:User is	Kategori:Bruker is
Roinn-seòrsa:User is-1	Kategori:Bruker is-1
Roinn-seòrsa:User als-N	Kategori:Bruker als-N
Teamplaid:User la-3	Mal:Bruker la-3
Roinn-seòrsa:Aibidil Eabhra	Kategori:Hebraisk alfabet
Roinn-seòrsa:User pl-N	Kategori:Bruker pl-N
Roinn-seòrsa:User pt-1	Kategori:Bruker pt-1
Roinn-seòrsa:Sgrìobhadairean Portagaileach	Kategori:Portugisiske forfattere
Roinn-seòrsa:Geoimeatras	Kategori:Geometri
Roinn-seòrsa:Na h-Eileanan Canàrach	Kategori:Kanariøyene
Roinn-seòrsa:User it	Kategori:Bruker it
Roinn-seòrsa:User it-1	Kategori:Bruker it-1
Roinn-seòrsa:User ja-1	Kategori:Bruker ja-1
Roinn-seòrsa:User la-1	Kategori:Bruker la-1
Roinn-seòrsa:User la-3	Kategori:Bruker la-3
Leòdhas	Lewis (Hebridene)
Roinn-seòrsa:1510an	Kategori:Hendelser i 1510-årene
Teamplaid:Cànain Cheilteach	Mal:Keltiske språk
Breac-òtraich	Herpes simplex
Roinn-seòrsa:User ru-1	Kategori:Bruker ru-1
Teamplaid:Expand list	Mal:Ufullstendig liste
Teamplaid:Tdeprecated	Mal:Utdatert mal
Mial	Pels- og fjærlus
Teamplaid:User sv-1	Mal:Bruker sv-1
Roinn-seòrsa:1970an	Kategori:Hendelser i 1970-årene
Roinn-seòrsa:1890an	Kategori:Hendelser i 1890-årene
Teamplaid:Babel field 2	Mal:Babel2
Roinn-seòrsa:Strìopachas	Kategori:Prostitusjon
Roinn-seòrsa:Criogaid	Kategori:Cricket
Roinn-seòrsa:Sasainn	Kategori:England
Maorach	Skalldyr
Aitheamh	Favn
Teamplaid:Str ≥ len	Mal:Str ≥ len
Roinn-seòrsa:User nds	Kategori:Bruker nds
Roinn-seòrsa:User nds-1	Kategori:Bruker nds-1
Roinn-seòrsa:User nds-N	Kategori:Bruker nds-N
Roinn-seòrsa:Sgrìobhadairean Sasannach	Kategori:Engelske forfattere
Roinn-seòrsa:Sgrìobhadairean Pearùthach	Kategori:Peruanske forfattere
Roinn-seòrsa:Uisge	Kategori:Vann
Roinn-seòrsa:Oklahoma	Kategori:Oklahoma
Roinn-seòrsa:A' Bhealaruis	Kategori:Hviterussland
Roinn-seòrsa:Alba Nuadh	Kategori:Nova Scotia
Roinn-seòrsa:Massachusetts	Kategori:Massachusetts
Teamplaid:Mòr-roinnean ann an Canada	Mal:Canadas provinser og territorier
Roinn-seòrsa:1940an	Kategori:Hendelser i 1940-årene
Roinn-seòrsa:1900an	Kategori:Hendelser i 1900-årene
Roinn-seòrsa:1910an	Kategori:Hendelser i 1910-årene
Roinn-seòrsa:1920an	Kategori:Hendelser i 1920-årene
Roinn-seòrsa:1930an	Kategori:Hendelser i 1930-årene
Roinn-seòrsa:1950an	Kategori:Hendelser i 1950-årene
Roinn-seòrsa:1960an	Kategori:Hendelser i 1960-årene
Roinn-seòrsa:1980an	Kategori:Hendelser i 1980-årene
Roinn-seòrsa:1990an	Kategori:Hendelser i 1990-årene
Roinn-seòrsa:2000an	Kategori:Hendelser i 2000-årene
Roinn-seòrsa:2010an	Kategori:Hendelser i 2010-årene
Roinn-seòrsa:2030an	Kategori:Hendelser i 2030-årene
Teamplaid:User cs	Mal:User cs
Teamplaid:User ru-2	Mal:Bruker ru-2
Teamplaid:User es-3	Mal:Bruker es-3
Roinn-seòrsa:User pt-2	Kategori:Bruker pt-2
Roinn-seòrsa:User pt-N	Kategori:Bruker pt-N
Roinn-seòrsa:User ro-2	Kategori:Bruker ro-2
Roinn-seòrsa:User ru	Kategori:Bruker ru
Roinn-seòrsa:User ru-2	Kategori:Bruker ru-2
Roinn-seòrsa:User ru-3	Kategori:Bruker ru-3
Roinn-seòrsa:User ru-4	Kategori:Bruker ru-4
Roinn-seòrsa:User sk-1	Kategori:Bruker sk-1
Roinn-seòrsa:User sr	Kategori:Bruker sr
Roinn-seòrsa:User sr-1	Kategori:Bruker sr-1
Roinn-seòrsa:User sv-1	Kategori:Bruker sv-1
Roinn-seòrsa:User sv-3	Kategori:Bruker sv-3
Roinn-seòrsa:User sv-N	Kategori:Bruker sv-N
Roinn-seòrsa:User tr	Kategori:Bruker tr
Roinn-seòrsa:User tr-N	Kategori:Bruker tr-N
Roinn-seòrsa:User uk-1	Kategori:Bruker uk-1
Roinn-seòrsa:User uk-2	Kategori:Bruker uk-2
Roinn-seòrsa:User uk-4	Kategori:Bruker uk-4
Roinn-seòrsa:User vi	Kategori:Bruker vi
Roinn-seòrsa:User vi-N	Kategori:Bruker vi-N
Roinn-seòrsa:1692	Kategori:1692
Roinn-seòrsa:Eilean Mhanainn	Kategori:Man
Roinn-seòrsa:Luchd-ciùil	Kategori:Musikere
Teamplaid:Lang	Mal:Språk
Universidade Federal do Recôncavo da Bahia	Universidade Federal do Recôncavo da Bahia
Roinn-seòrsa:Sgrìobhadairean Innis Tìleach	Kategori:Islandske forfattere
Roinn-seòrsa:Sgrìobhadairean Sìneach	Kategori:Kinesiske forfattere
Teamplaid:User ro-1	Mal:Bruker ro-1
Roinn-seòrsa:Craobhan	Kategori:Tresorter
Cat mòr	Store katter
Roinn-seòrsa:1310an	Kategori:Hendelser i 1310-årene
Roinn-seòrsa:930an	Kategori:Hendelser i 930-årene
Roinn-seòrsa:1030an	Kategori:Hendelser i 1030-årene
Roinn-seòrsa:1290an	Kategori:Hendelser i 1290-årene
Roinn-seòrsa:1020an	Kategori:Hendelser i 1020-årene
Roinn-seòrsa:1070an	Kategori:Hendelser i 1070-årene
Roinn-seòrsa:1520an	Kategori:Hendelser i 1520-årene
Roinn-seòrsa:1540an	Kategori:Hendelser i 1540-årene
Roinn-seòrsa:460an	Kategori:Hendelser i 460-årene
Roinn-seòrsa:380an	Kategori:Hendelser i 380-årene
Roinn-seòrsa:1090an	Kategori:Hendelser i 1090-årene
Roinn-seòrsa:770an	Kategori:Hendelser i 770-årene
Roinn-seòrsa:1560an	Kategori:Hendelser i 1560-årene
Roinn-seòrsa:530an	Kategori:Hendelser i 530-årene
Roinn-seòrsa:1820an	Kategori:Hendelser i 1820-årene
Roinn-seòrsa:1670an	Kategori:Hendelser i 1670-årene
Roinn-seòrsa:1770an	Kategori:Hendelser i 1770-årene
Roinn-seòrsa:1760an	Kategori:Hendelser i 1760-årene
Roinn-seòrsa:1710an	Kategori:Hendelser i 1710-årene
Roinn-seòrsa:1650an	Kategori:Hendelser i 1650-årene
Roinn-seòrsa:1610an	Kategori:Hendelser i 1610-årene
Roinn-seòrsa:1630an	Kategori:Hendelser i 1630-årene
Roinn-seòrsa:870an	Kategori:Hendelser i 870-årene
Roinn-seòrsa:1810an	Kategori:Hendelser i 1810-årene
Roinn-seòrsa:680an	Kategori:Hendelser i 680-årene
Roinn-seòrsa:750an	Kategori:Hendelser i 750-årene
Roinn-seòrsa:620an	Kategori:Hendelser i 620-årene
Roinn-seòrsa:1530an	Kategori:Hendelser i 1530-årene
Roinn-seòrsa:1410an	Kategori:Hendelser i 1410-årene
Roinn-seòrsa:1340an	Kategori:Hendelser i 1340-årene
Roinn-seòrsa:1490an	Kategori:Hendelser i 1490-årene
Roinn-seòrsa:1150an	Kategori:Hendelser i 1150-årene
Roinn-seòrsa:1480an	Kategori:Hendelser i 1480-årene
Roinn-seòrsa:1190an	Kategori:Hendelser i 1190-årene
Roinn-seòrsa:1640an	Kategori:Hendelser i 1640-årene
Roinn-seòrsa:3mh Linn	Kategori:200-tallet
Roinn-seòrsa:1850an	Kategori:Hendelser i 1850-årene
Roinn-seòrsa:640an	Kategori:Hendelser i 640-årene
Roinn-seòrsa:630an	Kategori:Hendelser i 630-årene
Roinn-seòrsa:800an	Kategori:Hendelser i 800-årene
Roinn-seòrsa:11mh linn	Kategori:1000-tallet
Roinn-seòrsa:1200an	Kategori:Hendelser i 1200-årene
Roinn-seòrsa:17mh linn	Kategori:1600-tallet
Roinn-seòrsa:1880an	Kategori:Hendelser i 1880-årene
Roinn-seòrsa:1720an	Kategori:Hendelser i 1720-årene
Roinn-seòrsa:1750an	Kategori:Hendelser i 1750-årene
Roinn-seòrsa:1870an	Kategori:Hendelser i 1870-årene
Roinn-seòrsa:1780an	Kategori:Hendelser i 1780-årene
Roinn-seòrsa:1860an	Kategori:Hendelser i 1860-årene
Roinn-seòrsa:1790an	Kategori:Hendelser i 1790-årene
Roinn-seòrsa:1730an	Kategori:Hendelser i 1730-årene
Roinn-seòrsa:430an	Kategori:Hendelser i 430-årene
Roinn-seòrsa:550an	Kategori:Hendelser i 550-årene
Roinn-seòrsa:820an	Kategori:Hendelser i 820-årene
Roinn-seòrsa:570an	Kategori:Hendelser i 570-årene
Roinn-seòrsa:650an	Kategori:Hendelser i 650-årene
Roinn-seòrsa:910an	Kategori:Hendelser i 910-årene
Roinn-seòrsa:1210an	Kategori:Hendelser i 1210-årene
Roinn-seòrsa:1010an	Kategori:Hendelser i 1010-årene
Roinn-seòrsa:420an	Kategori:Hendelser i 420-årene
Roinn-seòrsa:1170an	Kategori:Hendelser i 1170-årene
Roinn-seòrsa:1270an	Kategori:Hendelser i 1270-årene
Roinn-seòrsa:1160an	Kategori:Hendelser i 1160-årene
Roinn-seòrsa:1280an	Kategori:Hendelser i 1280-årene
Roinn-seòrsa:1240an	Kategori:Hendelser i 1240-årene
Roinn-seòrsa:1350an	Kategori:Hendelser i 1350-årene
Roinn-seòrsa:1440an	Kategori:Hendelser i 1440-årene
Roinn-seòrsa:1110an	Kategori:Hendelser i 1110-årene
Roinn-seòrsa:660an	Kategori:Hendelser i 660-årene
Roinn-seòrsa:1080an	Kategori:Hendelser i 1080-årene
Roinn-seòrsa:1130an	Kategori:Hendelser i 1130-årene
Roinn-seòrsa:1250an	Kategori:Hendelser i 1250-årene
Roinn-seòrsa:450an	Kategori:Hendelser i 450-årene
Roinn-seòrsa:1800s	Kategori:Hendelser i 1800-årene
Roinn-seòrsa:1450an	Kategori:Hendelser i 1450-årene
Roinn-seòrsa:1570an	Kategori:Hendelser i 1570-årene
Roinn-seòrsa:1460an	Kategori:Hendelser i 1460-årene
Roinn-seòrsa:1470an	Kategori:Hendelser i 1470-årene
Roinn-seòrsa:1580an	Kategori:Hendelser i 1580-årene
Roinn-seòrsa:1180an	Kategori:Hendelser i 1180-årene
Roinn-seòrsa:350an	Kategori:Hendelser i 350-årene
Roinn-seòrsa:1040an	Kategori:Hendelser i 1040-årene
Roinn-seòrsa:1420an	Kategori:Hendelser i 1420-årene
Roinn-seòrsa:1700an	Kategori:Hendelser i 1700-årene
Roinn-seòrsa:1500an	Kategori:Hendelser i 1500-årene
Roinn-seòrsa:10mh Linn	Kategori:900-tallet
Roinn-seòrsa:1400an	Kategori:Hendelser i 1400-årene
Roinn-seòrsa:1220an	Kategori:Hendelser i 1220-årene
Roinn-seòrsa:1230an	Kategori:Hendelser i 1230-årene
Roinn-seòrsa:7mh Linn	Kategori:600-tallet
Roinn-seòrsa:1120an	Kategori:Hendelser i 1120-årene
Roinn-seòrsa:390an	Kategori:Hendelser i 390-årene
Roinn-seòrsa:1360an	Kategori:Hendelser i 1360-årene
Roinn-seòrsa:1260an	Kategori:Hendelser i 1260-årene
Roinn-seòrsa:960an	Kategori:Hendelser i 960-årene
Roinn-seòrsa:1100an	Kategori:Hendelser i 1100-årene
Roinn-seòrsa:1300an	Kategori:Hendelser i 1300-årene
Roinn-seòrsa:Fiamh daonna	Kategori:Mennesker
Roinn-seòrsa:Sgrìobhadairean Nirribheach	Kategori:Norske forfattere
Roinn-seòrsa:BBC	Kategori:BBC
Teamplaid:Birth date	Mal:Fødselsdato
Roinn-seòrsa:Régions na Frainge	Kategori:Frankrikes regioner
Teamplaid:User sv-3	Mal:Bruker sv-3
Roinn-seòrsa:Florida	Kategori:Florida
Roinn-seòrsa:Glaschu	Kategori:City of Glasgow
Roinn-seòrsa:Nevada	Kategori:Nevada
Roinn-seòrsa:Nebraska	Kategori:Nebraska
Roinn-seòrsa:Dakota a Tuath	Kategori:Nord-Dakota
Roinn-seòrsa:Meagsago Nuadh	Kategori:New Mexico
Roinn-seòrsa:Eabhraig Nuadh (stàit)	Kategori:New York State
Roinn-seòrsa:Jersey Nuadh	Kategori:New Jersey
Roinn-seòrsa:Hampshire Nuadh	Kategori:New Hampshire
Roinn-seòrsa:Rhode Island	Kategori:Rhode Island
Roinn-seòrsa:Louisiana	Kategori:Louisiana
Roinn-seòrsa:Maryland	Kategori:Maryland
Roinn-seòrsa:Maine	Kategori:Maine
Roinn-seòrsa:Minnesota	Kategori:Minnesota
Roinn-seòrsa:Michigan	Kategori:Michigan
Roinn-seòrsa:Mississippi	Kategori:Mississippi
Roinn-seòrsa:Missouri	Kategori:Missouri
Roinn-seòrsa:Vermont	Kategori:Vermont
Roinn-seòrsa:Virginia	Kategori:Virginia
Roinn-seòrsa:Dakota a Deas	Kategori:Sør-Dakota
Roinn-seòrsa:Idaho	Kategori:Idaho
Roinn-seòrsa:Iowa	Kategori:Iowa
Roinn-seòrsa:Arkansas	Kategori:Arkansas
Roinn-seòrsa:Alasca	Kategori:Alaska
Roinn-seòrsa:Arizona	Kategori:Arizona
Roinn-seòrsa:Alabama	Kategori:Alabama
Roinn-seòrsa:Oregon	Kategori:Oregon
Roinn-seòrsa:Ohio	Kategori:Ohio
Roinn-seòrsa:Virginia an Iar	Kategori:Vest-Virginia
Roinn-seòrsa:Wisconsin	Kategori:Wisconsin
Roinn-seòrsa:Utah	Kategori:Utah
Roinn-seòrsa:Indiana	Kategori:Indiana
Roinn-seòrsa:Illinois	Kategori:Illinois
Roinn-seòrsa:Kansas	Kategori:Kansas
Roinn-seòrsa:Calafòrnia	Kategori:California
Roinn-seòrsa:Kentucky	Kategori:Kentucky
Roinn-seòrsa:Connecticut	Kategori:Connecticut
Roinn-seòrsa:Colorado	Kategori:Colorado
Roinn-seòrsa:Texas	Kategori:Texas
Roinn-seòrsa:Pennsylvania	Kategori:Pennsylvania
Roinn-seòrsa:Hawaii	Kategori:Hawaii
Roinn-seòrsa:An Dàrna Cogadh	Kategori:Andre verdenskrig
Roinn-seòrsa:An Cogadh Mòr	Kategori:Første verdenskrig
Roinn-seòrsa:Sgrìobhadairean Beilgeach	Kategori:Belgiske forfattere
Roinn-seòrsa:Sgrìobhadairean Sileach	Kategori:Chilenske forfattere
Roinn-seòrsa:Sgrìobhadairean Gearmailteach	Kategori:Tyske forfattere
Roinn-seòrsa:Sgrìobhadairean Danmhairgeach	Kategori:Danske forfattere
Roinn-seòrsa:Sgrìobhadairean Ostaireach	Kategori:Østerrikske forfattere
Michael Levitt	Michael Levitt
Roinn-seòrsa:Filmean Israelach	Kategori:Israelske filmer
Roinn-seòrsa:Sgrìobhadairean Frangach	Kategori:Franske forfattere
Roinn-seòrsa:Sgrìobhadairean Greugach	Kategori:Greske forfattere
