ਅਫ਼ਰੀਕਾ	Afrika
ਅੰਤਰਰਾਸ਼ਟਰੀ ਬਾਲੜੀ ਦਿਵਸ	Den internasjonale jentedagen
ਇਸਾਮੂ ਅਕਾਸਾਕੀ	Isamu Akasaki
ਜਾਨ ਓਕੀਫ਼	John O'Keefe
ਪਤੰਗਾ	Nattsvermere
ਵਰਗ ਸੰਘਰਸ਼	Klassekamp
ਪ੍ਰਾਚੀਨ ਰੋਮ	Romerriket
ਵਿਸ਼ਵ ਧਰਮ ਸੰਸਦ	Verdensreligionenes parlament
ਇਤਿਹਾਸ ਕੀ ਹੈ?	What is History?
ਬਚਪਨ (ਨਾਵਲ)	Barndom (roman)
ਮਰੀਅਮ ਮਿਰਜ਼ਾਖ਼ਾਨੀ	Maryam Mirzakhani
ਰਾਮਨੌਮੀ	Ramanavami
ਚਾਰ ਮੀਨਾਰ	Charminar
ਅਮਰਾਵਤੀ ਜ਼ਿਲ੍ਹਾ	Amravati (distrikt)
ਫ਼ੌਜੀ ਜੁੰਡੀ	Militærjunta
﻿ਨੋਬਲ ਫ਼ਾਊਂਡੇਸ਼ਨ	Nobelstiftelsen
ਕਾਰਬਨੀ ਪਦਾਰਥ	Organisk materiale
ਕੋਵਲਮ	Kovalam
ਵਿਕਟੋਰੀਆ ਪਾਰਕ, ਡਿਙਗਵਲ	Victoria Park (Dingwall)
ਆਣੰਦ, ਗੁਜਰਾਤ	Anand (Gujarat)
ਸਰਗੁਜਾ	Surguja (distrikt)
ਡੂਡਲ	Drodling
ਦੇਹਰਾਦੂਨ ਜ਼ਿਲ੍ਹਾ	Dehradun (distrikt)
ਗੁੜਗਾਂਵ ਜ਼ਿਲਾ	Gurgaon (distrikt)
ਹਿਸਾਰ ਜ਼ਿਲਾ	Hisar (distrikt)
ਸ੍ਰੀਹਰੀਕੋਟਾ	Sriharikota
ਜਲੰਧਰ ਜ਼ਿਲ੍ਹਾ	Jalandhar (distrikt)
ਪ੍ਰੋਸਰਪੀਨਾ ਬੰਨ੍ਹ	Proserpina-demningen
ਸਇਹਾ ਜ਼ਿਲਾ	Saiha (distrikt)
ਇੰਫਾਲ ਪੱਛਮ ਜ਼ਿਲਾ	Imphal West (distrikt)
ਯੁਗੇਸ਼ਵਰ ਦੱਤ	Yogeshwar Dutt
ਅਸਲ ਨਿਯੰਤਰਨ ਰੇਖਾ	Line of Actual Control
ਮਿਕਡਾਇਰਮਿਡ ਪਾਰਕ	McDiarmid Park
ਭਿਵਾਨੀ ਜ਼ਿਲਾ	Bhiwani (distrikt)
ਕੁਨੂ	Qunu
ਸਾਲਾਰ ਜੰਗ ਮਿਊਜ਼ੀਅਮ	Salar Jung Museum
ਅਨੀਂਦਰਾ	Søvnløshet
ਯਮਨਾ ਨਗਰ ਜ਼ਿਲਾ	Yamuna Nagar (distrikt)
ਮੰਡੀ ਜ਼ਿਲਾ	Mandi (distrikt)
ਪੰਚਕੁਲਾ ਜ਼ਿਲਾ	Panchkula (distrikt)
ਇੰਫਾਲ ਪੂਰਵ ਜ਼ਿਲਾ	Imphal East (distrikt)
ਸ਼ਿਮਲਾ ਜ਼ਿਲਾ	Shimla (distrikt)
ਵਿਉਂਤਬੱਧ ਵਿਆਹ	Arrangert ekteskap
ਪੱਤਰਕਾਰ	Journalist
ਉਂਨਾਵ ਜ਼ਿਲਾ	Unnao (distrikt)
ਸੰਗਰੂਰ ਜ਼ਿਲ੍ਹਾ	Sangrur (distrikt)
ਮੰਥਲੀ ਰਿਵਿਊ	Monthly Review
ਮੋਗਾ ਜ਼ਿਲ੍ਹਾ	Moga (distrikt)
ਊਧਮਪੁਰ ਜ਼ਿਲਾ	Udhampur (distrikt)
ਆਇਜੋਲ ਜ਼ਿਲਾ	Aizawl (distrikt)
ਕੋਲਾਸਿਬ ਜ਼ਿਲਾ	Kolasib (distrikt)
ਲੁੰਗਲੇਈ ਜ਼ਿਲਾ	Lunglei (distrikt)
ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ ਜ਼ਿਲ੍ਹਾ	Muktsar (distrikt)
ਝੱਜਰ ਜ਼ਿਲ੍ਹਾ	Jhajjar (distrikt)
ਚੰਬਾ, ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	Chamba
ਚੰਫਾਈ ਜ਼ਿਲਾ	Champhai (distrikt)
ਨਿਊ ਡਗਲਸ ਪਾਰਕ	New Douglas Park
ਸ਼੍ਰੇਣੀ:ਇਸਾਈ ਧਰਮ	Kategori:Kristendom
ਸ਼੍ਰੇਣੀ:ਹਿੰਦੂ ਧਰਮ	Kategori:Hinduisme
ਸ਼੍ਰੇਣੀ:ਇਸਲਾਮ	Kategori:Islam
ਸ਼੍ਰੇਣੀ:ਯਹੂਦੀ ਧਰਮ	Kategori:Jødedom
ਡਰਨਾ	Fugleskremsel
ਨੋਰਲੰਦ ਦਾ ਯੂਨੀਵਰਸਿਟੀ ਹਸਪਤਾਲ	Norrlands universitetssjukhus
ਸਿਆਚਿਨ ਬਖੇੜਾ	Siachen-konflikten
ਇਲਾਹਾਬਾਦ ਯੂਨੀਵਰਸਿਟੀ	Allahabad-universitetet
ਖਸਖਸ	Valmuefrø
ਉੱਤਰੀ ਅਮਰੀਕਾ (ਖੇਤਰ)	Det nordlige Amerika
S ਬੈਂਡ	S-båndet
ਨਾਰੰਗੀ (ਗੁੰਝਲ ਖੋਲ੍ਹ ਸਫ਼ਾ)	Orange
ਇੰਦਰਾ ਗਾਂਧੀ ਨੈਸ਼ਨਲ ਓਪਨ ਯੂਨੀਵਰਸਿਟੀ	Indira Gandhi National Open University
ਸ਼ਿਵ ਥਾਪਾ	Shiva Thapa
ਅਜੀਤਗੜ੍ਹ ਜ਼ਿਲ੍ਹਾ	Mohali (distrikt)
ਨਿਰੁਕਤ ਸ੍ਰੀ ਗੁਰੂ ਗਰੰਥ ਸਾਹਿਬ	Nirukta
ਕਾਲਾ ਸ਼ੁਕਰਵਾਰ	Svarte fredag (1978)
ਕੋਡਰਮਾ ਜਿਲ੍ਹਾ	Koderma (distrikt)
ਪਾਣੀਪੱਤ ਜ਼ਿਲਾ	Panipat (distrikt)
ਫਰੀਦਾਬਾਦ ਜ਼ਿਲਾ	Faridabad (distrikt)
ਹਮੀਰਪੁਰ ਜ਼ਿਲਾ, ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	Hamirpur (distrikt i Himachal Pradesh)
ਸੇਰਛਿਪ ਜ਼ਿਲਾ	Serchhip (distrikt)
ਥੌਬਲ ਜ਼ਿਲਾ	Thoubal (distrikt)
ਲਾਂਗਤਲਾਈ ਜ਼ਿਲਾ	Lawngtlai (distrikt)
ਅੰਬਾਲਾ ਜ਼ਿਲਾ	Ambala (distrikt)
ਚਿਤਰਕੂਟ ਜ਼ਿਲ੍ਹਾ	Chitrakoot (distrikt)
ਕਾਨਪੁਰ ਜ਼ਿਲ੍ਹਾ	Kanpur Nagar (distrikt)
ਰੋਡਾਸਲ	Rödåsel
ਉਕਾਬ	Ørner
ਜਾਰਜ ਅਬਰਾਹਮ ਗਰੀਅਰਸਨ	George Abraham Grierson
ਸੇਂਟ ਮਿਰੇਨ ਪਾਰਕ	New St. Mirren Park
ਮੰਗਲ ਉਪਗ੍ਰਹਿ ਮਿਸ਼ਨ	Mars Orbiter Mission
੧੯੫੬ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1956
ਧਨੂ ਰਾਸ਼ੀ	Skytten (stjernetegn)
ਸੰਗਿਆਨ	Kognisjon
ਮੇਵਾਤ ਜ਼ਿਲਾ	Mewat (distrikt)
ਵੈਸਟਰਬੌਟਨ-ਕੁਰੀਰੈਨ	Västerbottens-Kuriren
ਪਰਿੰਦਿਆਂ ਦੀ ਕਾਨਫਰੰਸ	Fuglenes forsamling
ਕਿਨੌਰ ਜ਼ਿਲਾ	Kinnaur (distrikt)
ਊਮੇਡਾਲੇਨ ਸਕਲਪਚਰਪਾਰਕ	Umedalen Skulptur
ਬੋਕਾਰੋ ਜਿਲਾ	Bokaro (distrikt)
ਤਰਨ ਤਾਰਨ ਜ਼ਿਲਾ	Tarn Taran (distrikt)
ਸੇਨਾਪਤੀ ਜ਼ਿਲਾ	Senapati (distrikt)
ਤਮੇਂਗਲਾਂਗ ਜ਼ਿਲਾ	Tamenglong (distrikt)
ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਨਗਰ	Nawanshahr
ਉਨਾ ਜ਼ਿਲਾ	Una (distrikt)
ਫ਼ਤੇਹਾਬਾਦ ਜ਼ਿਲਾ	Fatehabad (distrikt)
ਰੇਵਾੜੀ ਜ਼ਿਲਾ	Rewari (distrikt)
ਚੰਡੇਲ ਜ਼ਿਲਾ	Chandel (distrikt)
ਦ ਵਾਈਟ ਟਾਈਗਰ	Hvit tiger
ਨਾਗ	Kobraslanger
ਕਾਂਕੇਰ ਜ਼ਿਲਾ	Kanker (distrikt)
ਬਾਰਾਂ ਜ਼ਿਲ੍ਹਾ	Baran (distrikt)
ਪੀਰ ਪੰਜਾਲ	Pir Panjal
ਸਪਰੇਟਾ	Skummet melk
ਬਰਨਾਲਾ ਜ਼ਿਲ੍ਹਾ	Barnala (distrikt)
੧੯੭੨ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1972
ਦਸਮ ਗ੍ਰੰਥ	Dasam Granth
ਆਈਲੈਂਡ (ਨਾਵਲ)	Island (roman)
ਸਚਿਦਾਨੰਦ ਵਾਤਸਾਇਨ	Sachchidananda Hirananda Vatsyayan
ਬਾਗੜੀ	Bagri
ਇਰਾਕ ਅਤੇ ਅਲ ਸ਼ਾਮ ਵਿੱਚ ਇਸਲਾਮੀ ਰਾਜ	Den islamske staten Irak og Levanten
ਵਿੱਦਿਆਪਤੀ	Vidyapati
ਸ਼ੌਰਸੇਨੀ	Sauraseni
ਅਖਰੋਟ (ਰੁੱਖ)	Valnøttslekta
ਲੇਡੀ ਮੈਕਬਥ	Lady Macbeth
ਵਿਸਾਖੀ	Baisaki
ਉਸਮਾਨਾਬਾਦ	Osmanabad
ਹਰਕਤ-ਉਲ-ਮੁਜਾਹਿਦੀਨ	Harakat ul-Mujahidin
ਸੁਭਾਸ਼ ਘਈ	Subhash Ghai
ਪੋਰਟਰੇਟ (ਗੋਗੋਲ ਦੀ ਕਹਾਣੀ)	Portrettet (Gogol)
ਕੋਲਾਰ ਜ਼ਿਲ੍ਹਾ	Kolar (distrikt)
ਵੇਦਾਂਤ	Vedanta
ਫਿਲਮ ਨਿਰਦੇਸ਼ਕ	Filmregissør
ਵਿਸ਼ਵ ਹਿੰਦੂ ਪਰਿਸ਼ਦ	Vishwa Hindu Parishad
ਲਿਪਾਂਕ	Grafem
ਚੁਰਾਚਾਂਦਪੁਰ ਜ਼ਿਲ੍ਹਾ	Churachandpur (distrikt)
ਗਰੈਵਿਟੀ	Gravity (film)
੧੯੬੪ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1964
੧੯੬੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1968
ਪੇਰੀਯਾਰ ਨਦੀ	Periyar (elv)
ਚੰਡੀਦਾਸ	Chandidas
ਹਰਿਆਣੇ ਦੇ ਜ਼ਿਲੇ	Distrikter i Haryana
ਅਣਖ ਖ਼ਾਤਰ ਕਤਲ	Æresdrap
ਰਾਜਿੰਦਰ ਸ਼ਾਹ	Rajendra Keshavlal Shah
ਪਲਵਲ ਜ਼ਿਲਾ	Palwal (distrikt)
ਐਮਰਜੈਂਸੀ (ਭਾਰਤ)	Unntakstilstanden (India)
ਸਮੀਹ ਅਲ-ਕਾਸਿਮ	Samih al-Qasim
ਸਾਗ	Sag panir
ਤਿਲ	Sesam
ਅਬੂ ਬੱਕਰ ਅਲ ਬਗਦਾਦੀ	Abu Bakr al-Baghdadi
ਦਾਗ਼ ਦਿਹਲਵੀ	Daagh Dehlvi
ਕਲੀਨਥ ਬਰੁਕਸ	Cleanth Brooks
ਸ਼੍ਰੇਣੀ:ਅਧਾਰ	Kategori:Stubber
ਸ਼੍ਰੇਣੀ:ਸੱਭਿਆਚਾਰ	Kategori:Kultur
ਸ਼੍ਰੇਣੀ:ਸਾਲ	Kategori:Årstall
ਕੁੱਲੂ ਜ਼ਿਲਾ	Kullu (distrikt)
ਸੋਲਨ ਜ਼ਿਲਾ	Solan (distrikt)
ਓਪਰੇਸ਼ਨ ਪੋਲੋ	Operasjon Polo
ਪਿੱਪਲ	Gudefiken
ਬਾਈਂਡਿੰਗ ਸਿਧਾਂਤ	Bindingsteori
ਕੋਲਿੰਦਾ ਗਰਾਬਾਰ-ਕਿਤਾਰੋਵਿਚ	Kolinda Grabar-Kitarović
ਫਰਮਾ:ਸੂਰਜ ਮੰਡਲ	Mal:Solsystem
ਸਮਾਜਿਕ ਮੇਲ-ਜੋਲ ਸੇਵਾ	Nettsamfunn
ਗਵਰਨਮੈਂਟ ਆਫ਼ ਇੰਡੀਆ ਐਕਟ 1935	Government of India Act 1935
ਭਾਰਤੀ ਜਨ ਸੰਘ	Bharatiya Jana Sangh
ਦੋਆਬਾ	Doaba
ਲੋਨ ਸਰਵਾਇਵਰ	Lone Survivor
ਫਾਟਕ:ਭੂਗੋਲ	Portal:Geografi
ਫ਼ਿਲਮ ਨਿਰਮਾਤਾ	Filmprodusent
ਚੁੰਬਕਤਾ	Magnetisme
ਕਾਸਿਮ ਰਜ਼ਵੀ	Kasim Razvi
ਸੈਂਜ਼ੋ ਮੇਈਵਾ	Senzo Meyiwa
ਹਾਊਸ ਆਫ਼ ਕਾਰਡਜ਼ (ਅਮਰੀਕੀ ਟੀਵੀ ਲੜੀਵਾਰ)	House of Cards (USA)
ਰੇਨਬੋ ਨੇਸ਼ਨ	Regnbuenasjonen
ਕਾਦੰਬਨੀ ਗੰਗੁਲੀ	Kadambini Ganguly
ਲਾਲਨ ਸ਼ਾਹ ਫ਼ਕੀਰ	Lalan Fakir
ਸਾਹਿਤ ਅਕਾਦਮੀ	Sahitya Akademi
ਬੁੱਲ੍ਹੇ ਸ਼ਾਹ	Bulleh Shah
ਭਾਰਤੀ ਸ਼ਾਂਤੀ ਰੱਖਿਆ ਸੈਨਾ	Indian Peace Keeping Force
ਮਾਈਕ੍ਰੋਨੇਸ਼ੀਆ	Mikronesia
ਖੜੀ ਬੋਲੀ	Khariboli
ਕੁੰਵਰ ਨਰਾਇਣ	Kunwar Narayan
ਅਮਨ ਹੇਅਰ	Aman Hayer
ਊਮਿਓ ਸੈਂਟਰਲ ਸਟੇਸ਼ਨ	Umeå sentralstasjon
ਰਾਲਫ਼ ਲਿੱਲੀ ਟਰਨਰ	Ralph Lilley Turner
ਰੇਡੀਓ ਵਾਰਵਾਰਤਾ	Radiofrekvens
ਵਿਕੀਪੀਡੀਆ:HotCat	Wikipedia:HotCat
ਨੀਤੀਸ਼ਤਕ	Śatakatraya
ਮ੍ਰਿੱਛਕਟਿਕਮ	Mricchakatika
ਕੈਲਾਸ਼ ਸਤਿਆਰਥੀ	Kailash Satyarthi
1984 ਸਿੱਖ ਵਿਰੋਧੀ ਦੰਗੇ	Antisikh-opptøyene i 1984
ਭਾਰਤ ਦੇ ਉਪ-ਰਾਸ਼ਟਰਪਤੀਆਂ ਦੀ ਸੂਚੀ	Liste over Indias visepresidenter
ਤੇਲੰਗਾਨਾ ਰਾਸ਼ਟਰੀ ਸਮਿਤੀ	Telangana Rashtra Samithi
﻿ਜਸਵੰਤ ਸਿੰਘ	Jaswant Singh
ਇਤਿਹਾਸ ਅਜਾਇਬ-ਘਰ ਬਾਰਸੀਲੋਨਾ	Museu d'Història de la Ciutat
ਵਸਤਰਬੋਟਨ ਮਿਊਜ਼ੀਅਮ	Västerbottens museum
ਕਿਰਕਬਰੋਨ, ਊਮਿਓ	Kyrkbron (Umeå)
ਗਾਮਲਾ ਬਰੋਨ	Gamla bron
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭਾਰਤ ਬਿਹਾਰ	Mal:Kartposisjon Bihar
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭਾਰਤ ਜੰਮੂ ਅਤੇ ਕਸ਼ਮੀਰ	Mal:Kartposisjon Jammu og Kashmir
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭਾਰਤ ਪੰਜਾਬ	Mal:Kartposisjon Punjab (India)
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭਾਰਤ ਰਾਜਸਥਾਨ	Mal:Kartposisjon Rajasthan
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਭਾਰਤ ਤਾਮਿਲ ਨਾਡੂ	Mal:Kartposisjon Tamil Nadu
ਫਰਮਾ:Location map ਭਾਰਤ ਪੱਛਮੀ ਬੰਗਾਲ	Mal:Kartposisjon Vest-Bengal
ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ	Banda Singh Bahadur
ਕੁਰਨੂਲ	Kurnool
ਬੀਜਾਪੁਰ	Bijapur
ਚਿਹਨ	Tegn
﻿ਉਸਤਾਦ ਬੜੇ ਫ਼ਤਿਹ ਅਲੀ ਖ਼ਾਨ	Ustad Fateh Ali Khan
ਫਾਟਕ:ਸਮਾਜ	Portal:Samfunn
ਚਾਲ	Fart
ਬਤਖ਼	Ender
ਪਰਮਾਣਵੀ ਭਾਰ	Atommasse
ਵਿਕੀਪੀਡੀਆ:ਪੁੱਛ-ਗਿੱਛ/ਸਿਰਲੇਖ	Wikipedia:Orakelet
ਸ਼ਲਗਮ	Vanlig nepe
ਫਰਮਾ:Cquote	Mal:Sitat
ਫਰਮਾ:Chess diagram	Mal:Sjakkstilling
ਸ਼੍ਰੇਣੀ:ਯੂਰਪ ਦੇ ਦਰਿਆ	Kategori:Elver i Europa
ਫਰਮਾ:Tl	Mal:Mal
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸਕਾਟਲੈਂਡ	Mal:Kartposisjon Skottland
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਇੰਗਲੈਂਡ	Mal:Kartposisjon England
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਵੇਲਜ਼	Mal:Kartposisjon Wales
ਫਰਮਾ:ਮੁੱਖ ਸਫ਼ੇ ਦੀਆਂ ਖ਼ਬਰਾਂ	Mal:Aktuelt
ਸ਼੍ਰੇਣੀ:ਲੋਕ	Kategori:Personer
ਸ਼੍ਰੇਣੀ:ਸਮਾਂ	Kategori:Tid
ਸ਼੍ਰੇਣੀ:ਕੁਦਰਤ	Kategori:Natur
ਸ਼੍ਰੇਣੀ:ਬਨਸਪਤੀ ਵਿਗਿਆਨ	Kategori:Botanikk
ਫਰਮਾ:Paraphyletic group	Mal:Taksoboks-kunstig-gruppe
ਮਿਸਰ	Egypt
ਵਿਕੀਪੀਡੀਆ:ਕਠਪੁਤਲੀ	Wikipedia:Sokkedukker
ਰਵਿੰਦਰ ਪ੍ਰਭਾਤ	Ravindra Prabhat
ਸੈਫੁੱਦੀਨ ਕਿਚਲੂ	Saifuddin Kitchlew
ਵਿਕੀਪੀਡੀਆ:ਵਿਕੀਪ੍ਰੋਜੈਕਟ	Wikipedia:Underprosjekter
ਫਰਮਾ:ਬੋਟ	Mal:Bot
ਆਵਾਜਾਈ	Trafikk
ਊਮਿਓ ਸ਼ਹਿਰ ਦਾ ਗਿਰਜਾ	Umeå stads kyrka
ਕੈਨੇਡਾ	Canada
ਸ਼੍ਰੇਣੀ:ਆਈਸਲੈਂਡ	Kategori:Island
ਵਿਕੀਪੀਡੀਆ:ਬਾਰੇ	Wikipedia:Om
ਕੌਮਾਂਤਰੀ ਕਨੂੰਨ	Folkerett
ਪਸਾਰ	Dimensjon
ਊਮਿਓ ਦੀ ਪੁਰਾਣੀ ਜੇਲ	Umeå gamla fängelse
ਫਾਟਕ:ਵਿਗਿਆਨ	Portal:Vitenskap
ਫਰਮਾ:Documentation	Mal:Dokumentasjon
ਸ਼੍ਰੇਣੀ:ਬਬੇਲ - ਭਾਸ਼ਾ ਮੁਤਾਬਕ ਯੂਜ਼ਰ	Kategori:Wikipedia-brukere etter språk
ਵਿਕੀਪੀਡੀਆ:ਪੰਜ ਥੰਮ੍ਹ	Wikipedia:Fem søyler
ਵਿਕੀਪੀਡੀਆ:ਨਿਰਪੱਖ ਨਜ਼ਰੀਆ	Wikipedia:Objektivitet
ਵਿਕੀਪੀਡੀਆ:ਫਾਟਕ	Wikipedia:Portaler
ਲਲਿਤ ਕਲਾਵਾਂ ਦੀ ਅਕੈਡਮੀ, ਊਮਿਓ	Konsthögskolan i Umeå
ਆਲ ਇੰਡੀਆ ਸਟੇਟਸ ਪੀਪੁਲਸ ਕਾਨਫਰੰਸ	All-India States' Peoples' Conference
ਅਮੀਰ ਮੀਨਾਈ	Amir Meenai
ਅਪੋਲੋ ਥੀਏਟਰ (ਲੰਦਨ)	Apollo Theatre
ਫਰਮਾ:Softredirect	Mal:Softredirect
ਫਰਮਾ:ਮਿਟਾਓ	Mal:Hurtigsletting
ਸ਼੍ਰੇਣੀ:ਸ਼ਿਲਪ ਵਿਗਿਆਨ	Kategori:Teknologi
ਬੀਲਦਮੁਸੀਟ	Bildmuseet
ਸ਼੍ਰੇਣੀ:ਭਾਸ਼ਾਵਾਂ	Kategori:Språk
ਵਿਕੀਪੀਡੀਆ:General disclaimer	Wikipedia:Generelle forbehold
ਸ਼੍ਰੇਣੀ:Pages with broken file links	Kategori:Sider med brutte fillenker
ਸਮਾਰਕ	Monument
ਯਾਦਗਾਰ	Minnesmerke
ਫਰਮਾ:Navbox	Mal:Navboks
ਫਰਮਾ:ਕੁੱਲ-ਚਿੰਨ	Mal:Våpenskjold
ਐਦਵਾਤ ਮੂਸਰ	Edvard Moser
ਫਰਮਾ:!	Mal:!
ਫਰਮਾ:=	Mal:=
ਫਰਮਾ:Tnavbar	Mal:Tnavbar
ਫਰਮਾ:Unicode	Mal:Unicode
ਫਰਮਾ:E	Mal:E
ਫਰਮਾ:Clear	Mal:Clear
ਫਰਮਾ:Col-break	Mal:Col-break
ਫਰਮਾ:Col-begin	Mal:Col-begin
ਫਰਮਾ:Col-end	Mal:Col-end
ਫਰਮਾ:Color	Mal:Farve
ਫਰਮਾ:Nowrap	Mal:Nowrap
ਫਰਮਾ:Abbr	Mal:Abbr
ਫਰਮਾ:Anchor	Mal:Anchor
ਘੋਲ	Løsning (kjemi)
ਵਿਕੀਪੀਡੀਆ:ਕੁਝ ਜ਼ਰੂਰੀ ਲੇਖ ਜੋ ਹਰ ਭਾਸ਼ਾ ਦੇ ਵਿਕੀਪੀਡੀਆ ਉੱਤੇ ਹੋਣੇ ਚਾਹੀਦੇ ਹਨ	Wikipedia:Liste over artikler vi bør ha
ਸ਼੍ਰੇਣੀ:ਅਫ਼ਰੀਕਾ	Kategori:Afrika
ਸ਼੍ਰੇਣੀ:ਜੁਲਾਈ	Kategori:Dager i juli
ਸ਼੍ਰੇਣੀ:ਅੰਕ	Kategori:Tall
ਸ਼੍ਰੇਣੀ:ਜੂਨ	Kategori:Dager i juni
ਸ਼੍ਰੇਣੀ:ਮਹੀਨੇ	Kategori:Måneder
ਫਰਮਾ:Babel	Mal:Babel
ਫਰਮਾ:ਹਵਾਲੇ	Mal:Referanser
ਫਰਮਾ:Chess diagram small	Mal:Sjakkstilling liten
ਫਰਮਾ:ਅਧਾਰ	Mal:Stubb
ਫਰਮਾ:User af-1	Mal:Bruker af-1
ਫਰਮਾ:User ar-1	Mal:Bruker ar-1
ਫਰਮਾ:User az	Mal:Bruker az
ਫਰਮਾ:User bar-1	Mal:Bruker bar-1
ਫਰਮਾ:User eo-1	Mal:Bruker eo-1
ਫਰਮਾ:See also	Mal:Se også
ਫਰਮਾ:User da-2	Mal:Bruker da-2
ਫਰਮਾ:User da	Mal:Bruker da
ਫਰਮਾ:User ca-1	Mal:Bruker ca-1
ਫਰਮਾ:User ca-4	Mal:Bruker ca-4
ਫਰਮਾ:User be-2	Mal:Bruker be-2
ਫਰਮਾ:User da-1	Mal:Bruker da-1
ਫਰਮਾ:User cs-1	Mal:Bruker cs-1
ਫਰਮਾ:User eo-3	Mal:Bruker eo-3
ਫਰਮਾ:User de	Mal:Bruker de
ਫਰਮਾ:ਮੈਂਬਰ ਜਰਮਨ-੧	Mal:Bruker de-1
ਫਰਮਾ:User eu	Mal:Bruker eu
ਫਰਮਾ:User et-1	Mal:Bruker et-1
ਫਰਮਾ:User el	Mal:Bruker el
ਫਰਮਾ:User es	Mal:Bruker es
ਫਰਮਾ:User de-3	Mal:Bruker de-3
ਫਰਮਾ:User en-3	Mal:Bruker en-3
ਫਰਮਾ:User el-1	Mal:Bruker el-1
ਫਰਮਾ:User en-1	Mal:Bruker en-1
ਫਰਮਾ:ਮੈਂਬਰ ਅੰਗਰੇਜ਼ੀ-੨	Mal:Bruker en-2
ਫਰਮਾ:ਮੈਂਬਰ ਫ਼ਾਰਸੀ-੧	Mal:Bruker fa-1
ਫਰਮਾ:User eo-2	Mal:Bruker eo-2
ਫਰਮਾ:User en-4	Mal:Bruker en-4
ਫਰਮਾ:User fi	Mal:Bruker fi
ਫਰਮਾ:User en-0	Mal:Bruker en-0
ਫਰਮਾ:ਵਰਤੋਂਕਾਰ en	Mal:Bruker en
ਫਰਮਾ:User de-2	Mal:Bruker de-2
ਫਰਮਾ:User es-1	Mal:Bruker es-1
ਫਰਮਾ:User fa	Mal:Bruker fa
ਫਰਮਾ:User fr-1	Mal:Bruker fr-1
ਫਰਮਾ:User ia-2	Mal:Bruker ia-2
ਫਰਮਾ:User hr	Mal:Bruker hr
ਫਰਮਾ:User id-3	Mal:Bruker id-3
ਫਰਮਾ:User io-3	Mal:Bruker io-3
ਫਰਮਾ:ਮੈਂਬਰ ਇਤਾਲਵੀ-੩	Mal:Bruker it-3
ਫਰਮਾ:User ja-4	Mal:Bruker ja-4
ਫਰਮਾ:User tr-2	Mal:Bruker tr-2
ਫਰਮਾ:ਮੈਂਬਰ ਫ਼ਰਾਂਸਿਸੀ-੨	Mal:Bruker fr-2
ਫਰਮਾ:User tr	Mal:Bruker tr
ਫਰਮਾ:User ja	Mal:Bruker ja
ਫਰਮਾ:User ja-1	Mal:Bruker ja-1
ਫਰਮਾ:User it-1	Mal:Bruker it-1
ਫਰਮਾ:User hr-1	Mal:Bruker hr-1
ਫਰਮਾ:User fr	Mal:Bruker fr
ਸ਼੍ਰੇਣੀ:ਫ਼ਰਵਰੀ	Kategori:Dager i februar
ਸ਼੍ਰੇਣੀ:ਏਸ਼ੀਆ	Kategori:Asia
ਸ਼੍ਰੇਣੀ:ਚਿਲੇ	Kategori:Chile
ਸ਼੍ਰੇਣੀ:21ਵੀਂ ਸਦੀ	Kategori:2000-tallet
ਸ਼੍ਰੇਣੀ:੧੯੫੪	Kategori:1954
ਫਰਮਾ:Mod	Mal:Mod
ਫਰਮਾ:User it	Mal:Bruker it
ਫਰਮਾ:User uk	Mal:Bruker uk
ਫਰਮਾ:User es-2	Mal:Bruker es-2
ਫਰਮਾ:ਜੀ ਆਇਆਂ ਨੂੰ	Mal:Reg-velkommen
ਸ਼੍ਰੇਣੀ:ਭਾਸ਼ਾ ਵਿਗਿਆਨ	Kategori:Lingvistikk
ਫਰਮਾ:Image label	Mal:Image label
ਫਰਮਾ:ਦਫ਼ਤਰੀ ਵੈੱਬਸਾਈਟ	Mal:Offisielt nettsted
